"tow","date","avg_temp","latitude","longitude","f_temp","f_lat","f_lon","diff_temp_F","scalecolor"
53754,"2026-03-22",2.6338334,44.2713,-68.1082,3.04693219896862,44.289,-68.074,0.743577838143509,"#D9DDDFFF"
53755,"2026-03-21",4.0513334,42.9604,-70.1715,4.65526718089886,42.952,-70.147,1.08708080561796,"#CBD4D8FF"
53756,"2026-03-21",3.8993332,42.9232,-70.2467,4.36708739377219,42.915,-70.215,0.841957548789935,"#D5DADDFF"
53758,"2026-03-22",2.6845,42.00655,-70.48345,2.92747474939567,42,-70.451,0.437354548912204,"#E4E3E4FF"
53759,"2026-03-21",3.0404615,40.892532,-71.6022,4.24378553548075,40.86,-71.609,2.16598326386535,"#A2BEC8FF"
53760,"2026-03-21",3.2766666,40.90367,-71.6019,4.24378553548075,40.86,-71.609,1.74081408386535,"#B5C8CEFF"
53761,"2026-03-21",3.1044898,40.875195,-71.6086,4.24378553548075,40.86,-71.609,2.05073232386535,"#A6C0C9FF"
53762,"2026-03-21",3.3970168,40.90225,-71.6092,4.03979143682473,40.91,-71.66,1.15699434628453,"#C7D2D7FF"
53763,"2026-03-21",3.3635142,40.937366,-71.6085,4.05644642092695,40.948,-71.595,1.2472779976685,"#C7D2D7FF"
53764,"2026-03-21",3.3268588,40.92321,-71.6077,4.05644642092695,40.948,-71.595,1.31325771766851,"#C3CFD4FF"
53861,"2026-03-21",3.4825,40.52202,-72.9286,3.53705035183834,40.533,-72.961,0.0981906333090024,"#EEEAEAFF"
54092,"2026-03-21",5.044509,40.333633,-72.3117,5.45739187173217,40.345,-72.342,0.743189169117905,"#D9DDDFFF"
54093,"2026-03-21",5.0297832,40.356487,-72.2933,5.3531517374958,40.384,-72.278,0.582063367492445,"#DDDFE0FF"
54094,"2026-03-21",5.0406594,40.33077,-72.2952,5.83192766697135,40.296,-72.292,1.42428288054843,"#C0CED3FF"
54095,"2026-03-21",5.0843406,40.304985,-72.3347,5.83192766697135,40.296,-72.292,1.34565672054843,"#C3CFD4FF"
54096,"2026-03-21",5.111353,40.301285,-72.3468,5.83192766697135,40.296,-72.292,1.29703440054843,"#C3CFD4FF"
54098,"2026-03-21",5.136826,40.295704,-72.3481,6.01805720574735,40.257,-72.356,1.58621617034523,"#B9CAD0FF"
54099,"2026-03-21",5.1492,40.29011,-72.3492,6.01805720574735,40.257,-72.356,1.56394297034523,"#B9CAD0FF"
54100,"2026-03-21",5.125782,40.296276,-72.3559,6.01805720574735,40.257,-72.356,1.60609537034523,"#B9CAD0FF"
54101,"2026-03-21",5.2078333,40.28959,-72.3458,6.01805720574735,40.257,-72.356,1.45840303034523,"#BDCCD2FF"
53862,"2026-03-21",3.5175,40.526363,-72.9314,3.53705035183834,40.533,-72.961,0.0351906333090071,"#F1ECEBFF"
54102,"2026-03-21",5.2181044,40.29164,-72.3476,6.01805720574735,40.257,-72.356,1.43991505034523,"#C0CED3FF"
53863,"2026-03-21",3.5151668,40.522133,-72.9304,3.53705035183834,40.533,-72.961,0.0393903933090058,"#F1ECEBFF"
54103,"2026-03-21",5.251389,40.290077,-72.352,6.01805720574735,40.257,-72.356,1.38000277034523,"#C0CED3FF"
54104,"2026-03-21",5.244694,40.294388,-72.3506,6.01805720574735,40.257,-72.356,1.39205377034523,"#C0CED3FF"
