"tow","date","avg_temp","latitude","longitude","f_temp","f_lat","f_lon","diff_temp_F","scalecolor"
53697,"2026-03-15",3.2903333,42.9146,-70.7088,3.84439372605758,42.875,-70.711,0.99730876690365,"#CFD6D9FF"
53712,"2026-03-15",4.3331666,43.78555,-68.32565,5.3360252129596,43.781,-68.313,1.80514550332729,"#B1C6CDFF"
53714,"2026-03-18",4.0593333,43.0889,-70.1373,4.51071542978985,43.09,-70.181,0.812487833621724,"#D5DADDFF"
53725,"2026-03-15",4.116,43.2421,-70.0495,4.52872595675477,43.252,-70.027,0.74290672215858,"#D9DDDFFF"
53727,"2026-03-16",2.5568333,44.2708,-68.1078,3.22434949098114,44.289,-68.074,1.20152914376605,"#C7D2D7FF"
53728,"2026-03-17",2.6853333,44.2709,-68.1078,3.28352071124617,44.289,-68.074,1.07673734024311,"#CBD4D8FF"
53731,"2026-03-18",2.41,42.00255,-70.4818,2.51641326102681,42,-70.451,0.19154386984826,"#EAE8E8FF"
53732,"2026-03-18",2.4208333,42.003,-70.48235,2.51641326102681,42,-70.451,0.172043929848265,"#EAE8E8FF"
53733,"2026-03-18",2.424,42.0013,-70.4844,2.51641326102681,42,-70.451,0.166343869848262,"#EAE8E8FF"
53736,"2026-03-18",2.4345,42.0039,-70.4825,2.51641326102681,42,-70.451,0.14744386984826,"#EEEAEAFF"
53737,"2026-03-18",2.4476666,42.00585,-70.4805,2.51641326102681,42,-70.451,0.123743989848265,"#EEEAEAFF"
53738,"2026-03-18",2.438,42.00595,-70.48195,2.51641326102681,42,-70.451,0.141143869848264,"#EEEAEAFF"
53740,"2026-03-18",2.599,42.0042,-70.4965,2.51641326102681,42,-70.451,-0.148656130151743,"#F0EAE9FF"
53741,"2026-03-18",2.6192,42.0033,-70.511,2.57939676932311,41.962,-70.518,-0.0716458152184103,"#F0EAE9FF"
53750,"2026-03-16",3.1371667,43.7356,-68.51205,4.99304424445395,43.758,-68.504,3.3405795800171,"#76AABEFF"
