tow,date,avg_temp,latitude,longitude,NECOFS_spatial_index,NECOFS_temporal_index,forecast_temp,diff_temp
53714,2026-03-16,3.976368075,43.0889,-70.1373,53147,0,4.1477337,-0.1713656133544923
53714,2026-03-17,4.088166687499999,43.0889,-70.1373,53147,24,4.1942096,-0.10604288815307683
53714,2026-03-18,4.040583286363636,43.088899999999995,-70.13730000000002,53147,48,4.200747,-0.1601637267284053
53725,2026-03-16,4.1099860958333325,43.2421,-70.0495,53142,0,4.8141923,-0.7042061992411304
53725,2026-03-17,4.062118095833333,43.2421,-70.0495,53142,24,4.7540574,-0.6919393115458172
53725,2026-03-18,4.192238035714285,43.24210000000001,-70.04949999999998,53142,48,4.8002505,-0.6080124945286345
53727,2026-03-16,2.6700347375,44.2708,-68.1078,54386,0,3.1586232,-0.488588481036377
53727,2026-03-17,2.775979166666667,44.2708,-68.1078,54386,24,3.055689,-0.27970992978413856
53727,2026-03-18,2.7538680541666665,44.2708,-68.1078,54386,48,2.9930391,-0.2391710769978843
53727,2026-03-19,2.8873750100000004,44.2708,-68.1078,54386,72,2.9567654,-0.06939040328430135
53728,2026-03-16,2.6700347375,44.270900000000005,-68.1078,54386,0,3.1586232,-0.488588481036377
53728,2026-03-17,2.775979166666667,44.270900000000005,-68.1078,54386,24,3.055689,-0.27970992978413856
53728,2026-03-18,2.7538680541666665,44.270900000000005,-68.1078,54386,48,2.9930391,-0.2391710769978843
53728,2026-03-19,2.8873750100000004,44.2709,-68.1078,54386,72,2.9567654,-0.06939040328430135
53730,2026-03-19,2.1695273,44.7368,-67.101,77808,72,3.2918508,-1.1223235052825928
53731,2026-03-18,2.41,42.00255,-70.4818,89203,48,1.8356905,0.5743095016479494
53732,2026-03-18,2.4208333,42.003,-70.48235,89203,48,1.8356905,0.5851428016479492
53733,2026-03-18,2.424,42.0013,-70.4844,89203,48,1.8356905,0.5883095016479492
53736,2026-03-18,2.4345,42.0039,-70.4825,89203,48,1.8356905,0.5988095016479491
53737,2026-03-18,2.4476666,42.00585,-70.4805,89203,48,1.8356905,0.611976101647949
53738,2026-03-18,2.438,42.00595,-70.48195,89203,48,1.8356905,0.6023095016479494
53740,2026-03-18,2.599,42.0042,-70.4965,90863,48,1.9443262,0.6546738376617434
53741,2026-03-18,2.6192,42.0033,-70.511,92558,48,2.0312843,0.5879156677246096
53747,2026-03-19,3.4469259,42.399464,-70.3828,66167,72,3.877292,-0.4303660178009032
53748,2026-03-16,4.110968779166666,43.10569999999999,-70.2521,55269,0,4.428327,-0.31735830442098045
53748,2026-03-17,4.030636791666667,43.10569999999999,-70.2521,55269,24,4.4790206,-0.44838380388387034
53748,2026-03-18,4.0132163375,43.10569999999999,-70.2521,55269,48,4.5277896,-0.5145732552429196
53748,2026-03-19,4.018091933333333,43.10569999999999,-70.2521,55269,72,4.5592136,-0.5411217049723307
53748,2026-03-20,3.93876391,43.1057,-70.25210000000001,55269,96,4.5814,-0.642636007602539
53750,2026-03-16,3.189951370833333,43.7356,-68.51205,47211,0,3.842138,-0.6521866811533612
53750,2026-03-17,3.2846527583333334,43.7356,-68.51205,47211,24,3.7949178,-0.5102650635508219
53750,2026-03-18,3.2679834999999997,43.7356,-68.51205,47211,48,3.9280443,-0.6600608191528323
53750,2026-03-19,3.2902474307692313,43.73559999999999,-68.51205000000002,47211,72,4.5269175,-1.236670026811335
