tow,date,avg_temp,latitude,longitude,NECOFS_spatial_index,NECOFS_temporal_index,forecast_temp,diff_temp
48834,2025-11-17,10.418458333333334,42.3122,-70.6836,89176,0,10.5880375,-0.16957915751139296
48834,2025-11-18,10.234853361111112,42.31219999999999,-70.68360000000001,89176,0,10.5880375,-0.3531841297336147
48835,2025-11-17,10.0438333125,42.5868,-70.4549,63160,0,9.067757,0.9760766596679691
48835,2025-11-18,10.025423604166667,42.5868,-70.4549,63160,0,9.067757,0.9576669513346356
48835,2025-11-19,10.033468708333332,42.58679999999999,-70.45489999999998,63160,24,9.297313,0.736155971822102
48838,2025-11-17,8.788731666666665,43.1122,-70.3772,58932,0,8.211302,0.5774298630777981
48838,2025-11-18,8.719968145833333,43.1122,-70.3772,58932,0,8.211302,0.5086663422444655
48838,2025-11-19,8.671840333333334,43.11220000000001,-70.3772,58932,24,8.162793,0.5090471738484705
48839,2025-11-17,9.139048562500001,43.9578,-68.1662,45758,0,7.922922,1.216126428100587
48839,2025-11-18,9.016847166666667,43.9578,-68.1662,45758,0,7.922922,1.0939250322672525
48839,2025-11-19,8.906450750000001,43.957800000000006,-68.1662,45758,24,7.837979,1.0684719101257336
48840,2025-11-17,10.468145104166666,41.8922,-69.8991,51739,0,10.428359,0.03978607248942012
48840,2025-11-18,10.3482986875,41.8922,-69.8991,51739,0,10.428359,-0.08006034417724628
48840,2025-11-19,10.296991714285715,41.8922,-69.89909999999999,51739,24,10.358058,-0.06106626148332772
48842,2025-11-17,9.927506979166667,42.6081,-70.3745,60306,0,8.714322,1.2131848890177412
48842,2025-11-18,9.994381895833333,42.6081,-70.3745,60306,0,8.714322,1.2800598056844077
48842,2025-11-19,9.9790833125,42.6081,-70.3745,60306,24,8.829978,1.149105323303223
48846,2025-11-17,9.231983333333334,41.4578,-70.1366,53807,0,9.70284,-0.47085651804606066
48846,2025-11-18,8.775798541666667,41.4578,-70.1366,53807,0,9.70284,-0.9270413097127275
48846,2025-11-19,8.5348540625,41.4578,-70.1366,53807,24,9.394039,-0.8591850915527353
48852,2025-11-17,8.818853979166667,43.880500000000005,-68.4282,47283,0,7.707964,1.1108900356852214
48852,2025-11-18,8.701941083333333,43.880500000000005,-68.4282,47283,0,7.707964,0.9939771398518875
48852,2025-11-19,8.501142647058824,43.8805,-68.4282,47283,24,7.6930733,0.8080693743537459
48855,2025-11-17,8.092854216666668,42.8593,-70.6522,70769,0,9.405083,-1.312228485970051
48855,2025-11-18,7.796104170833334,42.8593,-70.6522,70769,0,9.405083,-1.608978531803385
48855,2025-11-19,7.772683919047619,42.85929999999999,-70.6522,70769,24,9.316414,-1.5437299603469121
48858,2025-11-17,8.763263958333335,43.9804,-68.2242,46511,0,7.9260745,0.8371894534810398
48858,2025-11-18,8.561647208333333,43.9804,-68.2242,46511,0,7.9260745,0.6355727034810386
48858,2025-11-19,8.541811027777777,43.9804,-68.22420000000001,46511,24,7.8145514,0.7272596743231876
48861,2025-11-17,10.67,41.8684,-70.5114,102492,0,10.881539,-0.21153934478759773
48861,2025-11-18,10.326071428571428,41.8684,-70.5114,102492,0,10.881539,-0.5554679162161698
48862,2025-11-17,10.623323625,42.20525,-70.23285,66184,0,10.723919,-0.1005952897949225
48862,2025-11-18,10.564543708333334,42.20525,-70.23285,66184,0,10.723919,-0.1593752064615881
48862,2025-11-19,10.480181075,42.20524999999999,-70.23285000000001,66184,24,10.614009,-0.13382782850341712
48865,2025-11-19,11.951625,41.316897499999996,-71.5867,55043,24,12.716132,-0.7645071640014649
48866,2025-11-19,11.927,41.315563,-71.6038,53958,24,12.3938055,-0.46680550384521524
48867,2025-11-19,11.798615,41.314476,-71.6022,53958,24,12.3938055,-0.595190503845215
48868,2025-11-17,9.614913229166667,44.4606,-67.05395,49607,0,8.788036,0.8268768827311206
48868,2025-11-18,9.466225770833333,44.4606,-67.05395,49607,0,8.788036,0.678189424397786
48868,2025-11-19,9.474119071428571,44.4606,-67.05395,49607,24,8.843606,0.6305130762503488
48869,2025-11-17,9.927506979166667,42.6081,-70.3745,60306,0,8.714322,1.2131848890177412
48869,2025-11-18,9.994381895833333,42.6081,-70.3745,60306,0,8.714322,1.2800598056844077
48869,2025-11-19,9.9790833125,42.6081,-70.3745,60306,24,8.829978,1.149105323303223
48870,2025-11-17,9.594263958333334,44.044900000000005,-68.2256,48044,0,8.422462,1.171801494954428
48870,2025-11-18,9.259847229166667,44.044900000000005,-68.2256,48044,0,8.422462,0.8373847657877604
48870,2025-11-19,9.033650857142856,44.0449,-68.2256,48044,24,8.243915,0.7897362529558443
48873,2025-11-17,10.504833291666666,42.3207,-70.4584,74106,0,10.761011,-0.256177831990561
48873,2025-11-18,10.280066041666666,42.3207,-70.4584,74106,0,10.761011,-0.4809450819905603
48873,2025-11-19,10.203793684210527,42.3207,-70.4584,74106,24,10.666726,-0.4629324281551952
48876,2025-11-17,10.8372346875,42.0828,-70.3336,77485,0,10.907048,-0.06981353790283151
48876,2025-11-18,10.631464645833333,42.0828,-70.3336,77485,0,10.907048,-0.2755835795694992
48876,2025-11-19,10.4769283125,42.0828,-70.3336,77485,24,10.594437,-0.11750833300781238
48878,2025-11-17,10.376825104166667,41.7771,-70.4893,111090,0,9.812757,0.5640685657755533
48878,2025-11-18,9.912202645833332,41.7771,-70.4893,111090,0,9.812757,0.09944610744221904
48878,2025-11-19,9.814188466666668,41.777100000000004,-70.48929999999999,111090,24,9.861365,-0.04717685163167218
48884,2025-11-17,10.298804333333333,41.58065,-69.52635,38331,0,9.828586,0.4702187086385088
48884,2025-11-18,10.4603945,41.58065,-69.52635,38331,0,9.828586,0.6318088753051754
48884,2025-11-19,10.383981928571428,41.58065,-69.52635,38331,24,10.053072,0.3309099528634203
48885,2025-11-17,10.681350708333332,42.1173,-70.3099,74124,0,10.984786,-0.3034353252970394
48885,2025-11-18,10.603548541666667,42.1173,-70.3099,74124,0,10.984786,-0.38123749196370404
48885,2025-11-19,10.430336770833334,42.1173,-70.3099,74124,24,10.784612,-0.35427493113199837
48885,2025-11-20,10.2965625,42.1173,-70.30989999999998,74124,48,10.676241,-0.37967842102050753
48891,2025-11-17,10.079486104166667,42.459,-70.6294,79141,0,10.263763,-0.18427732356770754
48891,2025-11-18,10.082291770833335,42.459,-70.6294,79141,0,10.263763,-0.1814716569010404
48891,2025-11-19,10.1412015,42.459,-70.6294,79141,24,10.303494,-0.16229295343017647
48891,2025-11-20,10.11526467647059,42.459,-70.6294,79141,48,10.079647,0.0356176122616052
48893,2025-11-17,8.068125016666666,42.888200000000005,-70.6327,69174,0,9.408561,-1.3404357362019859
48893,2025-11-18,7.6416597374999995,42.888200000000005,-70.6327,69174,0,9.408561,-1.7669010153686528
48893,2025-11-19,7.662131941666666,42.888200000000005,-70.6327,69174,24,9.321729,-1.6595967646931973
48893,2025-11-20,7.848328447058823,42.8882,-70.6327,69174,48,9.329634,-1.4813052657097314
48894,2025-11-17,8.289256875,42.8999,-70.6305,67650,0,9.450869,-1.1616117315673833
48894,2025-11-18,7.818194466666667,42.8999,-70.6305,67650,0,9.450869,-1.6326741399007156
48894,2025-11-19,7.832347191666666,42.8999,-70.6305,67650,24,9.366403,-1.5340554343709316
48894,2025-11-20,8.156467931249999,42.8999,-70.6305,67650,48,9.35889,-1.2024216485229502
48896,2025-11-17,8.865277708333332,43.9263,-68.3055,46513,0,7.890427,0.9748505957539866
48896,2025-11-18,8.744038125,43.9263,-68.3055,46513,0,7.890427,0.8536110124206537
48896,2025-11-19,8.666649270833334,43.9263,-68.3055,46513,24,7.8430214,0.8236278780110684
48896,2025-11-20,8.698651852941177,43.9263,-68.3055,46513,48,7.8437533,0.8548985150810697
48898,2025-11-17,9.636555645833333,43.5744,-70.1082,67577,0,9.196025,0.44053075111897755
48898,2025-11-18,9.634541708333332,43.5744,-70.1082,67577,0,9.196025,0.43851681361897654
48898,2025-11-19,9.546951333333334,43.5744,-70.1082,67577,24,9.052796,0.4941549695027678
48898,2025-11-20,9.440740694444445,43.5744,-70.10819999999998,67577,48,8.981522,0.45921908799913247
48900,2025-11-17,10.705743145833333,42.1357,-70.3479,77482,0,11.07193,-0.366186785807292
48900,2025-11-18,10.590847208333335,42.1357,-70.3479,77482,0,11.07193,-0.4810827233072903
48900,2025-11-19,10.519999854166667,42.1357,-70.3479,77482,24,10.835299,-0.3152986840413412
48900,2025-11-20,10.47421205,42.13570000000001,-70.3479,77482,48,10.700944,-0.2267318968383787
