tow,date,avg_temp,latitude,longitude,NECOFS_spatial_index,NECOFS_temporal_index,forecast_temp,diff_temp
55316,2026-04-13,5.5834446,40.48062,-73.1756,33427,0,4.8476562,0.73578835
55317,2026-04-13,5.8114614,40.507168,-73.084,33426,0,4.754688,1.0567736138977049
55318,2026-04-13,5.46,40.517,-72.992,33425,0,4.650937,0.8090629196166992
55319,2026-04-13,5.7627144,40.514286,-72.9911,33425,0,4.650937,1.1117773196166993
55320,2026-04-13,5.513999999999999,40.5174285,-72.9642,32694,0,4.6678066,0.8461933746337884
55321,2026-04-13,5.5192857,40.510773,-72.9594,32694,0,4.6678066,0.8514790746337892
55322,2026-04-13,5.486417,40.516193,-72.9553,32694,0,4.6678066,0.8186103746337894
55323,2026-04-13,5.672,40.51886,-72.9541,32694,0,4.6678066,1.0041933746337888
55324,2026-04-13,5.4964547,40.519535,-72.948,32694,0,4.6678066,0.8286480746337892
55325,2026-04-13,5.5967145,40.517944,-72.9462,32694,0,4.6678066,0.9289078746337891
55326,2026-04-13,5.5327917499999995,40.5231925,-72.9416,33424,0,4.5695233,0.9632684154968256
55327,2026-04-13,5.5458,40.51872,-72.9407,32694,0,4.6678066,0.8779933746337889
55328,2026-04-13,5.5574584,40.5187385,-72.9477,32694,0,4.6678066,0.8896517746337889
55329,2026-04-13,5.542286,40.554256,-72.8981,33423,0,4.5209537,1.02133234475708
55330,2026-04-13,5.490077,40.6032,-72.8527,34158,0,4.492879,0.9971980861206058
55333,2026-04-13,3.6132291791666664,43.736250000000005,-68.51405,47211,0,5.308401,-1.6951719286214195
55333,2026-04-14,3.6393928285714288,43.73625,-68.51405,47211,24,5.4885635,-1.8491707090262275
55334,2026-04-13,3.089868070833333,44.2716,-68.1079,54386,0,3.412201,-0.32233285690104196
55334,2026-04-14,3.0749583166666667,44.2716,-68.1079,54386,24,3.3870516,-0.31209326566975903
55334,2026-04-15,3.3103669692307696,44.2716,-68.10789999999999,54386,48,3.5367913,-0.22642435538470895
55336,2026-04-14,3.6146667,42.00275,-70.5121,92558,24,3.7256222,-0.11095547712402354
55337,2026-04-14,3.6133332,42.0028,-70.51095,92558,24,3.7256222,-0.11228897712402341
55340,2026-04-14,3.608,42.00085,-70.51035,92558,24,3.7256222,-0.11762217712402334
55342,2026-04-14,3.607,42.007,-70.5082,90863,24,3.4244106,0.1825894184112551
55345,2026-04-14,3.631,42.00735,-70.5092,90863,24,3.4244106,0.20658941841125467
55347,2026-04-14,3.629,42.0088,-70.5033,90863,24,3.4244106,0.2045894184112549
55349,2026-04-13,3.19871875,44.2841,-67.8443,48814,0,4.1306405,-0.9319217567443849
55349,2026-04-14,3.202666666666667,44.2841,-67.8443,48814,24,4.880102,-1.6774354909261064
55349,2026-04-15,3.1843653846153845,44.2841,-67.84429999999999,48814,48,5.1083684,-1.9240030121436487
55352,2026-04-13,4.013715279166667,43.8748,-68.2369,45760,0,4.6354074,-0.6216921686482744
55352,2026-04-14,3.9665416666666666,43.8748,-68.2369,45760,24,4.995021,-1.0284791997273763
55352,2026-04-15,3.9856111333333337,43.8748,-68.2369,45760,48,5.026303,-1.0406916811503089
55352,2026-04-16,4.001692327272727,43.8748,-68.2369,45760,72,5.287457,-1.2857646620156027
55360,2026-04-13,5.336760925,41.7121645,-69.1245,39681,0,8.084319,-2.7475581896850585
55361,2026-04-13,5.41704152,41.5537346,-68.6333,36502,0,8.491377,-3.074335356831055
55362,2026-04-13,5.478567633333333,41.663148,-68.593,36499,0,8.23696,-2.758392777738444
55363,2026-04-13,3.9762291666666663,41.3081,-71.1094,57356,0,4.043733,-0.06750395329793335
55363,2026-04-14,4.216174312500001,41.3081,-71.1094,57356,24,3.6262193,0.5899550398864752
55363,2026-04-15,4.343697916666667,41.3081,-71.1094,57356,48,3.6986165,0.6450814119974773
55363,2026-04-16,4.5808645875,41.3081,-71.1094,57356,72,3.519736,1.0611285359405516
55364,2026-04-15,11.37393690909091,37.73129363636363,-74.22339999999998,16136,48,10.347909,1.026027935397062
55366,2026-04-13,4.7722360625,43.2217,-69.3304,47947,0,5.8758597,-1.10362367489624
55366,2026-04-14,4.814180575000001,43.2217,-69.3304,47947,24,5.8927503,-1.0785696882141105
55366,2026-04-15,4.776606482608695,43.22170000000001,-69.33040000000001,47947,48,5.9383383,-1.1617317971154257
55367,2026-04-13,3.9602395833333333,42.6038,-70.4963,64643,0,4.1209507,-0.1607111155192058
55367,2026-04-14,3.8758958333333333,42.6038,-70.4963,64643,24,4.1781693,-0.30227341715494793
55367,2026-04-15,3.889625,42.6038,-70.4963,64643,48,4.1845775,-0.29495246505737294
55367,2026-04-16,3.8975000000000004,42.60379999999999,-70.4963,64643,72,4.2030053,-0.3055053138732906
55368,2026-04-15,3.683,42.00245,-70.51185,92558,48,3.807194,-0.1241939945220949
55371,2026-04-15,3.6796668,42.00255,-70.51325,92558,48,3.807194,-0.1275271945220946
55372,2026-04-15,3.666,42.00225,-70.5121,92558,48,3.807194,-0.1411939945220948
55373,2026-04-15,3.669,42.002,-70.5106,92558,48,3.807194,-0.1381939945220947
55375,2026-04-15,3.668,42.00395,-70.5092,90863,48,3.6458862,0.02211381721496597
55376,2026-04-15,3.6753333,42.00695,-70.5081,90863,48,3.6458862,0.029447117214965957
55380,2026-04-15,3.726,41.99875,-70.51365,92558,48,3.807194,-0.08119399452209475
55382,2026-04-13,5.478567633333333,41.663148,-68.5929,36499,0,8.23696,-2.758392777738444
55383,2026-04-15,10.501072,37.73236154545455,-74.2623,16136,48,10.347909,0.15316302630615297
55383,2026-04-16,10.83,37.5787,-74.2623,14253,72,9.272387,1.5576134490966798
55386,2026-04-16,4.12,40.706963,-71.6078,34138,72,9.692694,-5.572693710327148
55387,2026-04-16,4.42936675,40.6480465,-71.4981,34136,72,9.577077,-5.14771016192627
55389,2026-04-16,5.2344598666666675,40.597182,-71.3565,34133,72,7.5174823,-2.2830224140645337
55391,2026-04-16,5.222356866666667,40.59302433333334,-71.3648,34133,72,7.5174823,-2.2951254140645343
55395,2026-04-13,4.180006975,43.8451,-68.2221,44988,0,6.7993174,-2.619310384924316
55395,2026-04-14,4.1742847,43.8451,-68.2221,44988,24,7.097654,-2.9233691658142087
55395,2026-04-15,4.158312487500001,43.8451,-68.2221,44988,48,7.0957375,-2.93742496977539
55395,2026-04-16,4.0628819125,43.8451,-68.2221,44988,72,7.2238784,-3.1609964711364746
55395,2026-04-17,4.005974983333334,43.8451,-68.22209999999998,44988,96,7.0518575,-3.0458824881327304
