"tow","date","avg_temp","latitude","longitude","f_temp","f_lat","f_lon","diff_temp_F","scalecolor"
55167,"2026-04-11",8.493333,40.4263,-68.1185,7.28211379407486,40.432,-68.08,-2.18019457066525,"#DAAB9CFF"
55182,"2026-04-11",5.108333,40.318333,-73.1899,5.7687579742559,40.327,-73.168,1.18876495366061,"#C7D2D7FF"
55211,"2026-04-11",7.862983,42.5919,-67.5369,6.65727385817985,42.57,-67.544,-2.17027645527627,"#DAAB9CFF"
55212,"2026-04-11",7.879667,42.5093,-67.48,6.53481013562625,42.519,-67.494,-2.42074235587275,"#D8A595FF"
55183,"2026-04-11",5.088,40.318554,-73.1691,5.7687579742559,40.327,-73.168,1.22536435366061,"#C7D2D7FF"
55184,"2026-04-11",5.2889233,40.330307,-73.1711,5.7687579742559,40.327,-73.168,0.863702413660604,"#D3D9DCFF"
55185,"2026-04-11",5.392833,40.343666,-73.1817,5.7687579742559,40.327,-73.168,0.676664953660605,"#D9DDDFFF"
55186,"2026-04-11",5.424,40.341938,-73.2287,5.84589847109976,40.376,-73.219,0.75941724797957,"#D5DADDFF"
55187,"2026-04-11",5.297,40.345818,-73.1005,5.85094410282257,40.366,-73.103,0.997099385080631,"#CFD6D9FF"
55188,"2026-04-11",5.008,40.317024,-73.0996,5.80579445334816,40.317,-73.052,1.43603001602668,"#C0CED3FF"
55189,"2026-04-11",4.906,40.31605,-73.218,5.66494853672834,40.288,-73.232,1.36610736611102,"#C0CED3FF"
55190,"2026-04-11",4.937333,40.315468,-73.2191,5.66494853672834,40.288,-73.232,1.30970796611102,"#C3CFD4FF"
55191,"2026-04-11",4.8721666,40.3162,-73.2231,5.66494853672834,40.288,-73.232,1.42700748611102,"#C0CED3FF"
55192,"2026-04-11",4.8914165,40.31851,-73.2212,5.66494853672834,40.288,-73.232,1.39235766611102,"#C0CED3FF"
55193,"2026-04-11",4.881583,40.31777,-73.1955,5.7687579742559,40.327,-73.168,1.59691495366061,"#B9CAD0FF"
55194,"2026-04-11",4.8588,40.30266,-73.1968,5.66494853672834,40.288,-73.232,1.45106736611102,"#BDCCD2FF"
55195,"2026-04-12",4.866667,40.30299,-73.2279,5.65868560827624,40.288,-73.232,1.42563349489724,"#C0CED3FF"
55196,"2026-04-12",4.865667,40.303444,-73.2309,5.65868560827624,40.288,-73.232,1.42743349489724,"#C0CED3FF"
55197,"2026-04-12",4.8368335,40.304115,-73.2052,5.65868560827624,40.288,-73.232,1.47933379489724,"#BDCCD2FF"
55198,"2026-04-12",4.836571,40.304527,-73.1617,5.77094177634904,40.327,-73.168,1.68186739742827,"#B5C8CEFF"
55199,"2026-04-12",4.8635,40.30268,-73.1633,5.77094177634904,40.327,-73.168,1.63339519742827,"#B9CAD0FF"
55200,"2026-04-12",4.852,40.3038,-73.1852,5.77094177634904,40.327,-73.168,1.65409519742827,"#B5C8CEFF"
55201,"2026-04-12",4.849125,40.3015,-73.1807,5.77094177634904,40.327,-73.168,1.65927019742827,"#B5C8CEFF"
55202,"2026-04-12",5.0113335,40.30195,-73.1829,5.77094177634904,40.327,-73.168,1.36729489742827,"#C0CED3FF"
55203,"2026-04-12",4.9688573,40.303288,-73.211,5.65868560827624,40.288,-73.232,1.24169095489724,"#C7D2D7FF"
55204,"2026-04-12",4.8405,40.304886,-73.1725,5.77094177634904,40.327,-73.168,1.67479519742827,"#B5C8CEFF"
55205,"2026-04-12",4.81175,40.3013,-73.175,5.77094177634904,40.327,-73.168,1.72654519742827,"#B5C8CEFF"
55206,"2026-04-12",4.9058332,40.302982,-73.1809,5.77094177634904,40.327,-73.168,1.55719543742827,"#B9CAD0FF"
55207,"2026-04-12",4.8313,40.30508,-73.1831,5.77094177634904,40.327,-73.168,1.69135519742827,"#B5C8CEFF"
55208,"2026-04-12",4.8095,40.29455,-73.1845,5.77094177634904,40.327,-73.168,1.73059519742827,"#B5C8CEFF"
