tow_id,segment_type,time (UTC),latitude (degrees_north),longitude (degrees_east),depth (m),temperature (degree_C),sensor_type,model,data_provider
55071,3,2026-04-06T00:00:00Z,44.2711,-68.1085,65.1305,3.053,LOWELL,TDO-1,eMOLT
55071,3,2026-04-06T01:00:00Z,44.2711,-68.1085,65.4725,3.0538332,LOWELL,TDO-1,eMOLT
55071,3,2026-04-06T02:00:00Z,44.2711,-68.1085,66.13683,3.0473332,LOWELL,TDO-1,eMOLT
55071,3,2026-04-06T03:00:00Z,44.2711,-68.1085,66.96367,3.0323334,LOWELL,TDO-1,eMOLT
55071,3,2026-04-06T04:00:00Z,44.2711,-68.1085,67.5935,2.9976666,LOWELL,TDO-1,eMOLT
55071,3,2026-04-06T05:00:00Z,44.2711,-68.1085,67.958336,2.9555,LOWELL,TDO-1,eMOLT
55071,3,2026-04-06T06:00:00Z,44.2711,-68.1085,67.98617,2.957,LOWELL,TDO-1,eMOLT
55071,3,2026-04-06T07:00:00Z,44.2711,-68.1085,67.62434,2.9543333,LOWELL,TDO-1,eMOLT
55071,3,2026-04-06T08:00:00Z,44.2711,-68.1085,66.99817,2.9253333,LOWELL,TDO-1,eMOLT
55071,3,2026-04-06T09:00:00Z,44.2711,-68.1085,66.19383,2.9193332,LOWELL,TDO-1,eMOLT
55071,3,2026-04-06T10:00:00Z,44.2711,-68.1085,65.517,2.9601667,LOWELL,TDO-1,eMOLT
55071,3,2026-04-06T11:00:00Z,44.2711,-68.1085,65.027664,2.9525,LOWELL,TDO-1,eMOLT
55071,3,2026-04-06T12:00:00Z,44.2711,-68.1085,64.7985,2.9321666,LOWELL,TDO-1,eMOLT
55071,3,2026-04-06T13:00:00Z,44.2711,-68.1085,64.98583,2.9445,LOWELL,TDO-1,eMOLT
55071,3,2026-04-06T14:00:00Z,44.2711,-68.1085,65.5085,2.9368334,LOWELL,TDO-1,eMOLT
55071,3,2026-04-06T15:00:00Z,44.2711,-68.1085,66.209335,2.915,LOWELL,TDO-1,eMOLT
55071,3,2026-04-06T16:00:00Z,44.2711,-68.1085,66.8705,2.9023333,LOWELL,TDO-1,eMOLT
55071,3,2026-04-06T17:00:00Z,44.2711,-68.1085,67.35633,2.8915,LOWELL,TDO-1,eMOLT
55071,3,2026-04-06T18:00:00Z,44.2711,-68.1085,67.7015,2.8968334,LOWELL,TDO-1,eMOLT
55071,3,2026-04-06T19:00:00Z,44.2711,-68.1085,67.46267,2.9001667,LOWELL,TDO-1,eMOLT
55071,3,2026-04-06T20:00:00Z,44.2711,-68.1085,67.005165,2.8671668,LOWELL,TDO-1,eMOLT
55071,3,2026-04-06T21:00:00Z,44.2711,-68.1085,66.394165,2.8488333,LOWELL,TDO-1,eMOLT
55071,3,2026-04-06T22:00:00Z,44.2711,-68.1085,65.854836,2.8343334,LOWELL,TDO-1,eMOLT
55071,3,2026-04-06T23:00:00Z,44.2711,-68.1085,65.37683,2.8313334,LOWELL,TDO-1,eMOLT
55071,3,2026-04-07T00:00:00Z,44.2711,-68.1085,65.207664,2.8301666,LOWELL,TDO-1,eMOLT
55071,3,2026-04-07T01:00:00Z,44.2711,-68.1085,65.3185,2.8405,LOWELL,TDO-1,eMOLT
55071,3,2026-04-07T02:00:00Z,44.2711,-68.1085,65.78817,2.8755,LOWELL,TDO-1,eMOLT
55071,3,2026-04-07T03:00:00Z,44.2711,-68.1085,66.44867,2.892,LOWELL,TDO-1,eMOLT
55071,3,2026-04-07T04:00:00Z,44.2711,-68.1085,67.137665,2.9006667,LOWELL,TDO-1,eMOLT
55071,3,2026-04-07T05:00:00Z,44.2711,-68.1085,67.65517,2.8986666,LOWELL,TDO-1,eMOLT
55071,3,2026-04-07T06:00:00Z,44.2711,-68.1085,68.00166,2.889,LOWELL,TDO-1,eMOLT
55071,3,2026-04-07T07:00:00Z,44.2711,-68.1085,67.813835,2.88,LOWELL,TDO-1,eMOLT
55071,3,2026-04-07T08:00:00Z,44.2711,-68.1085,67.4065,2.8726666,LOWELL,TDO-1,eMOLT
55071,3,2026-04-07T09:00:00Z,44.2711,-68.1085,66.742165,2.8771667,LOWELL,TDO-1,eMOLT
55071,3,2026-04-07T10:00:00Z,44.2711,-68.1085,66.05117,2.881,LOWELL,TDO-1,eMOLT
55071,3,2026-04-07T11:00:00Z,44.2711,-68.1085,65.34303,2.8914118,LOWELL,TDO-1,eMOLT
55083,3,2026-04-06T00:00:00Z,44.047,-68.2258,95.25,3.1955,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-06T01:00:00Z,44.047,-68.2258,95.65,3.1746666,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-06T02:00:00Z,44.047,-68.2258,96.34167,3.1775832,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-06T03:00:00Z,44.047,-68.2258,97.058334,3.1911666,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-06T04:00:00Z,44.047,-68.2258,97.691666,3.2034166,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-06T05:00:00Z,44.047,-68.2258,97.98333,3.2053332,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-06T06:00:00Z,44.047,-68.2258,97.98333,3.209,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-06T07:00:00Z,44.047,-68.2258,97.625,3.1989167,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-06T08:00:00Z,44.047,-68.2258,96.975,3.1921666,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-06T09:00:00Z,44.047,-68.2258,96.2,3.2095833,ZEBRAT,TD-20,eMOLT
55072,3,2026-04-06T10:00:00Z,40.22716,-73.2798,39.223076,4.8341537,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-06T10:00:00Z,44.047,-68.2258,95.541664,3.2078333,ZEBRAT,TD-20,eMOLT
55072,3,2026-04-06T11:00:00Z,40.21284,-73.2798,38.76,4.81,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-06T11:00:00Z,44.047,-68.2258,95.13333,3.1946666,ZEBRAT,TD-20,eMOLT
55073,3,2026-04-06T12:00:00Z,40.232933,-73.2732,39.658333,4.855417,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-06T12:00:00Z,44.047,-68.2258,95.0,3.185,ZEBRAT,TD-20,eMOLT
55073,3,2026-04-06T13:00:00Z,40.212585,-73.2732,39.157143,4.836,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-06T13:00:00Z,44.047,-68.2258,95.175,3.18825,ZEBRAT,TD-20,eMOLT
55074,3,2026-04-06T14:00:00Z,40.1632,-73.2703,40.708332,5.03,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-06T14:00:00Z,44.047,-68.2258,95.683334,3.2131667,ZEBRAT,TD-20,eMOLT
55074,3,2026-04-06T15:00:00Z,40.160267,-73.2703,40.466667,5.2013335,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-06T15:00:00Z,44.047,-68.2258,96.34167,3.245,ZEBRAT,TD-20,eMOLT
55075,3,2026-04-06T16:00:00Z,40.16231,-73.2716,40.877777,5.1394444,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-06T16:00:00Z,44.047,-68.2258,96.98333,3.2265832,ZEBRAT,TD-20,eMOLT
55076,3,2026-04-06T17:00:00Z,40.16621,-73.2691,40.458332,5.0874166,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-06T17:00:00Z,44.047,-68.2258,97.416664,3.2365,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-06T18:00:00Z,44.047,-68.2258,97.575,3.237,ZEBRAT,TD-20,eMOLT
55077,3,2026-04-06T19:00:00Z,40.177467,-73.274,39.033333,4.9856668,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-06T19:00:00Z,44.047,-68.2258,97.433334,3.242,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-06T20:00:00Z,44.047,-68.2258,97.00833,3.2539167,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-06T21:00:00Z,44.047,-68.2258,96.425,3.2755,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-06T22:00:00Z,44.047,-68.2258,95.825,3.3041666,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-06T23:00:00Z,44.047,-68.2258,95.45,3.3030834,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-07T00:00:00Z,44.047,-68.2258,95.34167,3.284,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-07T01:00:00Z,44.047,-68.2258,95.51667,3.2688334,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-07T02:00:00Z,44.047,-68.2258,95.975,3.2835,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-07T03:00:00Z,44.047,-68.2258,96.63333,3.2984166,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-07T04:00:00Z,44.047,-68.2258,97.275,3.2774167,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-07T05:00:00Z,44.047,-68.2258,97.691666,3.2639167,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-07T06:00:00Z,44.047,-68.2258,97.89167,3.26,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-07T07:00:00Z,44.047,-68.2258,97.78333,3.2609167,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-07T08:00:00Z,44.047,-68.2258,97.36667,3.2676666,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-07T09:00:00Z,44.047,-68.2258,96.7,3.271,ZEBRAT,TD-20,eMOLT
55083,3,2026-04-07T10:00:00Z,44.047,-68.2258,96.12,3.2403,ZEBRAT,TD-20,eMOLT
55085,3,2026-04-06T00:00:00Z,43.8773,-68.2338,170.48483,4.2695,LOWELL,TDO-1,eMOLT
55086,3,2026-04-06T00:00:00Z,43.1766,-70.2902,115.00485,3.5575666,LOWELL,TDO-1,eMOLT
55089,3,2026-04-06T00:00:00Z,43.7911,-69.8802,24.1625,4.005,LOWELL,TDO-1,eMOLT
55085,3,2026-04-06T01:00:00Z,43.8773,-68.2338,170.85017,4.2655,LOWELL,TDO-1,eMOLT
55086,3,2026-04-06T01:00:00Z,43.1766,-70.2902,115.267365,3.5587332,LOWELL,TDO-1,eMOLT
55089,3,2026-04-06T01:00:00Z,43.7911,-69.8802,24.441833,3.7858334,LOWELL,TDO-1,eMOLT
55085,3,2026-04-06T02:00:00Z,43.8773,-68.2338,171.502,4.2196665,LOWELL,TDO-1,eMOLT
55086,3,2026-04-06T02:00:00Z,43.1766,-70.2902,115.74658,3.5693166,LOWELL,TDO-1,eMOLT
55089,3,2026-04-06T02:00:00Z,43.7911,-69.8802,24.937334,3.81,LOWELL,TDO-1,eMOLT
55085,3,2026-04-06T03:00:00Z,43.8773,-68.2338,172.21417,4.2036667,LOWELL,TDO-1,eMOLT
55086,3,2026-04-06T03:00:00Z,43.1766,-70.2902,116.38797,3.5802333,LOWELL,TDO-1,eMOLT
55089,3,2026-04-06T03:00:00Z,43.7911,-69.8802,25.623833,3.8553333,LOWELL,TDO-1,eMOLT
55085,3,2026-04-06T04:00:00Z,43.8773,-68.2338,172.80533,4.242833,LOWELL,TDO-1,eMOLT
55086,3,2026-04-06T04:00:00Z,43.1766,-70.2902,116.96854,3.6023667,LOWELL,TDO-1,eMOLT
55089,3,2026-04-06T04:00:00Z,43.7911,-69.8802,26.233334,3.8565,LOWELL,TDO-1,eMOLT
55085,3,2026-04-06T05:00:00Z,43.8773,-68.2338,173.13034,4.2385,LOWELL,TDO-1,eMOLT
55086,3,2026-04-06T05:00:00Z,43.1766,-70.2902,117.376686,3.6188834,LOWELL,TDO-1,eMOLT
55089,3,2026-04-06T05:00:00Z,43.7911,-69.8802,26.634333,3.789,LOWELL,TDO-1,eMOLT
55085,3,2026-04-06T06:00:00Z,43.8773,-68.2338,173.14017,4.1996665,LOWELL,TDO-1,eMOLT
55086,3,2026-04-06T06:00:00Z,43.1766,-70.2902,117.49337,3.62395,LOWELL,TDO-1,eMOLT
55089,3,2026-04-06T06:00:00Z,43.7911,-69.8802,26.754333,3.773,LOWELL,TDO-1,eMOLT
55085,3,2026-04-06T07:00:00Z,43.8773,-68.2338,172.79134,4.2388334,LOWELL,TDO-1,eMOLT
55086,3,2026-04-06T07:00:00Z,43.1766,-70.2902,117.318634,3.6233833,LOWELL,TDO-1,eMOLT
55089,3,2026-04-06T07:00:00Z,43.7911,-69.8802,26.557167,3.8603334,LOWELL,TDO-1,eMOLT
55085,3,2026-04-06T08:00:00Z,43.8773,-68.2338,172.19717,4.282,LOWELL,TDO-1,eMOLT
55086,3,2026-04-06T08:00:00Z,43.1766,-70.2902,116.8676,3.6422834,LOWELL,TDO-1,eMOLT
55089,3,2026-04-06T08:00:00Z,43.7911,-69.8802,26.085333,3.9833333,LOWELL,TDO-1,eMOLT
55085,3,2026-04-06T09:00:00Z,43.8773,-68.2338,171.463,4.2591667,LOWELL,TDO-1,eMOLT
55086,3,2026-04-06T09:00:00Z,43.1766,-70.2902,116.2297,3.6491833,LOWELL,TDO-1,eMOLT
55089,3,2026-04-06T09:00:00Z,43.7911,-69.8802,25.39,4.184,LOWELL,TDO-1,eMOLT
55085,3,2026-04-06T10:00:00Z,43.8773,-68.2338,170.8205,4.2556667,LOWELL,TDO-1,eMOLT
55086,3,2026-04-06T10:00:00Z,43.1766,-70.2902,115.57208,3.6374,LOWELL,TDO-1,eMOLT
55089,3,2026-04-06T10:00:00Z,43.7911,-69.8802,24.721167,4.2865,LOWELL,TDO-1,eMOLT
55085,3,2026-04-06T11:00:00Z,43.8773,-68.2338,170.4035,4.2081666,LOWELL,TDO-1,eMOLT
55086,3,2026-04-06T11:00:00Z,43.1766,-70.2902,115.05105,3.6274834,LOWELL,TDO-1,eMOLT
55089,3,2026-04-06T11:00:00Z,43.7911,-69.8802,24.171333,4.3671665,LOWELL,TDO-1,eMOLT
55085,3,2026-04-06T12:00:00Z,43.8773,-68.2338,170.2465,4.1926665,LOWELL,TDO-1,eMOLT
55086,3,2026-04-06T12:00:00Z,43.1766,-70.2902,114.8088,3.62335,LOWELL,TDO-1,eMOLT
55089,3,2026-04-06T12:00:00Z,43.7911,-69.8802,23.964666,4.1445,LOWELL,TDO-1,eMOLT
55085,3,2026-04-06T13:00:00Z,43.8773,-68.2338,170.42816,4.184,LOWELL,TDO-1,eMOLT
55086,3,2026-04-06T13:00:00Z,43.1766,-70.2902,114.86353,3.6272666,LOWELL,TDO-1,eMOLT
55089,3,2026-04-06T13:00:00Z,43.7911,-69.8802,24.036333,3.8235,LOWELL,TDO-1,eMOLT
55085,3,2026-04-06T14:00:00Z,43.8773,-68.2338,170.9225,4.1633334,LOWELL,TDO-1,eMOLT
55086,3,2026-04-06T14:00:00Z,43.1766,-70.2902,115.20535,3.6283,LOWELL,TDO-1,eMOLT
55089,3,2026-04-06T14:00:00Z,43.7911,-69.8802,24.391666,3.7918334,LOWELL,TDO-1,eMOLT
55085,3,2026-04-06T15:00:00Z,43.8773,-68.2338,171.52817,4.1665,LOWELL,TDO-1,eMOLT
55086,3,2026-04-06T15:00:00Z,43.1766,-70.2902,115.7258,3.6858,LOWELL,TDO-1,eMOLT
55089,3,2026-04-06T15:00:00Z,43.7911,-69.8802,24.954,3.8143334,LOWELL,TDO-1,eMOLT
55085,3,2026-04-06T16:00:00Z,43.8773,-68.2338,172.091,4.174,LOWELL,TDO-1,eMOLT
55086,3,2026-04-06T16:00:00Z,43.1766,-70.2902,116.27595,3.70405,LOWELL,TDO-1,eMOLT
55089,3,2026-04-06T16:00:00Z,43.7911,-69.8802,25.531,3.8056667,LOWELL,TDO-1,eMOLT
55085,3,2026-04-06T17:00:00Z,43.8773,-68.2338,172.39967,4.2361665,LOWELL,TDO-1,eMOLT
55086,3,2026-04-06T17:00:00Z,43.1766,-70.2902,116.77088,3.6998832,LOWELL,TDO-1,eMOLT
55089,3,2026-04-06T17:00:00Z,43.7911,-69.8802,26.0065,3.7981668,LOWELL,TDO-1,eMOLT
55085,3,2026-04-06T18:00:00Z,43.8773,-68.2338,172.57233,4.2636666,LOWELL,TDO-1,eMOLT
