tow,date,avg_temp,latitude,longitude,Doppio_spatial_index,Doppio_temporal_index,forecast_temp,diff_temp
49871,2025-12-01,7.741492991666668,40.9649,-66.48119999999999,10578,69131,4.175156715673927,3.5663362759927413
49873,2025-12-01,9.521569375,42.2281,-70.3762,20958,69131,9.836285505268657,-0.31471613026865697
49873,2025-12-02,9.413738,42.22809999999999,-70.3762,20958,69131,9.836285505268657,-0.4225475052686569
49875,2025-12-01,8.526486066666665,42.72220000000001,-70.4062,22656,69131,7.452607031320874,1.073879035345791
49875,2025-12-02,8.147935681818181,42.722199999999994,-70.4062,22656,69131,7.452607031320874,0.6953286504973066
49876,2025-12-01,8.996263833333334,42.6216,-70.4019,22413,69131,8.166962701382518,0.8293011319508157
49876,2025-12-02,9.103590681818183,42.6216,-70.40189999999998,22413,69131,8.166962701382518,0.9366279804356648
49880,2025-12-01,9.044527791666667,42.608,-70.3746,22172,69131,8.160216802827087,0.8843109888395801
49880,2025-12-02,9.082756384615386,42.608,-70.3746,22172,69131,8.160216802827087,0.9225395817882998
49881,2025-12-01,7.6195014500000005,41.4813,-70.1646,18291,69131,19.068951646080823,-11.449450196080821
49881,2025-12-02,7.42639566923077,41.48129999999999,-70.16459999999998,18291,69131,19.068951646080823,-11.642555976850053
49886,2025-12-01,9.005333,44.7394,-67.07825,23432,69131,11.9662954180896,-2.9609624180896006
49888,2025-12-01,9.011919500000001,44.7394,-67.07755,23432,69131,11.9662954180896,-2.9543759180895997
49892,2025-12-01,9.032829,44.7225,-67.10045,23432,69131,11.9662954180896,-2.9334664180896013
49895,2025-12-01,9.029265,44.72175,-67.10045,23432,69131,11.9662954180896,-2.9370304180896003
49896,2025-12-01,9.042518,44.7257,-67.0946,23432,69131,11.9662954180896,-2.9237774180896015
49897,2025-12-01,7.847256879166667,43.1115,-70.3692,23870,69131,8.342251571020615,-0.4949946918539476
49897,2025-12-02,7.784839285714284,43.11149999999999,-70.36919999999999,23870,69131,8.342251571020615,-0.5574122853063308
49898,2025-12-01,8.21647925,43.7038,-69.881,24849,69131,13.01936183203535,-4.80288258203535
49898,2025-12-02,7.916297628571428,43.7038,-69.88099999999999,24849,69131,13.01936183203535,-5.103064203463923
49900,2025-12-01,8.612277729166665,44.2699,-68.1083,23660,69131,10.882282541690383,-2.2700048125237178
49900,2025-12-02,8.46271871875,44.2699,-68.1083,23660,69131,10.882282541690383,-2.4195638229403826
49901,2025-12-01,8.617204833333332,43.9272,-68.305,22929,69131,7.8917313973813545,0.7254734359519777
49901,2025-12-02,8.5013608125,43.9272,-68.305,22929,69131,7.8917313973813545,0.6096294151186452
49903,2025-12-01,7.8969027333333335,42.9398,-70.4202,23384,69131,6.7632533382645486,1.133649395068785
49903,2025-12-02,7.907870117647059,42.9398,-70.4202,23384,69131,6.7632533382645486,1.1446167793825106
49904,2025-12-01,9.2359250625,42.7023,-70.4844,22655,69131,8.044730885128097,1.1911941773719033
49904,2025-12-02,9.120762833333334,42.70230000000001,-70.4844,22655,69131,8.044730885128097,1.0760319482052374
49905,2025-12-01,8.829541666666666,44.0195,-68.1163,22932,69131,8.694512038106618,0.13502962856004785
49905,2025-12-02,8.802616600000002,44.0195,-68.11629999999998,22932,69131,8.694512038106618,0.10810456189338424
49925,2025-12-01,10.519917,40.714066,-72.52,20197,69131,20.758199426829155,-10.238282426829155
49926,2025-12-01,10.264308,40.71110349999999,-72.5206,20197,69131,20.758199426829155,-10.493891426829155
49927,2025-12-01,10.2395,40.711245,-72.5642,20197,69131,20.758199426829155,-10.518699426829155
49928,2025-12-01,10.155249999999999,40.710412500000004,-72.5762,20196,69131,20.581764489276615,-10.426514489276617
49929,2025-12-01,10.5162695,40.688975,-72.5474,20196,69131,20.581764489276615,-10.065494989276615
49930,2025-12-01,10.4495,40.6900375,-72.5463,20196,69131,20.581764489276615,-10.132264489276615
49931,2025-12-01,10.196542,40.7074465,-72.5558,20197,69131,20.758199426829155,-10.561657426829154
49932,2025-12-01,10.097143,40.71257,-72.5705,20196,69131,20.581764489276615,-10.484621489276615
49933,2025-12-01,10.348083500000001,40.699783,-72.5366,20197,69131,20.758199426829155,-10.410115926829153
49934,2025-12-01,10.3807085,40.7033785,-72.5359,20197,69131,20.758199426829155,-10.377490926829154
49936,2025-12-01,9.521569375,42.2281,-70.3762,20958,69131,9.836285505268657,-0.31471613026865697
49936,2025-12-02,9.413738,42.22809999999999,-70.3762,20958,69131,9.836285505268657,-0.4225475052686569
49937,2025-12-01,9.070868083333332,44.5853,-67.1853,23188,69131,11.40886280479708,-2.3379947214637475
49937,2025-12-02,9.010371272727271,44.585300000000004,-67.1853,23188,69131,11.40886280479708,-2.3984915320698086
49939,2025-12-01,9.00095,44.7394,-67.07795,23432,69131,11.9662954180896,-2.9653454180896013
49940,2025-12-01,8.999768,44.7394,-67.0777,23432,69131,11.9662954180896,-2.9665274180896013
49941,2025-12-01,9.042518,44.72565,-67.0947,23432,69131,11.9662954180896,-2.9237774180896015
49942,2025-12-02,8.94884,44.7351,-67.08285,23432,69131,11.9662954180896,-3.0174554180896003
49944,2025-12-01,9.036753395833335,43.6257,-69.9167,24606,69131,10.085108897106576,-1.0483555012732406
49944,2025-12-02,8.91149659375,43.6257,-69.9167,24606,69131,10.085108897106576,-1.1736123033565757
49945,2025-12-01,7.892621483333333,43.55100000000001,-69.6454,23881,69131,7.367056850002005,0.525564633331328
49945,2025-12-02,7.9574416900000005,43.551,-69.6454,23881,69131,7.367056850002005,0.5903848399979958
49946,2025-12-01,7.8969027333333335,42.9398,-70.4203,23384,69131,6.7632533382645486,1.133649395068785
49946,2025-12-02,7.907870117647059,42.9398,-70.4203,23384,69131,6.7632533382645486,1.1446167793825106
49951,2025-12-02,11.535924999999999,41.005027999999996,-71.3985,19000,69131,15.47651746233571,-3.9405924623357116
49953,2025-12-02,11.358549499999999,40.991725,-71.4762,19242,69131,15.73044531507714,-4.371895815077142
49954,2025-12-02,11.754705,41.031178,-71.4766,19242,69131,15.73044531507714,-3.9757403150771413
49956,2025-12-02,11.6232,41.028725,-71.4691,19242,69131,15.73044531507714,-4.10724531507714
49957,2025-12-02,11.276533,40.976746,-71.4629,19000,69131,15.47651746233571,-4.19998446233571
49959,2025-12-02,11.675765,41.02179,-71.4182,19242,69131,15.73044531507714,-4.054680315077141
49960,2025-12-02,11.729155,41.06822,-71.3765,19243,69131,15.445517541651382,-3.7163625416513817
49962,2025-12-01,8.501563916666667,43.9806,-68.2244,22931,69131,8.183285020515145,0.31827889615152216
49962,2025-12-02,8.6051055625,43.9806,-68.2244,22931,69131,8.183285020515145,0.4218205419848555
49962,2025-12-03,8.70260630952381,43.980599999999995,-68.22440000000002,22931,69131,8.183285020515145,0.5193212890086656
49964,2025-12-03,8.76529,44.7394,-67.078,23432,69131,11.9662954180896,-3.2010054180896006
49967,2025-12-01,9.41211875,41.58415,-69.52455,17572,69131,9.440243511669326,-0.02812476166932676
49967,2025-12-02,9.218553307692307,41.58415000000001,-69.52454999999999,17572,69131,9.440243511669326,-0.221690203977019
49968,2025-12-01,7.967819375,42.8621,-70.6274,23382,69131,6.981237069036705,0.986582305963295
49968,2025-12-02,8.037305625,42.8621,-70.6274,23382,69131,6.981237069036705,1.0560685559632947
49968,2025-12-03,8.0964722,42.8621,-70.6274,23382,69131,6.981237069036705,1.1152351309632937
49968,2025-12-04,8.065883541666667,42.8621,-70.62739999999998,23382,69131,6.981237069036705,1.0846464726299612
49978,2025-12-02,7.8193888833333345,42.9398,-70.4201,23384,69131,6.7632533382645486,1.056135545068786
49978,2025-12-03,8.113812429166666,42.9398,-70.4201,23384,69131,6.7632533382645486,1.3505590909021175
