tow,date,avg_temp,latitude,longitude,NECOFS_spatial_index,NECOFS_temporal_index,forecast_temp,diff_temp
49871,2025-12-01,7.741492991666668,40.9649,-66.48119999999999,6673,0,10.718288,-2.9767954299641914
49873,2025-12-01,9.521569375,42.2281,-70.3762,74115,0,10.012351,-0.490781661071777
49873,2025-12-02,9.413738,42.22809999999999,-70.3762,74115,24,10.016806,-0.6030676488037106
49875,2025-12-01,8.526486066666665,42.72220000000001,-70.4062,60301,0,8.9854,-0.4589141332234714
49875,2025-12-02,8.147935681818181,42.722199999999994,-70.4062,60301,24,8.942623,-0.7946874566095534
49876,2025-12-01,8.996263833333334,42.6216,-70.4019,60305,0,8.447444,0.5488198712361658
49876,2025-12-02,9.103590681818183,42.6216,-70.40189999999998,60305,24,8.305922,0.7976691272527532
49880,2025-12-01,9.044527791666667,42.608,-70.3746,60306,0,8.327239,0.7172887551066083
49880,2025-12-02,9.082756384615386,42.608,-70.3746,60306,24,8.252171,0.8305858218712459
49881,2025-12-01,7.6195014500000005,41.4813,-70.1646,56031,0,8.402549,-0.7830473399780269
49881,2025-12-02,7.42639566923077,41.48129999999999,-70.16459999999998,56031,24,8.36253,-0.9361340854079021
49886,2025-12-01,9.005333,44.7394,-67.07825,74393,0,9.542647,-0.5373143617553708
49888,2025-12-01,9.011919500000001,44.7394,-67.07755,74393,0,9.542647,-0.5307278617553699
49892,2025-12-01,9.032829,44.7225,-67.10045,74398,0,9.358801,-0.3259718880615239
49895,2025-12-01,9.029265,44.72175,-67.10045,74398,0,9.358801,-0.3295358880615229
49896,2025-12-01,9.042518,44.7257,-67.0946,74397,0,9.3699465,-0.3274284797973639
49897,2025-12-01,7.847256879166667,43.1115,-70.3692,57644,0,8.145727,-0.2984702784261062
49897,2025-12-02,7.784839285714284,43.11149999999999,-70.36919999999999,57644,24,8.152103,-0.36726413835798155
49898,2025-12-01,8.21647925,43.7038,-69.881,73949,0,8.511325,-0.29484563250732343
49898,2025-12-02,7.916297628571428,43.7038,-69.88099999999999,73949,24,8.472607,-0.5563090303641189
49900,2025-12-01,8.612277729166665,44.2699,-68.1083,54386,0,8.22067,0.39160798276773967
49900,2025-12-02,8.46271871875,44.2699,-68.1083,54386,24,8.184231,0.2784879143066412
49901,2025-12-01,8.617204833333332,43.9272,-68.305,46513,0,7.994206,0.6229988816426584
49901,2025-12-02,8.5013608125,43.9272,-68.305,46513,24,7.92384,0.5775207665710447
49903,2025-12-01,7.8969027333333335,42.9398,-70.4202,58937,0,8.60207,-0.7051671214029946
49903,2025-12-02,7.907870117647059,42.9398,-70.4202,58937,24,8.519692,-0.6118223033124135
49904,2025-12-01,9.2359250625,42.7023,-70.4844,63153,0,9.13086,0.10506473382568338
49904,2025-12-02,9.120762833333334,42.70230000000001,-70.4844,63153,24,9.0722275,0.04853535530599018
49905,2025-12-01,8.829541666666666,44.0195,-68.1163,46509,0,8.459297,0.3702444864908845
49905,2025-12-02,8.802616600000002,44.0195,-68.11629999999998,46509,24,8.465502,0.3371148147216818
49925,2025-12-01,10.519917,40.714066,-72.52,35627,0,13.416754,-2.896836768920899
49926,2025-12-01,10.264308,40.71110349999999,-72.5206,35627,0,13.416754,-3.1524457689208987
49927,2025-12-01,10.2395,40.711245,-72.5642,35628,0,13.378437,-3.1389370422363285
49928,2025-12-01,10.155249999999999,40.710412500000004,-72.5762,35628,0,13.378437,-3.2231870422363293
49929,2025-12-01,10.5162695,40.688975,-72.5474,34886,0,13.504056,-2.987786476867676
49930,2025-12-01,10.4495,40.6900375,-72.5463,34886,0,13.504056,-3.0545559768676753
49931,2025-12-01,10.196542,40.7074465,-72.5558,35628,0,13.378437,-3.1818950422363272
49932,2025-12-01,10.097143,40.71257,-72.5705,35628,0,13.378437,-3.2812940422363273
49933,2025-12-01,10.348083500000001,40.699783,-72.5366,35627,0,13.416754,-3.068670268920897
