"tow","date","avg_temp","latitude","longitude","f_temp","f_lat","f_lon","diff_temp_F","scalecolor"
52117,"2026-02-16",2.001,44.0463,-68.2255,3.44006355439394,44.042,-68.255,2.5903143979091,"#92B7C3FF"
52118,"2026-02-14",4.8315835,43.1452,-70.2724,5.96558112064393,43.14,-70.233,2.04119571715908,"#AAC2CBFF"
52301,"2026-02-14",11.157572,38.79427,-73.0033,7.71672269461267,38.793,-73.043,-6.1935287496972,"#AF3124FF"
52253,"2026-02-14",3.1019819,42.131268,-70.2651,2.25634030235562,42.113,-70.248,-1.52215487575989,"#E0C0B6FF"
52302,"2026-02-14",9.839609,38.900696,-72.9544,9.18028142003846,38.921,-72.966,-1.18678964393077,"#E3C9C1FF"
52254,"2026-02-14",3.0164218,42.149174,-70.277,3.05862163494037,42.163,-70.299,0.0759597028926677,"#EEEAEAFF"
52255,"2026-02-14",3.2443755,42.158707,-70.2141,2.96109831320016,42.151,-70.181,-0.509898936239715,"#EBDEDBFF"
52256,"2026-02-14",3.1281724,42.134663,-70.2141,2.96109831320016,42.151,-70.181,-0.300733356239711,"#EDE4E2FF"
52257,"2026-02-14",2.7123427,42.13752,-70.2753,2.25634030235562,42.113,-70.248,-0.820804315759887,"#E7D5CFFF"
52258,"2026-02-14",2.605481,42.146023,-70.2616,3.05862163494037,42.163,-70.299,0.815653142892671,"#D5DADDFF"
52303,"2026-02-14",7.37545,39.010784,-72.8283,8.20661394379537,39,-72.839,1.49609509883167,"#BDCCD2FF"
52259,"2026-02-14",2.6117072,42.145515,-70.2616,2.25634030235562,42.113,-70.248,-0.639660415759884,"#E9DBD7FF"
52260,"2026-02-14",3.0333736,42.138203,-70.2719,2.25634030235562,42.113,-70.248,-1.39865993575989,"#E1C3B9FF"
52261,"2026-02-14",2.9438615,42.137306,-70.2752,2.25634030235562,42.113,-70.248,-1.23753815575989,"#E3C9C1FF"
52262,"2026-02-14",3.3279386,42.13803,-70.2752,3.05862163494037,42.163,-70.299,-0.48477053710733,"#EBDEDBFF"
52264,"2026-02-14",3.542365,42.131687,-70.2612,2.25634030235562,42.113,-70.248,-2.31484445575989,"#D9A998FF"
52304,"2026-02-14",11.178587,39.197277,-72.7576,9.28814773910656,39.216,-72.749,-3.40279066960819,"#CF8970FF"
52265,"2026-02-14",3.4747922,42.14698,-70.2709,3.05862163494037,42.163,-70.299,-0.749107017107328,"#E8D8D3FF"
52266,"2026-02-14",3.7414663,42.146343,-70.271,3.05862163494037,42.163,-70.299,-1.22912039710733,"#E3C9C1FF"
52267,"2026-02-14",3.7702036,42.135452,-70.2468,2.25634030235562,42.113,-70.248,-2.72495393575988,"#D69D8AFF"
52305,"2026-02-14",11.530733,39.19013,-72.7496,9.28814773910656,39.216,-72.749,-4.03665346960819,"#CA775CFF"
52271,"2026-02-14",3.7818,42.13937,-70.204,2.96109831320016,42.151,-70.181,-1.47726303623971,"#E0C0B6FF"
52272,"2026-02-14",3.2276611,42.127285,-70.204,2.96109831320016,42.151,-70.181,-0.47981301623971,"#EBDEDBFF"
