tow,date,avg_temp,latitude,longitude,NECOFS_spatial_index,NECOFS_temporal_index,forecast_temp,diff_temp
52106,2026-02-16,4.563718305000001,43.1776,-70.289,56428,0,5.6969147,-1.1331963678515615
52109,2026-02-16,3.736685742857143,43.48559999999999,-69.90249999999999,56412,0,5.24377,-1.5070843796709332
52110,2026-02-16,3.736685742857143,43.48569999999999,-69.90239999999999,56412,0,5.24377,-1.5070843796709332
52117,2026-02-16,2.2700079238095237,44.046299999999995,-68.2255,48044,0,3.7266257,-1.4566177571139383
52118,2026-02-16,4.834148872222222,43.14520000000001,-70.2724,55268,0,6.245915,-1.4117660638434515
52311,2026-02-16,2.4385414,44.7387,-67.08765,74395,0,4.319386,-1.8808446054016112
52313,2026-02-17,2.5391388,44.7392,-67.0881,74395,0,4.319386,-1.7802472054016114
52315,2026-02-16,5.0065452,43.10659999999999,-70.2516,55269,0,6.399354,-1.3928087810180667
52315,2026-02-17,5.021499275,43.1066,-70.2516,55269,0,6.399354,-1.3778547060180664
52316,2026-02-16,4.6022014166666665,42.92679999999999,-70.2451,55273,0,5.6655984,-1.0633969758199058
52316,2026-02-17,4.254475037500001,42.9268,-70.2451,55273,0,5.6655984,-1.4111233549865716
52694,2026-02-16,2.4385414,44.7387,-67.0876,74395,0,4.319386,-1.8808446054016112
52698,2026-02-16,6.6404409875,40.95035,-66.46455,6066,0,8.601656,-1.961214972583008
52698,2026-02-17,7.115561093333333,40.95034999999999,-66.46455000000002,6066,0,8.601656,-1.4860948667496752
52699,2026-02-16,8.602143916666668,41.09024999999999,-66.39935000000001,7286,0,8.405904,0.19624010044352325
52814,2026-02-16,1.7362708208333337,42.9144,-70.7093,77416,0,4.0655293,-2.3292585256327305
52814,2026-02-17,2.1959374958333338,42.9144,-70.7093,77416,0,4.0655293,-1.8695918506327307
52814,2026-02-18,2.2988138923076926,42.9144,-70.7093,77416,24,4.1033525,-1.804538654384202
52818,2026-02-17,2.5571647,44.7395,-67.0886,74395,0,4.319386,-1.7622213054016114
52820,2026-02-17,2.5729616,44.7386,-67.08805,74395,0,4.319386,-1.7464244054016111
52823,2026-02-16,4.825194391666667,42.96110000000001,-70.1718,53150,0,5.9656053,-1.1404108672749835
52823,2026-02-17,4.765256925,42.96110000000001,-70.1718,53150,0,5.9656053,-1.2003483339416503
52823,2026-02-18,4.729705911764705,42.9611,-70.1718,53150,24,5.938874,-1.2091678560880785
52824,2026-02-17,2.5729616,44.7386,-67.08805,74395,0,4.319386,-1.7464244054016111
52825,2026-02-17,-0.613250015,44.7382,-67.0879,74395,0,4.319386,-4.9326360204016115
52825,2026-02-18,0.5353532399999998,44.7382,-67.0879,74395,24,4.40364,-3.868286553395996
52827,2026-02-18,2.6520555,44.73275,-67.09505,74396,24,4.3681655,-1.7161099930114747
52829,2026-02-18,2.6127656,44.7344,-67.09595,74396,24,4.3681655,-1.7553998930114747
52831,2026-02-18,2.623168,44.7341,-67.09665,74396,24,4.3681655,-1.7449974930114744
52876,2026-02-18,2.6130834,44.7324,-67.0949,74396,24,4.3681655,-1.7550820930114748
52881,2026-02-18,2.611547,44.73455,-67.09665,74396,24,4.3681655,-1.7566184930114748
52884,2026-02-17,4.8721657,40.2252235,-71.3604,27051,0,8.075267,-3.2031011380737304
52885,2026-02-17,6.574648,40.175877,-71.3459,26286,0,7.7848644,-1.2102164256591799
52887,2026-02-17,5.0715985,40.118412,-71.4166,25541,0,7.7169757,-2.645377188934326
52888,2026-02-17,13.075668333333333,39.939287666666665,-71.409,22630,0,10.430007,2.6456613524373367
52889,2026-02-17,12.9540365,39.9413375,-71.377,22629,0,10.047977,2.906059052490235
52889,2026-02-18,12.799432000000001,39.989248333333336,-71.377,23366,24,9.970889,2.828542908508302
52890,2026-02-18,12.815808,39.947564,-71.38,22629,24,9.830049,2.985759438903809
52891,2026-02-18,12.85007175,39.9576035,-71.4141,22630,24,10.040716,2.8093555787353512
52892,2026-02-18,12.870891625,39.95586925,-71.3997,22629,24,9.830049,3.040843063903809
52895,2026-02-18,13.108660500000001,39.94152925,-71.4138,22630,24,10.040716,3.0679443287353525
52896,2026-02-19,13.0860415,39.9398165,-71.4153,22630,48,9.917649,3.1683922308959964
52897,2026-02-18,2.6130834,44.7328,-67.09615,74396,24,4.3681655,-1.7550820930114748
52899,2026-02-18,2.611547,44.7346,-67.09665,74396,24,4.3681655,-1.7566184930114748
52917,2026-02-16,2.95525,42.55065,-70.6471,77450,0,3.6889114,-0.7336614379882813
52920,2026-02-16,2.9733126,42.5498,-70.64525,77450,0,3.6889114,-0.7155988379882814
52921,2026-02-16,2.9512222,42.55045,-70.6458,77450,0,3.6889114,-0.7376892379882811
52922,2026-02-16,2.962,42.55,-70.6455,77450,0,3.6889114,-0.7269114379882811
52925,2026-02-16,2.9265556,42.54985,-70.64505,77450,0,3.6889114,-0.7623558379882813
52926,2026-02-16,2.9155,42.54895,-70.64535,77450,0,3.6889114,-0.773411437988281
52930,2026-02-17,2.9024546,42.5504,-70.64385,77450,0,3.6889114,-0.7864568379882813
52931,2026-02-17,2.889,42.5488,-70.64385,77450,0,3.6889114,-0.7999114379882815
52932,2026-02-17,2.8873,42.5484,-70.64455,77450,0,3.6889114,-0.801611437988281
52933,2026-02-17,2.8805,42.54945,-70.64565,77450,0,3.6889114,-0.8084114379882812
52934,2026-02-17,2.888,42.54995,-70.6454,77450,0,3.6889114,-0.8009114379882813
52935,2026-02-17,2.883,42.54955,-70.64375,77450,0,3.6889114,-0.8059114379882812
52937,2026-02-16,-0.33191666625,41.634,-70.922,135767,0,-0.40960202,0.07768534996055604
52937,2026-02-17,-0.13450694411666667,41.634,-70.922,135767,0,-0.40960202,0.2750950720938894
52937,2026-02-18,-0.13172222295833333,41.634,-70.922,135767,24,-0.3183802,0.18665798386501567
52937,2026-02-19,-0.12340789413157892,41.634,-70.922,135767,48,-0.2770415,0.15363360071476506
52939,2026-02-19,2.8206527,42.55574,-70.63,75766,48,3.346014,-0.5253613228271483
52940,2026-02-19,3.0374203,42.53394,-70.6267,75767,48,3.5708518,-0.5334315028259278
52942,2026-02-18,12.728811,39.962997,-71.3958,22629,24,9.830049,2.898762438903809
52943,2026-02-18,13.406713000000002,39.931067000000006,-71.5653,24088,24,10.835542,2.5711712748413103
52944,2026-02-18,12.980125333333334,39.94539833333334,-71.5889,24088,24,10.835542,2.144583608174642
52945,2026-02-16,5.498347154166666,43.88649999999999,-68.051,44220,0,5.6924143,-0.19406712958577543
52945,2026-02-17,4.9667916,43.88649999999999,-68.051,44220,0,5.6924143,-0.7256226837524418
52945,2026-02-18,4.2531597125,43.88649999999999,-68.051,44220,24,5.5279274,-1.274767686181641
52945,2026-02-19,4.145659716666667,43.88649999999999,-68.051,44220,48,5.3146305,-1.168970791756185
52945,2026-02-20,4.7312031625,43.8865,-68.051,44220,72,5.4338994,-0.7026962401184083
