ISO 8601 Time,Dissolved Oxygen (mg/l),Dissolved Oxygen (%),DO Temperature (C),Water Detect (%)
2025-09-01T13:33:28.000Z,9.78,95.95,14.48,99.00
2025-09-01T13:48:28.000Z,10.03,96.19,13.45,99.00
2025-09-01T14:03:28.000Z,10.04,95.96,13.28,99.00
2025-09-01T14:18:28.000Z,10.08,96.48,13.33,99.00
2025-09-01T14:33:28.000Z,10.09,96.64,13.38,99.00
2025-09-01T14:48:28.000Z,10.07,96.52,13.41,99.00
2025-09-01T15:03:28.000Z,10.06,96.44,13.44,99.00
2025-09-01T15:18:28.000Z,10.04,96.07,13.37,99.00
2025-09-01T15:33:28.000Z,10.02,95.91,13.36,99.00
2025-09-01T15:48:28.000Z,10.03,96.03,13.35,99.00
2025-09-01T16:03:28.000Z,10.00,95.65,13.33,99.00
2025-09-01T16:18:28.000Z,9.98,95.47,13.33,99.00
2025-09-01T16:33:28.000Z,9.94,95.12,13.33,99.00
2025-09-01T16:48:28.000Z,9.89,94.79,13.40,99.00
2025-09-01T17:03:28.000Z,9.93,95.00,13.33,99.00
2025-09-01T17:18:28.000Z,9.84,94.15,13.32,99.00
2025-09-01T17:33:28.000Z,9.93,95.02,13.35,99.00
2025-09-01T17:48:28.000Z,10.00,96.17,13.59,99.00
2025-09-01T18:03:28.000Z,9.95,95.88,13.64,99.00
2025-09-01T18:18:28.000Z,9.89,95.34,13.66,99.00
2025-09-01T18:33:28.000Z,9.82,94.30,13.48,99.00
2025-09-01T18:48:28.000Z,9.88,94.95,13.54,99.00
2025-09-01T19:03:28.000Z,9.81,94.16,13.46,99.00
2025-09-01T19:18:28.000Z,9.80,93.99,13.44,99.00
2025-09-01T19:33:28.000Z,9.89,95.06,13.53,99.00
2025-09-01T19:48:28.000Z,9.81,94.22,13.50,99.00
2025-09-01T20:03:28.000Z,9.81,94.24,13.51,99.00
2025-09-01T20:18:28.000Z,9.69,92.99,13.47,99.00
2025-09-01T20:33:28.000Z,9.38,89.98,13.48,99.00
2025-09-01T20:48:28.000Z,9.89,95.01,13.53,99.00
2025-09-01T21:03:28.000Z,9.94,95.71,13.64,99.00
2025-09-01T21:18:28.000Z,9.91,95.63,13.70,99.00
2025-09-01T21:33:28.000Z,9.62,92.48,13.55,99.00
2025-09-01T21:48:28.000Z,9.82,94.51,13.59,99.00
2025-09-01T22:03:28.000Z,9.90,95.50,13.71,99.00
2025-09-01T22:18:28.000Z,9.95,95.95,13.71,99.00
2025-09-01T22:33:28.000Z,9.94,95.97,13.75,99.00
2025-09-01T22:48:28.000Z,9.75,93.97,13.69,99.00
2025-09-01T23:03:28.000Z,9.85,94.93,13.65,99.00
2025-09-01T23:18:28.000Z,9.84,94.78,13.64,99.00
2025-09-01T23:33:28.000Z,9.95,95.83,13.65,99.00
2025-09-01T23:48:28.000Z,9.96,95.95,13.64,99.00
