ISO 8601 Time,Dissolved Oxygen (mg/l),Dissolved Oxygen (%),DO Temperature (C),Water Detect (%)
2025-09-02T14:28:52.000Z,11.55,107.48,12.11,89.00
2025-09-02T14:43:52.000Z,10.03,104.11,17.11,76.00
2025-09-02T14:58:52.000Z,9.61,88.10,11.44,99.00
2025-09-02T15:13:52.000Z,9.63,88.02,11.34,99.00
2025-09-02T15:28:52.000Z,9.62,87.87,11.27,99.00
2025-09-02T15:43:52.000Z,9.56,87.10,11.17,99.00
2025-09-02T15:58:52.000Z,9.58,87.27,11.16,99.00
2025-09-02T16:13:52.000Z,9.60,87.18,11.05,99.00
2025-09-02T16:28:52.000Z,9.58,86.90,10.98,99.00
2025-09-02T16:43:52.000Z,9.56,86.69,10.96,99.00
2025-09-02T16:58:52.000Z,9.58,86.85,10.97,99.00
2025-09-02T17:13:52.000Z,9.59,86.94,10.98,99.00
2025-09-02T17:28:52.000Z,9.58,86.90,11.00,99.00
2025-09-02T17:43:52.000Z,9.54,86.60,11.00,99.00
2025-09-02T17:58:52.000Z,9.51,86.32,11.00,99.00
2025-09-02T18:13:52.000Z,9.53,86.45,11.00,99.00
2025-09-02T18:28:52.000Z,9.49,86.05,10.96,99.00
2025-09-02T18:43:52.000Z,9.53,86.32,10.94,99.00
2025-09-02T18:58:52.000Z,9.49,86.01,10.96,99.00
2025-09-02T19:13:52.000Z,9.51,86.18,10.96,99.00
2025-09-02T19:28:52.000Z,9.50,86.09,10.97,99.00
2025-09-02T19:43:52.000Z,9.49,86.05,10.97,99.00
2025-09-02T19:58:52.000Z,9.50,86.14,10.96,99.00
2025-09-02T20:13:52.000Z,9.45,85.65,10.95,99.00
2025-09-02T20:28:52.000Z,9.47,85.80,10.95,99.00
2025-09-02T20:43:52.000Z,9.45,85.73,10.99,99.00
2025-09-02T20:58:52.000Z,9.40,85.26,10.99,99.00
2025-09-02T21:13:52.000Z,9.48,86.07,11.01,99.00
2025-09-02T21:28:52.000Z,9.41,85.37,10.99,99.00
2025-09-02T21:43:52.000Z,9.46,85.88,11.00,99.00
2025-09-02T21:58:52.000Z,9.48,86.02,11.02,99.00
2025-09-02T22:13:52.000Z,9.54,86.66,11.04,99.00
2025-09-02T22:28:52.000Z,9.54,86.71,11.05,99.00
2025-09-02T22:43:52.000Z,9.58,87.12,11.10,99.00
2025-09-02T22:58:52.000Z,9.59,87.28,11.14,99.00
2025-09-02T23:13:52.000Z,9.59,87.45,11.20,99.00
2025-09-02T23:28:52.000Z,9.57,87.24,11.22,99.00
2025-09-02T23:43:52.000Z,9.56,87.19,11.21,99.00
2025-09-02T23:58:52.000Z,9.54,86.90,11.18,99.00
2025-09-03T00:13:52.000Z,9.55,86.97,11.15,99.00
2025-09-03T00:28:52.000Z,9.56,87.02,11.13,99.00
2025-09-03T00:43:52.000Z,9.60,87.37,11.13,99.00
2025-09-03T00:58:52.000Z,9.59,87.23,11.11,99.00
2025-09-03T01:13:52.000Z,9.62,87.46,11.06,99.00
2025-09-03T01:28:52.000Z,9.62,87.43,11.08,99.00
2025-09-03T01:43:52.000Z,9.61,87.36,11.09,99.00
2025-09-03T01:58:52.000Z,9.60,87.41,11.15,99.00
2025-09-03T02:13:52.000Z,9.61,87.55,11.18,99.00
2025-09-03T02:28:52.000Z,9.62,87.78,11.25,99.00
2025-09-03T02:43:52.000Z,9.65,88.24,11.34,99.00
2025-09-03T02:58:52.000Z,9.61,87.80,11.29,99.00
2025-09-03T03:13:52.000Z,9.62,87.74,11.22,99.00
2025-09-03T03:28:52.000Z,9.63,87.77,11.18,99.00
2025-09-03T03:43:52.000Z,9.62,87.65,11.18,99.00
2025-09-03T03:58:52.000Z,9.61,87.42,11.11,99.00
2025-09-03T04:13:52.000Z,9.62,87.52,11.10,99.00
2025-09-03T04:28:52.000Z,9.62,87.47,11.10,99.00
2025-09-03T04:43:52.000Z,9.60,87.32,11.11,99.00
2025-09-03T04:58:52.000Z,9.59,87.24,11.10,99.00
2025-09-03T05:13:52.000Z,9.61,87.36,11.10,99.00
2025-09-03T05:28:52.000Z,9.61,87.40,11.11,99.00
2025-09-03T05:43:52.000Z,9.59,87.21,11.11,99.00
2025-09-03T05:58:52.000Z,9.60,87.33,11.11,99.00
2025-09-03T06:13:52.000Z,9.57,87.04,11.11,99.00
2025-09-03T06:28:52.000Z,9.58,87.14,11.11,99.00
2025-09-03T06:43:52.000Z,9.59,87.10,11.05,99.00
2025-09-03T06:58:52.000Z,9.58,86.99,11.04,99.00
2025-09-03T07:13:52.000Z,9.59,87.03,11.02,99.00
2025-09-03T07:28:52.000Z,9.54,86.65,11.03,99.00
2025-09-03T07:43:52.000Z,9.59,87.14,11.05,99.00
2025-09-03T07:58:52.000Z,9.61,87.29,11.03,99.00
2025-09-03T08:13:52.000Z,9.59,87.07,11.03,99.00
2025-09-03T08:28:52.000Z,9.59,87.13,11.04,99.00
2025-09-03T08:43:52.000Z,9.54,86.66,11.06,99.00
2025-09-03T08:58:52.000Z,9.57,86.92,11.05,99.00
2025-09-03T09:13:52.000Z,9.55,86.70,11.04,99.00
2025-09-03T09:28:52.000Z,9.57,86.91,11.04,99.00
2025-09-03T09:43:52.000Z,9.54,86.60,11.03,99.00
2025-09-03T09:58:52.000Z,9.54,86.60,11.04,99.00
2025-09-03T10:13:52.000Z,9.52,86.48,11.05,99.00
2025-09-03T10:28:52.000Z,9.55,86.82,11.06,99.00
2025-09-03T10:43:52.000Z,9.57,86.94,11.06,99.00
2025-09-03T10:58:52.000Z,9.57,86.94,11.07,99.00
2025-09-03T11:13:52.000Z,9.57,87.04,11.09,99.00
2025-09-03T11:28:52.000Z,9.56,86.96,11.13,99.00
2025-09-03T11:43:52.000Z,9.54,86.81,11.12,99.00
2025-09-03T11:58:52.000Z,9.55,86.89,11.12,99.00
2025-09-03T12:13:52.000Z,9.57,87.18,11.17,99.00
2025-09-03T12:28:52.000Z,9.54,86.91,11.18,99.00
2025-09-03T12:43:52.000Z,9.51,86.39,11.04,99.00
2025-09-03T12:58:52.000Z,9.53,86.45,10.99,99.00
2025-09-03T13:13:52.000Z,9.50,86.16,10.97,99.00
2025-09-03T13:28:52.000Z,9.55,86.59,10.96,99.00
2025-09-03T13:43:52.000Z,9.56,86.77,11.00,99.00
2025-09-03T13:58:52.000Z,9.53,86.51,11.00,99.00
2025-09-03T14:13:52.000Z,9.54,86.58,11.03,99.00
2025-09-03T14:28:52.000Z,9.55,86.78,11.07,99.00
2025-09-03T14:43:52.000Z,9.57,87.05,11.10,99.00
2025-09-03T14:58:52.000Z,9.59,87.32,11.14,99.00
2025-09-03T15:13:52.000Z,9.59,87.35,11.18,99.00
