ISO 8601 Time,Dissolved Oxygen (mg/l),Dissolved Oxygen (%),DO Temperature (C),Water Detect (%)
2025-09-09T09:22:32.000Z,10.76,100.51,12.26,77.00
2025-09-09T09:37:32.000Z,10.82,101.43,12.43,74.00
2025-09-09T09:52:32.000Z,9.49,88.15,12.02,99.00
2025-09-09T10:07:32.000Z,9.50,88.24,12.02,99.00
2025-09-09T10:22:32.000Z,9.50,88.22,12.02,99.00
2025-09-09T10:37:32.000Z,9.45,87.76,12.03,99.00
2025-09-09T10:52:32.000Z,9.46,87.83,12.02,99.00
2025-09-09T11:07:32.000Z,9.49,88.25,12.06,99.00
2025-09-09T11:22:32.000Z,9.53,88.61,12.07,99.00
2025-09-09T11:37:32.000Z,9.51,88.32,12.02,99.00
2025-09-09T11:52:32.000Z,9.49,87.91,11.91,99.00
2025-09-09T12:07:32.000Z,9.48,87.67,11.83,99.00
2025-09-09T12:22:32.000Z,9.50,87.72,11.77,99.00
2025-09-09T12:37:32.000Z,9.50,87.72,11.76,99.00
2025-09-09T12:52:32.000Z,9.51,87.91,11.81,99.00
2025-09-09T13:07:32.000Z,9.51,87.94,11.84,99.00
2025-09-09T13:22:32.000Z,9.53,88.33,11.92,99.00
2025-09-09T13:37:32.000Z,9.51,88.26,11.97,99.00
2025-09-09T13:52:32.000Z,9.53,88.43,11.96,99.00
2025-09-09T14:07:32.000Z,9.55,88.61,11.96,99.00
2025-09-09T14:22:32.000Z,9.55,88.57,11.96,99.00
2025-09-09T14:37:32.000Z,9.56,88.61,11.92,99.00
2025-09-09T14:52:32.000Z,9.56,88.41,11.83,99.00
2025-09-09T15:07:32.000Z,9.55,88.38,11.85,99.00
2025-09-09T15:22:32.000Z,9.57,88.61,11.87,99.00
2025-09-09T15:37:32.000Z,9.54,88.38,11.92,99.00
2025-09-09T15:52:32.000Z,9.52,88.07,11.84,99.00
2025-09-09T16:07:32.000Z,9.52,88.07,11.84,99.00
2025-09-09T16:22:32.000Z,9.51,87.86,11.80,99.00
2025-09-09T16:37:32.000Z,9.50,87.81,11.81,99.00
2025-09-09T16:52:32.000Z,9.51,87.89,11.79,99.00
