ISO 8601 Time,Dissolved Oxygen (mg/l),Dissolved Oxygen (%),DO Temperature (C),Water Detect (%)
2025-08-22T14:39:36.000Z,11.01,106.72,13.94,99.00
2025-08-22T14:54:36.000Z,11.20,107.15,13.34,99.00
2025-08-22T15:09:36.000Z,11.20,107.16,13.33,99.00
2025-08-22T15:24:36.000Z,11.16,106.73,13.33,99.00
2025-08-22T15:39:36.000Z,11.13,106.56,13.35,99.00
2025-08-22T15:54:36.000Z,11.10,106.19,13.34,99.00
2025-08-22T16:09:36.000Z,11.16,106.95,13.39,99.00
2025-08-22T16:24:36.000Z,11.20,107.46,13.45,99.00
2025-08-22T16:39:36.000Z,11.31,108.92,13.65,99.00
2025-08-22T16:54:36.000Z,11.17,107.73,13.71,99.00
2025-08-22T17:09:36.000Z,11.19,108.08,13.78,99.00
2025-08-22T17:24:36.000Z,11.11,106.75,13.53,99.00
2025-08-22T17:39:36.000Z,11.24,108.03,13.55,99.00
2025-08-22T17:54:36.000Z,11.31,108.86,13.63,99.00
2025-08-22T18:09:36.000Z,11.30,108.77,13.62,99.00
2025-08-22T18:24:36.000Z,11.25,108.02,13.49,99.00
2025-08-22T18:39:36.000Z,11.32,108.99,13.61,99.00
2025-08-22T18:54:36.000Z,11.25,108.05,13.50,99.00
2025-08-22T19:09:36.000Z,11.24,107.92,13.49,99.00
2025-08-22T19:24:36.000Z,11.26,108.11,13.52,99.00
2025-08-22T19:39:36.000Z,11.24,108.00,13.55,99.00
2025-08-22T19:54:36.000Z,11.21,107.74,13.56,99.00
2025-08-22T20:09:36.000Z,11.16,107.37,13.59,99.00
2025-08-22T20:24:36.000Z,11.14,107.51,13.71,99.00
2025-08-22T20:39:36.000Z,11.08,106.97,13.73,99.00
2025-08-22T20:54:36.000Z,10.99,106.03,13.72,99.00
2025-08-22T21:09:36.000Z,11.03,106.45,13.73,99.00
2025-08-22T21:24:36.000Z,11.00,106.26,13.76,99.00
2025-08-22T21:39:36.000Z,11.23,108.52,13.78,99.00
2025-08-22T21:54:36.000Z,11.13,107.46,13.77,99.00
2025-08-22T22:09:36.000Z,11.05,106.69,13.76,99.00
2025-08-22T22:24:36.000Z,11.09,107.11,13.76,99.00
2025-08-22T22:39:36.000Z,11.09,107.13,13.76,99.00
2025-08-22T22:54:36.000Z,11.12,107.38,13.77,99.00
2025-08-22T23:09:36.000Z,11.12,107.35,13.76,99.00
2025-08-22T23:24:36.000Z,11.08,107.01,13.76,99.00
2025-08-22T23:39:36.000Z,11.00,106.19,13.74,99.00
2025-08-22T23:54:36.000Z,11.06,106.73,13.73,99.00
2025-08-23T00:09:36.000Z,10.93,105.56,13.75,99.00
2025-08-23T00:24:36.000Z,11.17,108.06,13.85,99.00
2025-08-23T00:39:36.000Z,11.13,107.71,13.84,99.00
2025-08-23T00:54:36.000Z,11.16,107.92,13.82,99.00
2025-08-23T01:09:36.000Z,11.17,107.86,13.77,99.00
2025-08-23T01:24:36.000Z,11.19,107.95,13.70,99.00
2025-08-23T01:39:36.000Z,11.21,107.91,13.63,99.00
2025-08-23T01:54:36.000Z,11.25,107.98,13.48,99.00
2025-08-23T02:09:36.000Z,11.24,107.75,13.43,99.00
2025-08-23T02:24:36.000Z,11.23,107.59,13.40,99.00
2025-08-23T02:39:36.000Z,11.22,107.44,13.38,99.00
2025-08-23T02:54:36.000Z,11.19,107.12,13.38,99.00
2025-08-23T03:09:36.000Z,11.15,106.70,13.36,99.00
2025-08-23T03:24:36.000Z,11.14,106.66,13.35,99.00
2025-08-23T03:39:36.000Z,11.15,106.68,13.35,99.00
2025-08-23T03:54:36.000Z,11.08,105.99,13.32,99.00
2025-08-23T04:09:36.000Z,11.18,107.06,13.37,99.00
2025-08-23T04:24:36.000Z,11.20,107.29,13.40,99.00
2025-08-23T04:39:36.000Z,11.18,107.21,13.42,99.00
2025-08-23T04:54:36.000Z,11.14,106.87,13.45,99.00
2025-08-23T05:09:36.000Z,11.13,106.83,13.50,99.00
2025-08-23T05:24:36.000Z,11.07,106.33,13.53,99.00
2025-08-23T05:39:36.000Z,11.08,106.50,13.53,99.00
2025-08-23T05:54:36.000Z,11.17,107.42,13.58,99.00
2025-08-23T06:09:36.000Z,11.22,108.15,13.67,99.00
2025-08-23T06:24:36.000Z,11.45,110.94,13.92,99.00
2025-08-23T06:39:36.000Z,11.24,108.59,13.78,99.00
2025-08-23T06:54:36.000Z,11.20,107.76,13.59,99.00
2025-08-23T07:09:36.000Z,11.19,107.62,13.58,99.00
2025-08-23T07:24:36.000Z,11.25,108.28,13.62,99.00
2025-08-23T07:39:36.000Z,11.15,107.00,13.48,99.00
2025-08-23T07:54:36.000Z,11.12,106.72,13.48,99.00
2025-08-23T08:09:36.000Z,11.19,107.47,13.50,99.00
2025-08-23T08:24:36.000Z,11.15,107.18,13.53,99.00
2025-08-23T08:39:36.000Z,11.12,106.82,13.53,99.00
2025-08-23T08:54:36.000Z,11.11,106.85,13.57,99.00
2025-08-23T09:09:36.000Z,11.13,107.09,13.59,99.00
2025-08-23T09:24:36.000Z,11.17,107.26,13.52,99.00
2025-08-23T09:39:36.000Z,11.22,108.03,13.63,99.00
2025-08-23T09:54:36.000Z,11.16,107.87,13.82,99.00
2025-08-23T10:09:36.000Z,11.15,108.01,13.90,99.00
2025-08-23T10:24:36.000Z,11.17,108.33,13.96,99.00
2025-08-23T10:39:36.000Z,11.15,108.09,13.93,99.00
2025-08-23T10:54:36.000Z,11.22,108.77,13.95,99.00
2025-08-23T11:09:36.000Z,11.16,107.99,13.87,99.00
2025-08-23T11:24:36.000Z,11.18,108.23,13.88,99.00
2025-08-23T11:39:36.000Z,11.22,108.76,13.94,99.00
2025-08-23T11:54:36.000Z,11.23,108.94,13.98,99.00
2025-08-23T12:09:36.000Z,11.21,108.92,14.03,99.00
2025-08-23T12:24:36.000Z,11.21,108.87,14.03,99.00
2025-08-23T12:39:36.000Z,11.20,108.62,13.97,99.00
2025-08-23T12:54:36.000Z,11.20,108.54,13.93,99.00
2025-08-23T13:09:36.000Z,11.20,108.41,13.88,99.00
2025-08-23T13:24:36.000Z,11.19,108.28,13.84,99.00
2025-08-23T13:39:36.000Z,11.22,108.31,13.75,99.00
2025-08-23T13:54:36.000Z,11.17,107.78,13.70,99.00
2025-08-23T14:09:36.000Z,11.17,107.38,13.55,99.00
2025-08-23T14:24:36.000Z,11.15,106.98,13.48,99.00
2025-08-23T14:39:36.000Z,11.14,106.84,13.45,99.00
2025-08-23T14:54:36.000Z,11.18,107.27,13.48,99.00
2025-08-23T15:09:36.000Z,11.16,107.05,13.47,99.00
2025-08-23T15:24:36.000Z,11.15,106.93,13.45,99.00
2025-08-23T15:39:36.000Z,11.14,106.77,13.43,99.00
2025-08-23T15:54:36.000Z,11.10,106.44,13.43,99.00
2025-08-23T16:09:36.000Z,11.09,106.32,13.43,99.00
2025-08-23T16:24:36.000Z,11.07,106.17,13.43,99.00
2025-08-23T16:39:36.000Z,11.10,106.45,13.46,99.00
2025-08-23T16:54:36.000Z,11.08,106.29,13.46,99.00
2025-08-23T17:09:36.000Z,11.03,105.81,13.46,99.00
2025-08-23T17:24:36.000Z,11.06,106.16,13.48,99.00
2025-08-23T17:39:36.000Z,11.11,106.80,13.53,99.00
2025-08-23T17:54:36.000Z,11.27,109.06,13.85,99.00
2025-08-23T18:09:36.000Z,11.15,108.08,13.94,99.00
2025-08-23T18:24:36.000Z,11.09,106.93,13.67,99.00
2025-08-23T18:39:36.000Z,11.17,107.69,13.69,99.00
2025-08-23T18:54:36.000Z,11.18,107.72,13.67,99.00
2025-08-23T19:09:36.000Z,11.17,107.23,13.48,99.00
2025-08-23T19:24:36.000Z,11.17,107.30,13.53,99.00
2025-08-23T19:39:36.000Z,11.12,106.59,13.43,99.00
2025-08-23T19:54:36.000Z,11.10,106.40,13.44,99.00
2025-08-23T20:09:36.000Z,11.09,106.41,13.46,99.00
2025-08-23T20:24:36.000Z,11.08,106.27,13.45,99.00
2025-08-23T20:39:36.000Z,11.12,106.68,13.48,99.00
2025-08-23T20:54:36.000Z,11.07,106.31,13.49,99.00
2025-08-23T21:09:36.000Z,11.05,106.25,13.57,99.00
2025-08-23T21:24:36.000Z,11.04,106.28,13.61,99.00
2025-08-23T21:39:36.000Z,11.07,106.58,13.62,99.00
2025-08-23T21:54:36.000Z,11.22,108.40,13.79,99.00
2025-08-23T22:09:36.000Z,11.06,107.07,13.86,99.00
2025-08-23T22:24:36.000Z,11.13,107.59,13.80,99.00
2025-08-23T22:39:36.000Z,11.30,109.66,13.97,99.00
2025-08-23T22:54:36.000Z,11.15,108.14,13.94,99.00
2025-08-23T23:09:36.000Z,11.13,107.83,13.89,99.00
2025-08-23T23:24:36.000Z,11.11,107.62,13.91,99.00
2025-08-23T23:39:36.000Z,11.11,107.70,13.93,99.00
2025-08-23T23:54:36.000Z,11.12,107.84,13.93,99.00
2025-08-24T00:09:36.000Z,11.18,108.48,13.97,99.00
2025-08-24T00:24:36.000Z,11.19,108.77,14.04,99.00
2025-08-24T00:39:36.000Z,11.21,108.93,14.06,99.00
2025-08-24T00:54:36.000Z,11.27,109.59,14.08,99.00
2025-08-24T01:09:36.000Z,11.27,109.59,14.05,99.00
2025-08-24T01:24:36.000Z,11.24,109.23,14.03,99.00
2025-08-24T01:39:36.000Z,11.25,109.26,14.03,99.00
2025-08-24T01:54:36.000Z,11.22,108.88,13.99,99.00
2025-08-24T02:09:36.000Z,11.23,109.01,13.98,99.00
2025-08-24T02:24:36.000Z,11.34,110.13,14.02,99.00
2025-08-24T02:39:36.000Z,11.30,109.67,13.97,99.00
2025-08-24T02:54:36.000Z,11.37,110.28,13.94,99.00
2025-08-24T03:09:36.000Z,11.35,109.94,13.92,99.00
2025-08-24T03:24:36.000Z,11.22,108.43,13.79,99.00
2025-08-24T03:39:36.000Z,11.25,108.65,13.78,99.00
2025-08-24T03:54:36.000Z,11.16,107.79,13.78,99.00
2025-08-24T04:09:36.000Z,11.16,107.82,13.78,99.00
2025-08-24T04:24:36.000Z,11.09,106.94,13.70,99.00
2025-08-24T04:39:36.000Z,11.16,107.60,13.68,99.00
2025-08-24T04:54:36.000Z,11.18,107.87,13.70,99.00
2025-08-24T05:09:36.000Z,11.15,107.61,13.71,99.00
2025-08-24T05:24:36.000Z,11.19,108.20,13.80,99.00
2025-08-24T05:39:36.000Z,11.15,107.78,13.81,99.00
2025-08-24T05:54:36.000Z,11.15,107.76,13.79,99.00
2025-08-24T06:09:36.000Z,11.20,108.36,13.85,99.00
2025-08-24T06:24:36.000Z,11.16,107.96,13.84,99.00
2025-08-24T06:39:36.000Z,11.19,108.33,13.86,99.00
2025-08-24T06:54:36.000Z,11.19,108.29,13.88,99.00
2025-08-24T07:09:36.000Z,11.19,108.34,13.87,99.00
2025-08-24T07:24:36.000Z,11.12,107.54,13.82,99.00
2025-08-24T07:39:36.000Z,11.05,106.44,13.66,99.00
2025-08-24T07:54:36.000Z,11.14,107.82,13.84,99.00
2025-08-24T08:09:36.000Z,11.16,108.12,13.92,99.00
2025-08-24T08:24:36.000Z,11.07,107.07,13.85,99.00
2025-08-24T08:39:36.000Z,11.13,107.77,13.89,99.00
2025-08-24T08:54:36.000Z,11.11,107.63,13.90,99.00
2025-08-24T09:09:36.000Z,11.09,107.18,13.80,99.00
2025-08-24T09:24:36.000Z,11.09,107.30,13.84,99.00
2025-08-24T09:39:36.000Z,10.86,104.91,13.77,99.00
2025-08-24T09:54:36.000Z,11.10,107.10,13.72,99.00
2025-08-24T10:09:36.000Z,11.12,107.28,13.72,99.00
2025-08-24T10:24:36.000Z,11.10,107.20,13.77,99.00
2025-08-24T10:39:36.000Z,11.07,106.97,13.80,99.00
2025-08-24T10:54:36.000Z,11.08,107.16,13.85,99.00
2025-08-24T11:09:36.000Z,11.07,107.21,13.88,99.00
2025-08-24T11:24:36.000Z,10.96,106.17,13.89,99.00
2025-08-24T11:39:36.000Z,11.05,107.14,13.93,99.00
2025-08-24T11:54:36.000Z,11.04,107.05,13.95,99.00
2025-08-24T12:09:36.000Z,11.05,107.19,13.96,99.00
2025-08-24T12:24:36.000Z,11.06,107.35,13.99,99.00
2025-08-24T12:39:36.000Z,11.09,107.57,13.98,99.00
2025-08-24T12:54:36.000Z,11.09,107.71,14.00,99.00
2025-08-24T13:09:36.000Z,11.04,107.19,13.99,99.00
2025-08-24T13:24:36.000Z,11.04,107.17,13.98,99.00
2025-08-24T13:39:36.000Z,11.03,107.05,13.97,99.00
2025-08-24T13:54:36.000Z,11.05,107.05,13.91,99.00
2025-08-24T14:09:36.000Z,11.04,106.70,13.81,99.00
2025-08-24T14:24:36.000Z,11.05,106.87,13.81,99.00
2025-08-24T14:39:36.000Z,11.04,106.66,13.78,99.00
2025-08-24T14:54:36.000Z,11.05,106.77,13.78,99.00
2025-08-24T15:09:36.000Z,11.10,107.10,13.73,99.00
2025-08-24T15:24:36.000Z,11.12,107.11,13.64,99.00
2025-08-24T15:39:36.000Z,11.09,106.80,13.65,99.00
2025-08-24T15:54:36.000Z,11.05,106.54,13.69,99.00
2025-08-24T16:09:36.000Z,11.09,106.84,13.67,99.00
2025-08-24T16:24:36.000Z,11.07,106.71,13.68,99.00
2025-08-24T16:39:36.000Z,11.06,106.62,13.69,99.00
2025-08-24T16:54:36.000Z,11.02,106.30,13.71,99.00
2025-08-24T17:09:36.000Z,10.99,106.08,13.75,99.00
2025-08-24T17:24:36.000Z,11.01,106.29,13.75,99.00
2025-08-24T17:39:36.000Z,10.99,106.12,13.76,99.00
2025-08-24T17:54:36.000Z,11.00,106.32,13.78,99.00
2025-08-24T18:09:36.000Z,11.07,107.51,14.00,99.00
2025-08-24T18:24:36.000Z,11.06,107.40,14.03,99.00
2025-08-24T18:39:36.000Z,11.09,107.33,13.85,99.00
2025-08-24T18:54:36.000Z,11.12,107.49,13.81,99.00
2025-08-24T19:09:36.000Z,11.09,107.29,13.83,99.00
2025-08-24T19:24:36.000Z,11.08,107.13,13.82,99.00
2025-08-24T19:39:36.000Z,11.06,106.95,13.83,99.00
2025-08-24T19:54:36.000Z,11.04,106.93,13.90,99.00
2025-08-24T20:09:36.000Z,10.94,105.98,13.88,99.00
2025-08-24T20:24:36.000Z,10.96,105.96,13.81,99.00
