ISO 8601 Time,Dissolved Oxygen (mg/l),Dissolved Oxygen (%),DO Temperature (C),Water Detect (%)
2025-09-14T13:20:59.000Z,9.56,89.25,12.24,99.00
2025-09-14T13:35:59.000Z,9.58,89.43,12.22,99.00
2025-09-14T13:50:59.000Z,9.58,89.45,12.25,99.00
2025-09-14T14:05:59.000Z,9.52,88.87,12.23,99.00
2025-09-14T14:20:59.000Z,9.55,89.11,12.21,99.00
2025-09-14T14:35:59.000Z,9.59,89.44,12.22,99.00
2025-09-14T14:50:59.000Z,9.58,89.44,12.23,99.00
2025-09-14T15:05:59.000Z,9.60,89.60,12.25,99.00
2025-09-14T15:20:59.000Z,9.59,89.59,12.29,99.00
2025-09-14T15:35:59.000Z,9.57,89.42,12.30,99.00
2025-09-14T15:50:59.000Z,9.59,89.65,12.31,99.00
2025-09-14T16:05:59.000Z,9.60,89.45,12.15,99.00
2025-09-14T16:20:59.000Z,9.57,88.99,12.05,99.00
2025-09-14T16:35:59.000Z,9.58,88.88,11.99,99.00
2025-09-14T16:50:59.000Z,9.58,88.91,11.97,99.00
2025-09-14T17:05:59.000Z,9.59,88.94,11.97,99.00
2025-09-14T17:20:59.000Z,9.58,88.99,12.01,99.00
2025-09-14T17:35:59.000Z,9.58,88.99,12.03,99.00
2025-09-14T17:50:59.000Z,9.59,89.06,12.03,99.00
2025-09-14T18:05:59.000Z,9.59,89.09,12.04,99.00
2025-09-14T18:20:59.000Z,9.58,88.94,12.02,99.00
2025-09-14T18:35:59.000Z,9.58,89.01,12.03,99.00
2025-09-14T18:50:59.000Z,9.60,89.29,12.06,99.00
2025-09-14T19:05:59.000Z,9.62,89.54,12.11,99.00
2025-09-14T19:20:59.000Z,9.61,89.42,12.12,99.00
2025-09-14T19:35:59.000Z,9.62,89.56,12.13,99.00
2025-09-14T19:50:59.000Z,9.63,89.72,12.17,99.00
2025-09-14T20:05:59.000Z,9.61,89.53,12.17,99.00
2025-09-14T20:20:59.000Z,9.60,89.40,12.13,99.00
2025-09-14T20:35:59.000Z,9.62,89.65,12.17,99.00
2025-09-14T20:50:59.000Z,9.60,89.35,12.09,99.00
2025-09-14T21:05:59.000Z,9.60,89.38,12.10,99.00
2025-09-14T21:20:59.000Z,9.57,89.02,12.07,99.00
2025-09-14T21:35:59.000Z,9.58,89.12,12.07,99.00
2025-09-14T21:50:59.000Z,9.59,89.15,12.08,99.00
2025-09-14T22:05:59.000Z,9.60,89.36,12.11,99.00
2025-09-14T22:20:59.000Z,9.58,89.13,12.10,99.00
2025-09-14T22:35:59.000Z,9.58,89.14,12.11,99.00
2025-09-14T22:50:59.000Z,9.59,89.27,12.12,99.00
2025-09-14T23:05:59.000Z,9.59,89.30,12.15,99.00
2025-09-14T23:20:59.000Z,9.61,89.56,12.18,99.00
2025-09-14T23:35:59.000Z,9.59,89.52,12.24,99.00
2025-09-14T23:50:59.000Z,9.60,89.59,12.25,99.00
2025-09-15T00:05:59.000Z,9.55,89.02,12.16,99.00
2025-09-15T00:20:59.000Z,9.56,89.03,12.15,99.00
2025-09-15T00:35:59.000Z,9.60,89.56,12.22,99.00
2025-09-15T00:50:59.000Z,9.60,89.67,12.27,99.00
2025-09-15T01:05:59.000Z,9.58,89.59,12.30,99.00
2025-09-15T01:20:59.000Z,9.53,88.91,12.22,99.00
2025-09-15T01:35:59.000Z,9.58,89.37,12.20,99.00
2025-09-15T01:50:59.000Z,9.57,89.24,12.20,99.00
2025-09-15T02:05:59.000Z,9.60,89.59,12.23,99.00
2025-09-15T02:20:59.000Z,9.60,89.57,12.24,99.00
2025-09-15T02:35:59.000Z,9.58,89.42,12.24,99.00
2025-09-15T02:50:59.000Z,9.57,89.29,12.21,99.00
2025-09-15T03:05:59.000Z,9.54,88.95,12.18,99.00
2025-09-15T03:20:59.000Z,9.55,89.02,12.19,99.00
2025-09-15T03:35:59.000Z,9.53,88.84,12.19,99.00
2025-09-15T03:50:59.000Z,9.53,88.83,12.18,99.00
2025-09-15T04:05:59.000Z,9.56,89.08,12.18,99.00
2025-09-15T04:20:59.000Z,9.54,88.95,12.20,99.00
2025-09-15T04:35:59.000Z,9.56,89.23,12.25,99.00
2025-09-15T04:50:59.000Z,9.57,89.17,12.14,99.00
2025-09-15T05:05:59.000Z,9.59,89.31,12.12,99.00
2025-09-15T05:20:59.000Z,9.57,88.95,12.04,99.00
2025-09-15T05:35:59.000Z,9.57,88.94,12.02,99.00
2025-09-15T05:50:59.000Z,9.58,88.97,12.02,99.00
2025-09-15T06:05:59.000Z,9.59,89.04,12.02,99.00
2025-09-15T06:20:59.000Z,9.59,89.10,12.03,99.00
2025-09-15T06:35:59.000Z,9.58,89.09,12.05,99.00
2025-09-15T06:50:59.000Z,9.59,89.21,12.08,99.00
2025-09-15T07:05:59.000Z,9.59,89.23,12.09,99.00
2025-09-15T07:20:59.000Z,9.58,89.04,12.07,99.00
2025-09-15T07:35:59.000Z,9.57,89.01,12.09,99.00
2025-09-15T07:50:59.000Z,9.62,89.60,12.15,99.00
2025-09-15T08:05:59.000Z,9.59,89.34,12.14,99.00
2025-09-15T08:20:59.000Z,9.58,89.24,12.13,99.00
2025-09-15T08:35:59.000Z,9.59,89.29,12.13,99.00
2025-09-15T08:50:59.000Z,9.59,89.30,12.14,99.00
2025-09-15T09:05:59.000Z,9.57,89.10,12.14,99.00
2025-09-15T09:20:59.000Z,9.55,88.84,12.09,99.00
2025-09-15T09:35:59.000Z,9.54,88.59,12.01,99.00
2025-09-15T09:50:59.000Z,9.54,88.54,11.99,99.00
2025-09-15T10:05:59.000Z,9.56,88.67,11.97,99.00
2025-09-15T10:20:59.000Z,9.57,88.93,12.02,99.00
2025-09-15T10:35:59.000Z,9.57,88.92,12.05,99.00
2025-09-15T10:50:59.000Z,9.57,89.00,12.09,99.00
2025-09-15T11:05:59.000Z,9.58,89.17,12.12,99.00
2025-09-15T11:20:59.000Z,9.56,88.99,12.10,99.00
2025-09-15T11:35:59.000Z,9.56,88.93,12.10,99.00
2025-09-15T11:50:59.000Z,9.55,88.90,12.12,99.00
2025-09-15T12:05:59.000Z,9.56,89.02,12.12,99.00
2025-09-15T12:20:59.000Z,9.56,89.14,12.17,99.00
2025-09-15T12:35:59.000Z,9.52,88.57,12.11,99.00
2025-09-15T12:50:59.000Z,9.48,88.22,12.11,99.00
2025-09-15T13:05:59.000Z,9.51,88.56,12.11,99.00
2025-09-15T13:20:59.000Z,9.40,87.51,12.13,99.00
2025-09-15T13:35:59.000Z,9.49,88.35,12.11,99.00
2025-09-15T13:50:59.000Z,9.46,88.01,12.10,99.00
2025-09-15T14:05:59.000Z,9.55,88.98,12.16,99.00
2025-09-15T14:20:59.000Z,9.52,88.62,12.09,99.00
2025-09-15T14:35:59.000Z,9.54,88.89,12.14,99.00
2025-09-15T14:50:59.000Z,9.56,89.03,12.14,99.00
2025-09-15T15:05:59.000Z,9.51,88.53,12.14,99.00
2025-09-15T15:20:59.000Z,9.51,88.61,12.15,99.00
2025-09-15T15:35:59.000Z,9.49,88.37,12.11,99.00
2025-09-15T15:50:59.000Z,9.51,88.53,12.11,99.00
2025-09-15T16:05:59.000Z,9.55,88.92,12.13,99.00
2025-09-15T16:20:59.000Z,9.55,88.89,12.13,99.00
2025-09-15T16:35:59.000Z,9.56,89.18,12.19,99.00
2025-09-15T16:50:59.000Z,9.54,88.89,12.17,99.00
2025-09-15T17:05:59.000Z,9.51,88.30,12.01,99.00
2025-09-15T17:20:59.000Z,9.47,87.78,11.91,99.00
2025-09-15T17:35:59.000Z,9.49,87.81,11.85,99.00
2025-09-15T17:50:59.000Z,9.49,87.72,11.83,99.00
2025-09-15T18:05:59.000Z,9.48,87.65,11.83,99.00
2025-09-15T18:20:59.000Z,9.48,87.70,11.83,99.00
2025-09-15T18:35:59.000Z,9.47,87.65,11.84,99.00
2025-09-15T18:50:59.000Z,9.48,87.78,11.86,99.00
2025-09-15T19:05:59.000Z,9.47,87.62,11.84,99.00
2025-09-15T19:20:59.000Z,9.47,87.60,11.83,99.00
2025-09-15T19:35:59.000Z,9.49,87.82,11.86,99.00
2025-09-15T19:50:59.000Z,9.49,87.89,11.88,99.00
2025-09-15T20:05:59.000Z,9.51,88.17,11.93,99.00
2025-09-15T20:20:59.000Z,9.48,87.97,11.96,99.00
2025-09-15T20:35:59.000Z,9.51,88.23,11.97,99.00
2025-09-15T20:50:59.000Z,9.52,88.29,11.97,99.00
2025-09-15T21:05:59.000Z,9.50,88.11,11.95,99.00
2025-09-15T21:20:59.000Z,9.53,88.40,11.97,99.00
2025-09-15T21:35:59.000Z,9.53,88.47,11.97,99.00
2025-09-15T21:50:59.000Z,9.51,88.29,11.97,99.00
2025-09-15T22:05:59.000Z,9.47,87.84,11.94,99.00
2025-09-15T22:20:59.000Z,9.50,88.03,11.93,99.00
2025-09-15T22:35:59.000Z,9.50,88.06,11.95,99.00
2025-09-15T22:50:59.000Z,9.50,88.09,11.95,99.00
2025-09-15T23:05:59.000Z,9.50,88.11,11.96,99.00
2025-09-15T23:20:59.000Z,9.49,88.00,11.94,99.00
2025-09-15T23:35:59.000Z,9.49,88.09,12.00,99.00
2025-09-15T23:50:59.000Z,9.54,88.61,12.03,99.00
2025-09-16T00:05:59.000Z,9.55,88.90,12.12,99.00
2025-09-16T00:20:59.000Z,9.56,89.06,12.14,99.00
2025-09-16T00:35:59.000Z,9.47,88.03,12.03,99.00
2025-09-16T00:50:59.000Z,9.40,87.31,12.00,99.00
2025-09-16T01:05:59.000Z,9.49,88.14,12.02,99.00
2025-09-16T01:20:59.000Z,9.55,88.95,12.14,99.00
2025-09-16T01:35:59.000Z,9.55,89.05,12.17,99.00
2025-09-16T01:50:59.000Z,9.52,88.54,12.09,99.00
2025-09-16T02:05:59.000Z,9.53,88.71,12.12,99.00
2025-09-16T02:20:59.000Z,9.54,88.80,12.10,99.00
2025-09-16T02:35:59.000Z,9.49,88.58,12.23,99.00
2025-09-16T02:50:59.000Z,9.53,88.68,12.12,99.00
2025-09-16T03:05:59.000Z,9.53,88.71,12.11,99.00
2025-09-16T03:20:59.000Z,9.53,88.73,12.13,99.00
2025-09-16T03:35:59.000Z,9.49,88.30,12.09,99.00
2025-09-16T03:50:59.000Z,9.45,87.91,12.08,99.00
2025-09-16T04:05:59.000Z,9.48,88.12,12.06,99.00
2025-09-16T04:20:59.000Z,9.45,87.86,12.07,99.00
2025-09-16T04:35:59.000Z,9.48,88.16,12.07,99.00
2025-09-16T04:50:59.000Z,9.48,88.10,12.06,99.00
2025-09-16T05:05:59.000Z,9.50,88.30,12.07,99.00
2025-09-16T05:20:59.000Z,9.49,88.32,12.11,99.00
2025-09-16T05:35:59.000Z,9.53,88.75,12.13,99.00
2025-09-16T05:50:59.000Z,9.54,88.85,12.13,99.00
2025-09-16T06:05:59.000Z,9.50,88.46,12.11,99.00
2025-09-16T06:20:59.000Z,9.48,87.94,11.94,99.00
2025-09-16T06:35:59.000Z,9.50,88.10,11.93,99.00
2025-09-16T06:50:59.000Z,9.49,88.04,11.94,99.00
2025-09-16T07:05:59.000Z,9.51,88.23,11.97,99.00
2025-09-16T07:20:59.000Z,9.53,88.42,11.97,99.00
2025-09-16T07:35:59.000Z,9.51,88.26,12.01,99.00
2025-09-16T07:50:59.000Z,9.50,88.24,12.00,99.00
2025-09-16T08:05:59.000Z,9.51,88.25,12.00,99.00
2025-09-16T08:20:59.000Z,9.50,88.18,12.00,99.00
2025-09-16T08:35:59.000Z,9.52,88.45,12.02,99.00
2025-09-16T08:50:59.000Z,9.53,88.52,12.03,99.00
2025-09-16T09:05:59.000Z,9.54,88.73,12.08,99.00
2025-09-16T09:20:59.000Z,9.53,88.60,12.06,99.00
2025-09-16T09:35:59.000Z,9.54,88.74,12.09,99.00
2025-09-16T09:50:59.000Z,9.57,89.03,12.09,99.00
2025-09-16T10:05:59.000Z,9.54,88.67,12.06,99.00
2025-09-16T10:20:59.000Z,9.56,88.90,12.07,99.00
2025-09-16T10:35:59.000Z,9.56,88.84,12.05,99.00
2025-09-16T10:50:59.000Z,9.56,88.91,12.07,99.00
2025-09-16T11:05:59.000Z,9.53,88.65,12.07,99.00
2025-09-16T11:20:59.000Z,9.51,88.41,12.06,99.00
2025-09-16T11:35:59.000Z,9.50,88.30,12.04,99.00
2025-09-16T11:50:59.000Z,9.49,88.17,12.04,99.00
2025-09-16T12:05:59.000Z,9.50,88.29,12.06,99.00
2025-09-16T12:20:59.000Z,9.48,88.05,12.03,99.00
2025-09-16T12:35:59.000Z,9.48,88.05,12.02,99.00
2025-09-16T12:50:59.000Z,9.50,88.32,12.04,99.00
2025-09-16T13:05:59.000Z,9.53,88.67,12.09,99.00
2025-09-16T13:20:59.000Z,9.52,88.63,12.10,99.00
2025-09-16T13:35:59.000Z,9.53,88.65,12.10,99.00
2025-09-16T13:50:59.000Z,9.51,88.59,12.13,99.00
2025-09-16T14:05:59.000Z,9.45,87.96,12.12,99.00
2025-09-16T14:20:59.000Z,9.45,87.87,12.05,99.00
2025-09-16T14:35:59.000Z,9.46,87.96,12.06,99.00
2025-09-16T14:50:59.000Z,9.49,88.37,12.11,99.00
2025-09-16T15:05:59.000Z,9.47,88.23,12.14,99.00
2025-09-16T15:20:59.000Z,9.46,87.99,12.08,99.00
2025-09-16T15:35:59.000Z,9.45,87.82,12.06,99.00
2025-09-16T15:50:59.000Z,9.46,87.97,12.07,99.00
2025-09-16T16:05:59.000Z,9.45,87.87,12.09,99.00
2025-09-16T16:20:59.000Z,9.46,88.00,12.09,99.00
2025-09-16T16:35:59.000Z,9.41,87.61,12.11,99.00
2025-09-16T16:50:59.000Z,9.44,87.77,12.08,99.00
2025-09-16T17:05:59.000Z,9.45,87.79,12.04,99.00
2025-09-16T17:20:59.000Z,9.45,87.86,12.06,99.00
2025-09-16T17:35:59.000Z,9.43,87.65,12.05,99.00
2025-09-16T17:50:59.000Z,9.38,87.28,12.09,99.00
2025-09-16T18:05:59.000Z,9.39,87.38,12.10,99.00
2025-09-16T18:20:59.000Z,9.53,88.74,12.13,99.00
2025-09-16T18:35:59.000Z,9.48,88.01,12.00,99.00
2025-09-16T18:50:59.000Z,9.47,87.77,11.94,99.00
2025-09-16T19:05:59.000Z,9.46,87.62,11.91,99.00
2025-09-16T19:20:59.000Z,9.46,87.60,11.90,99.00
2025-09-16T19:35:59.000Z,9.46,87.72,11.92,99.00
2025-09-16T19:50:59.000Z,9.46,87.72,11.93,99.00
2025-09-16T20:05:59.000Z,9.48,87.89,11.94,99.00
2025-09-16T20:20:59.000Z,9.47,87.76,11.93,99.00
2025-09-16T20:35:59.000Z,9.47,87.78,11.91,99.00
2025-09-16T20:50:59.000Z,9.47,87.84,11.94,99.00
2025-09-16T21:05:59.000Z,9.49,88.01,11.96,99.00
2025-09-16T21:20:59.000Z,9.49,88.05,11.97,99.00
2025-09-16T21:35:59.000Z,9.51,88.24,12.00,99.00
2025-09-16T21:50:59.000Z,9.51,88.33,12.00,99.00
2025-09-16T22:05:59.000Z,9.51,88.27,12.00,99.00
2025-09-16T22:20:59.000Z,9.52,88.40,12.02,99.00
2025-09-16T22:35:59.000Z,9.53,88.53,12.02,99.00
2025-09-16T22:50:59.000Z,9.50,88.21,12.01,99.00
2025-09-16T23:05:59.000Z,9.51,88.29,12.01,99.00
2025-09-16T23:20:59.000Z,9.49,88.17,12.02,99.00
2025-09-16T23:35:59.000Z,9.48,87.97,11.98,99.00
2025-09-16T23:50:59.000Z,9.49,88.07,12.00,99.00
2025-09-17T00:05:59.000Z,9.48,88.06,12.01,99.00
2025-09-17T00:20:59.000Z,9.49,88.18,12.01,99.00
2025-09-17T00:35:59.000Z,9.47,87.88,12.00,99.00
2025-09-17T00:50:59.000Z,9.49,88.08,11.99,99.00
2025-09-17T01:05:59.000Z,9.49,88.15,12.02,99.00
2025-09-17T01:20:59.000Z,9.50,88.23,12.02,99.00
2025-09-17T01:35:59.000Z,9.51,88.44,12.05,99.00
2025-09-17T01:50:59.000Z,9.55,88.89,12.13,99.00
2025-09-17T02:05:59.000Z,9.50,88.43,12.11,99.00
2025-09-17T02:20:59.000Z,9.46,87.94,12.04,99.00
2025-09-17T02:35:59.000Z,9.46,87.95,12.07,99.00
2025-09-17T02:50:59.000Z,9.52,88.65,12.12,99.00
2025-09-17T03:05:59.000Z,9.54,88.90,12.17,99.00
2025-09-17T03:20:59.000Z,9.47,88.11,12.09,99.00
2025-09-17T03:35:59.000Z,9.49,88.20,12.05,99.00
2025-09-17T03:50:59.000Z,9.48,88.16,12.06,99.00
2025-09-17T04:05:59.000Z,9.49,88.19,12.05,99.00
2025-09-17T04:20:59.000Z,9.50,88.38,12.07,99.00
2025-09-17T04:35:59.000Z,9.52,88.64,12.11,99.00
2025-09-17T04:50:59.000Z,9.49,88.35,12.10,99.00
2025-09-17T05:05:59.000Z,9.44,87.75,12.05,99.00
2025-09-17T05:20:59.000Z,9.42,87.56,12.04,99.00
2025-09-17T05:35:59.000Z,9.39,87.30,12.04,99.00
2025-09-17T05:50:59.000Z,9.45,87.85,12.04,99.00
2025-09-17T06:05:59.000Z,9.45,87.87,12.04,99.00
2025-09-17T06:20:59.000Z,9.36,86.95,12.04,99.00
2025-09-17T06:35:59.000Z,9.46,87.96,12.07,99.00
2025-09-17T06:50:59.000Z,9.51,88.61,12.16,99.00
2025-09-17T07:05:59.000Z,9.50,88.44,12.10,99.00
2025-09-17T07:20:59.000Z,9.47,88.05,12.05,99.00
2025-09-17T07:35:59.000Z,9.47,87.81,11.96,99.00
2025-09-17T07:50:59.000Z,9.43,87.47,11.95,99.00
2025-09-17T08:05:59.000Z,9.48,87.99,11.97,99.00
2025-09-17T08:20:59.000Z,9.46,87.81,11.99,99.00
2025-09-17T08:35:59.000Z,9.49,88.10,12.00,99.00
2025-09-17T08:50:59.000Z,9.49,88.16,12.02,99.00
2025-09-17T09:05:59.000Z,9.50,88.27,12.03,99.00
2025-09-17T09:20:59.000Z,9.50,88.21,12.02,99.00
2025-09-17T09:35:59.000Z,9.53,88.58,12.03,99.00
