ISO 8601 Time,Dissolved Oxygen (mg/l),Dissolved Oxygen (%),DO Temperature (C),Water Detect (%)
2025-09-11T15:10:43.000Z,11.13,103.80,12.22,92.00
2025-09-11T15:25:43.000Z,9.69,89.03,11.56,99.00
2025-09-11T15:40:43.000Z,9.70,89.07,11.53,99.00
2025-09-11T15:55:43.000Z,9.71,89.17,11.52,99.00
2025-09-11T16:10:43.000Z,9.70,89.06,11.53,99.00
2025-09-11T16:25:43.000Z,9.72,89.27,11.52,99.00
2025-09-11T16:40:43.000Z,9.73,89.37,11.55,99.00
2025-09-11T16:55:43.000Z,9.71,89.33,11.58,99.00
2025-09-11T17:10:43.000Z,9.71,89.19,11.54,99.00
2025-09-11T17:25:43.000Z,9.69,89.03,11.52,99.00
2025-09-11T17:40:43.000Z,9.71,89.16,11.53,99.00
2025-09-11T17:55:43.000Z,9.69,89.11,11.60,99.00
2025-09-11T18:10:43.000Z,9.70,89.42,11.67,99.00
2025-09-11T18:25:43.000Z,9.76,90.12,11.75,99.00
2025-09-11T18:40:43.000Z,9.73,89.86,11.78,99.00
2025-09-11T18:55:43.000Z,9.76,90.22,11.83,99.00
2025-09-11T19:10:43.000Z,9.73,89.92,11.79,99.00
2025-09-11T19:25:43.000Z,9.71,89.74,11.80,99.00
2025-09-11T19:40:43.000Z,9.75,90.01,11.76,99.00
2025-09-11T19:55:43.000Z,9.72,89.74,11.73,99.00
2025-09-11T20:10:43.000Z,9.74,90.13,11.85,99.00
2025-09-11T20:25:43.000Z,9.72,90.02,11.88,99.00
2025-09-11T20:40:43.000Z,9.72,89.99,11.89,99.00
2025-09-11T20:55:43.000Z,9.81,91.15,12.04,99.00
2025-09-11T21:10:43.000Z,9.88,92.00,12.11,99.00
2025-09-11T21:25:43.000Z,9.85,91.30,11.92,99.00
2025-09-11T21:40:43.000Z,9.78,90.46,11.84,99.00
2025-09-11T21:55:43.000Z,9.81,90.92,11.91,99.00
2025-09-11T22:10:43.000Z,9.76,90.23,11.82,99.00
2025-09-11T22:25:43.000Z,9.78,90.48,11.83,99.00
2025-09-11T22:40:43.000Z,9.80,90.73,11.86,99.00
2025-09-11T22:55:43.000Z,9.78,90.56,11.86,99.00
2025-09-11T23:10:43.000Z,9.78,90.47,11.85,99.00
2025-09-11T23:25:43.000Z,9.78,90.47,11.85,99.00
2025-09-11T23:40:43.000Z,9.77,90.37,11.85,99.00
2025-09-11T23:55:43.000Z,9.76,90.37,11.87,99.00
2025-09-12T00:10:43.000Z,9.77,90.49,11.87,99.00
2025-09-12T00:25:43.000Z,9.74,90.12,11.84,99.00
2025-09-12T00:40:43.000Z,9.76,90.12,11.76,99.00
2025-09-12T00:55:43.000Z,9.75,90.05,11.77,99.00
2025-09-12T01:10:43.000Z,9.76,90.13,11.78,99.00
2025-09-12T01:25:43.000Z,9.75,90.12,11.79,99.00
2025-09-12T01:40:43.000Z,9.69,89.36,11.69,99.00
2025-09-12T01:55:43.000Z,9.72,89.38,11.59,99.00
2025-09-12T02:10:43.000Z,9.68,89.02,11.56,99.00
2025-09-12T02:25:43.000Z,9.66,88.85,11.56,99.00
2025-09-12T02:40:43.000Z,9.69,89.19,11.62,99.00
2025-09-12T02:55:43.000Z,9.72,89.67,11.70,99.00
2025-09-12T03:10:43.000Z,9.76,90.33,11.84,99.00
2025-09-12T03:25:43.000Z,9.82,91.20,12.02,99.00
2025-09-12T03:40:43.000Z,9.78,90.59,11.91,99.00
2025-09-12T03:55:43.000Z,9.83,91.35,12.06,99.00
2025-09-12T04:10:43.000Z,9.79,90.96,12.05,99.00
2025-09-12T04:25:43.000Z,9.78,90.89,12.05,99.00
2025-09-12T04:40:43.000Z,9.72,89.91,11.84,99.00
2025-09-12T04:55:43.000Z,9.72,89.80,11.79,99.00
2025-09-12T05:10:43.000Z,9.74,90.09,11.83,99.00
2025-09-12T05:25:43.000Z,9.74,90.19,11.89,99.00
2025-09-12T05:40:43.000Z,9.62,88.33,11.52,99.00
2025-09-12T05:55:43.000Z,9.63,88.37,11.47,99.00
2025-09-12T06:10:43.000Z,9.62,88.26,11.47,99.00
2025-09-12T06:25:43.000Z,9.62,88.27,11.47,99.00
2025-09-12T06:40:43.000Z,9.65,88.51,11.49,99.00
2025-09-12T06:55:43.000Z,9.63,88.38,11.48,99.00
2025-09-12T07:10:43.000Z,9.65,88.57,11.50,99.00
2025-09-12T07:25:43.000Z,9.63,88.38,11.50,99.00
2025-09-12T07:40:43.000Z,9.65,88.61,11.51,99.00
2025-09-12T07:55:43.000Z,9.66,88.88,11.61,99.00
2025-09-12T08:10:43.000Z,9.67,89.03,11.64,99.00
2025-09-12T08:25:43.000Z,9.67,89.08,11.65,99.00
2025-09-12T08:40:43.000Z,9.73,89.81,11.76,99.00
2025-09-12T08:55:43.000Z,9.70,89.73,11.84,99.00
2025-09-12T09:10:43.000Z,9.73,90.10,11.88,99.00
2025-09-12T09:25:43.000Z,9.76,90.56,11.97,99.00
2025-09-12T09:40:43.000Z,9.68,89.33,11.74,99.00
2025-09-12T09:55:43.000Z,9.69,89.43,11.74,99.00
2025-09-12T10:10:43.000Z,9.72,89.68,11.74,99.00
2025-09-12T10:25:43.000Z,9.72,89.74,11.77,99.00
2025-09-12T10:40:43.000Z,9.74,90.02,11.79,99.00
2025-09-12T10:55:43.000Z,9.75,90.13,11.83,99.00
2025-09-12T11:10:43.000Z,9.76,90.34,11.85,99.00
2025-09-12T11:25:43.000Z,9.75,90.29,11.89,99.00
2025-09-12T11:40:43.000Z,9.71,89.93,11.88,99.00
2025-09-12T11:55:43.000Z,9.67,89.14,11.70,99.00
2025-09-12T12:10:43.000Z,9.65,88.94,11.68,99.00
2025-09-12T12:25:43.000Z,9.72,89.57,11.68,99.00
2025-09-12T12:40:43.000Z,9.74,89.95,11.77,99.00
2025-09-12T12:55:43.000Z,9.73,89.82,11.76,99.00
2025-09-12T13:10:43.000Z,9.75,90.13,11.81,99.00
2025-09-12T13:25:43.000Z,9.73,90.01,11.82,99.00
2025-09-12T13:40:43.000Z,9.75,90.20,11.85,99.00
2025-09-12T13:55:43.000Z,9.74,90.19,11.88,99.00
2025-09-12T14:10:43.000Z,9.76,90.39,11.90,99.00
2025-09-12T14:25:43.000Z,9.77,90.63,11.95,99.00
2025-09-12T14:40:43.000Z,9.75,90.47,11.98,99.00
2025-09-12T14:55:43.000Z,9.82,91.36,12.07,99.00
2025-09-12T15:10:43.000Z,9.83,91.44,12.08,99.00
2025-09-12T15:25:43.000Z,9.70,89.88,11.90,99.00
2025-09-12T15:40:43.000Z,9.65,89.07,11.72,99.00
2025-09-12T15:55:43.000Z,9.73,90.07,11.88,99.00
2025-09-12T16:10:43.000Z,9.65,88.76,11.59,99.00
2025-09-12T16:25:43.000Z,9.65,88.76,11.60,99.00
2025-09-12T16:40:43.000Z,9.63,88.64,11.60,99.00
2025-09-12T16:55:43.000Z,9.61,88.38,11.59,99.00
2025-09-12T17:10:43.000Z,9.63,88.59,11.59,99.00
2025-09-12T17:25:43.000Z,9.66,88.99,11.68,99.00
2025-09-12T17:40:43.000Z,9.68,89.34,11.72,99.00
2025-09-12T17:55:43.000Z,9.69,89.59,11.82,99.00
2025-09-12T18:10:43.000Z,9.73,90.12,11.88,99.00
2025-09-12T18:25:43.000Z,9.72,89.98,11.88,99.00
2025-09-12T18:40:43.000Z,9.79,90.80,11.96,99.00
2025-09-12T18:55:43.000Z,9.80,91.05,12.04,99.00
2025-09-12T19:10:43.000Z,9.79,91.19,12.13,99.00
2025-09-12T19:25:43.000Z,9.63,89.45,12.01,99.00
2025-09-12T19:40:43.000Z,9.68,89.35,11.76,99.00
2025-09-12T19:55:43.000Z,9.67,89.19,11.69,99.00
2025-09-12T20:10:43.000Z,9.70,89.48,11.70,99.00
2025-09-12T20:25:43.000Z,9.72,89.74,11.76,99.00
2025-09-12T20:40:43.000Z,9.73,89.90,11.80,99.00
2025-09-12T20:55:43.000Z,9.73,90.00,11.85,99.00
2025-09-12T21:10:43.000Z,9.76,90.38,11.90,99.00
2025-09-12T21:25:43.000Z,9.71,90.08,11.95,99.00
2025-09-12T21:40:43.000Z,9.74,90.30,11.95,99.00
2025-09-12T21:55:43.000Z,9.74,90.26,11.93,99.00
2025-09-12T22:10:43.000Z,9.72,89.93,11.85,99.00
2025-09-12T22:25:43.000Z,9.74,90.11,11.83,99.00
2025-09-12T22:40:43.000Z,9.76,90.34,11.87,99.00
2025-09-12T22:55:43.000Z,9.78,90.61,11.91,99.00
2025-09-12T23:10:43.000Z,9.78,90.67,11.94,99.00
2025-09-12T23:25:43.000Z,9.73,90.11,11.90,99.00
2025-09-12T23:40:43.000Z,9.74,90.02,11.81,99.00
2025-09-12T23:55:43.000Z,9.78,90.64,11.91,99.00
2025-09-13T00:10:43.000Z,9.78,90.66,11.93,99.00
2025-09-13T00:25:43.000Z,9.78,90.60,11.92,99.00
2025-09-13T00:40:43.000Z,9.78,90.65,11.95,99.00
2025-09-13T00:55:43.000Z,9.79,90.77,11.95,99.00
2025-09-13T01:10:43.000Z,9.79,90.89,12.00,99.00
2025-09-13T01:25:43.000Z,9.79,90.91,12.00,99.00
2025-09-13T01:40:43.000Z,9.79,90.81,11.98,99.00
2025-09-13T01:55:43.000Z,9.79,90.79,11.94,99.00
2025-09-13T02:10:43.000Z,9.81,91.10,12.00,99.00
2025-09-13T02:25:43.000Z,9.78,90.79,12.01,99.00
2025-09-13T02:40:43.000Z,9.77,90.49,11.90,99.00
2025-09-13T02:55:43.000Z,9.69,89.59,11.83,99.00
2025-09-13T03:10:43.000Z,9.70,89.35,11.65,99.00
