ISO 8601 Time,Dissolved Oxygen (mg/l),Dissolved Oxygen (%),DO Temperature (C),Water Detect (%)
2025-09-05T10:01:20.000Z,11.20,104.20,12.10,84.00
2025-09-05T10:16:20.000Z,9.44,86.47,11.41,99.00
2025-09-05T10:31:20.000Z,9.46,86.62,11.38,99.00
2025-09-05T10:46:20.000Z,9.45,86.55,11.39,99.00
2025-09-05T11:01:20.000Z,9.44,86.47,11.39,99.00
2025-09-05T11:16:20.000Z,9.43,86.28,11.37,99.00
2025-09-05T11:31:20.000Z,9.47,86.77,11.41,99.00
2025-09-05T11:46:20.000Z,9.45,86.52,11.39,99.00
2025-09-05T12:01:20.000Z,9.42,86.22,11.36,99.00
2025-09-05T12:16:20.000Z,9.42,86.18,11.35,99.00
2025-09-05T12:31:20.000Z,9.42,86.24,11.37,99.00
2025-09-05T12:46:20.000Z,9.42,86.19,11.37,99.00
2025-09-05T13:01:20.000Z,9.41,86.16,11.38,99.00
2025-09-05T13:16:20.000Z,9.42,86.21,11.38,99.00
2025-09-05T13:31:20.000Z,9.42,86.22,11.37,99.00
2025-09-05T13:46:20.000Z,9.41,86.28,11.43,99.00
2025-09-05T14:01:20.000Z,9.41,86.17,11.41,99.00
2025-09-05T14:16:20.000Z,9.41,86.18,11.42,99.00
2025-09-05T14:31:20.000Z,9.43,86.51,11.47,99.00
2025-09-05T14:46:20.000Z,9.41,86.46,11.52,99.00
2025-09-05T15:01:20.000Z,9.42,86.44,11.50,99.00
2025-09-05T15:16:20.000Z,9.40,86.26,11.49,99.00
2025-09-05T15:31:20.000Z,9.40,86.26,11.50,99.00
2025-09-05T15:46:20.000Z,9.40,86.30,11.50,99.00
2025-09-05T16:01:20.000Z,9.43,86.51,11.49,99.00
2025-09-05T16:16:20.000Z,9.44,86.61,11.49,99.00
2025-09-05T16:31:20.000Z,9.42,86.59,11.55,99.00
2025-09-05T16:46:20.000Z,9.43,86.64,11.55,99.00
2025-09-05T17:01:20.000Z,9.43,86.70,11.55,99.00
2025-09-05T17:16:20.000Z,9.46,87.03,11.60,99.00
2025-09-05T17:31:20.000Z,9.44,86.81,11.58,99.00
2025-09-05T17:46:20.000Z,9.44,86.79,11.58,99.00
2025-09-05T18:01:20.000Z,9.44,86.66,11.51,99.00
2025-09-05T18:16:20.000Z,9.42,86.45,11.49,99.00
2025-09-05T18:31:20.000Z,9.43,86.51,11.48,99.00
2025-09-05T18:46:20.000Z,9.45,86.72,11.49,99.00
2025-09-05T19:01:20.000Z,9.44,86.61,11.48,99.00
2025-09-05T19:16:20.000Z,9.46,86.84,11.51,99.00
2025-09-05T19:31:20.000Z,9.41,86.33,11.48,99.00
2025-09-05T19:46:20.000Z,9.44,86.55,11.47,99.00
2025-09-05T20:01:20.000Z,9.42,86.36,11.46,99.00
2025-09-05T20:16:20.000Z,9.42,86.36,11.46,99.00
2025-09-05T20:31:20.000Z,9.39,86.23,11.50,99.00
2025-09-05T20:46:20.000Z,9.40,86.37,11.55,99.00
2025-09-05T21:01:20.000Z,9.44,86.80,11.58,99.00
2025-09-05T21:16:20.000Z,9.44,86.81,11.59,99.00
2025-09-05T21:31:20.000Z,9.44,86.87,11.62,99.00
2025-09-05T21:46:20.000Z,9.41,86.51,11.57,99.00
2025-09-05T22:01:20.000Z,9.45,86.75,11.50,99.00
2025-09-05T22:16:20.000Z,9.43,86.41,11.43,99.00
2025-09-05T22:31:20.000Z,9.45,86.70,11.47,99.00
2025-09-05T22:46:20.000Z,9.43,86.52,11.46,99.00
2025-09-05T23:01:20.000Z,9.44,86.57,11.44,99.00
2025-09-05T23:16:20.000Z,9.44,86.57,11.46,99.00
2025-09-05T23:31:20.000Z,9.45,86.62,11.46,99.00
2025-09-05T23:46:20.000Z,9.44,86.65,11.49,99.00
2025-09-06T00:01:20.000Z,9.39,86.09,11.44,99.00
2025-09-06T00:16:20.000Z,9.40,86.18,11.43,99.00
2025-09-06T00:31:20.000Z,9.39,86.06,11.43,99.00
2025-09-06T00:46:20.000Z,9.40,86.14,11.44,99.00
2025-09-06T01:01:20.000Z,9.41,86.27,11.46,99.00
2025-09-06T01:16:20.000Z,9.41,86.25,11.46,99.00
2025-09-06T01:31:20.000Z,9.39,86.10,11.43,99.00
2025-09-06T01:46:20.000Z,9.39,86.07,11.43,99.00
2025-09-06T02:01:20.000Z,9.40,86.11,11.43,99.00
2025-09-06T02:16:20.000Z,9.39,86.09,11.44,99.00
2025-09-06T02:31:20.000Z,9.39,86.05,11.45,99.00
2025-09-06T02:46:20.000Z,9.40,86.26,11.47,99.00
2025-09-06T03:01:20.000Z,9.41,86.31,11.48,99.00
2025-09-06T03:16:20.000Z,9.41,86.38,11.50,99.00
2025-09-06T03:31:20.000Z,9.42,86.48,11.53,99.00
2025-09-06T03:46:20.000Z,9.40,86.35,11.51,99.00
2025-09-06T04:01:20.000Z,9.39,86.23,11.51,99.00
2025-09-06T04:16:20.000Z,9.39,86.25,11.51,99.00
2025-09-06T04:31:20.000Z,9.40,86.35,11.51,99.00
2025-09-06T04:46:20.000Z,9.43,86.63,11.55,99.00
2025-09-06T05:01:20.000Z,9.42,86.58,11.55,99.00
2025-09-06T05:16:20.000Z,9.42,86.61,11.57,99.00
2025-09-06T05:31:20.000Z,9.43,86.72,11.59,99.00
2025-09-06T05:46:20.000Z,9.43,86.88,11.65,99.00
2025-09-06T06:01:20.000Z,9.43,86.78,11.63,99.00
2025-09-06T06:16:20.000Z,9.41,86.71,11.65,99.00
2025-09-06T06:31:20.000Z,9.42,86.80,11.65,99.00
2025-09-06T06:46:20.000Z,9.42,86.66,11.60,99.00
2025-09-06T07:01:20.000Z,9.42,86.59,11.58,99.00
2025-09-06T07:16:20.000Z,9.42,86.56,11.57,99.00
2025-09-06T07:31:20.000Z,9.42,86.55,11.55,99.00
2025-09-06T07:46:20.000Z,9.42,86.59,11.54,99.00
2025-09-06T08:01:20.000Z,9.40,86.35,11.53,99.00
2025-09-06T08:16:20.000Z,9.44,86.76,11.56,99.00
2025-09-06T08:31:20.000Z,9.40,86.46,11.57,99.00
2025-09-06T08:46:20.000Z,9.40,86.40,11.56,99.00
2025-09-06T09:01:20.000Z,9.42,86.63,11.60,99.00
2025-09-06T09:16:20.000Z,9.41,86.54,11.61,99.00
2025-09-06T09:31:20.000Z,9.42,86.70,11.63,99.00
2025-09-06T09:46:20.000Z,9.43,86.88,11.65,99.00
2025-09-06T10:01:20.000Z,9.46,87.31,11.73,99.00
2025-09-06T10:16:20.000Z,9.44,86.97,11.65,99.00
2025-09-06T10:31:20.000Z,9.43,86.71,11.60,99.00
2025-09-06T10:46:20.000Z,9.43,86.54,11.51,99.00
2025-09-06T11:01:20.000Z,9.44,86.74,11.53,99.00
2025-09-06T11:16:20.000Z,9.43,86.66,11.54,99.00
2025-09-06T11:31:20.000Z,9.44,86.65,11.52,99.00
2025-09-06T11:46:20.000Z,9.45,86.89,11.58,99.00
2025-09-06T12:01:20.000Z,9.45,86.88,11.58,99.00
2025-09-06T12:16:20.000Z,9.44,86.80,11.59,99.00
2025-09-06T12:31:20.000Z,9.45,86.90,11.58,99.00
2025-09-06T12:46:20.000Z,9.40,86.43,11.55,99.00
2025-09-06T13:01:20.000Z,9.40,86.28,11.52,99.00
2025-09-06T13:16:20.000Z,9.38,86.22,11.54,99.00
2025-09-06T13:31:20.000Z,9.41,86.46,11.55,99.00
2025-09-06T13:46:20.000Z,9.42,86.58,11.56,99.00
2025-09-06T14:01:20.000Z,9.43,86.67,11.56,99.00
2025-09-06T14:16:20.000Z,9.43,86.73,11.57,99.00
2025-09-06T14:31:20.000Z,9.43,86.66,11.57,99.00
2025-09-06T14:46:20.000Z,9.45,86.86,11.57,99.00
2025-09-06T15:01:20.000Z,9.40,86.45,11.59,99.00
2025-09-06T15:16:20.000Z,9.38,86.21,11.57,99.00
2025-09-06T15:31:20.000Z,9.40,86.42,11.55,99.00
2025-09-06T15:46:20.000Z,9.36,86.06,11.55,99.00
2025-09-06T16:01:20.000Z,9.37,86.14,11.55,99.00
2025-09-06T16:16:20.000Z,9.36,86.00,11.55,99.00
2025-09-06T16:31:20.000Z,9.40,86.35,11.55,99.00
2025-09-06T16:46:20.000Z,9.41,86.46,11.56,99.00
2025-09-06T17:01:20.000Z,9.40,86.38,11.57,99.00
2025-09-06T17:16:20.000Z,9.38,86.27,11.56,99.00
2025-09-06T17:31:20.000Z,9.40,86.44,11.57,99.00
2025-09-06T17:46:20.000Z,9.43,86.78,11.59,99.00
2025-09-06T18:01:20.000Z,9.40,86.52,11.61,99.00
2025-09-06T18:16:20.000Z,9.43,86.78,11.62,99.00
2025-09-06T18:31:20.000Z,9.42,86.69,11.62,99.00
2025-09-06T18:46:20.000Z,9.38,86.24,11.58,99.00
2025-09-06T19:01:20.000Z,9.43,86.79,11.62,99.00
2025-09-06T19:16:20.000Z,9.38,86.25,11.56,99.00
2025-09-06T19:31:20.000Z,9.39,86.27,11.53,99.00
2025-09-06T19:46:20.000Z,9.40,86.31,11.52,99.00
2025-09-06T20:01:20.000Z,9.41,86.39,11.52,99.00
2025-09-06T20:16:20.000Z,9.40,86.35,11.54,99.00
2025-09-06T20:31:20.000Z,9.41,86.51,11.56,99.00
2025-09-06T20:46:20.000Z,9.41,86.52,11.58,99.00
2025-09-06T21:01:20.000Z,9.41,86.51,11.59,99.00
2025-09-06T21:16:20.000Z,9.40,86.47,11.60,99.00
2025-09-06T21:31:20.000Z,9.40,86.54,11.62,99.00
2025-09-06T21:46:20.000Z,9.42,86.69,11.61,99.00
2025-09-06T22:01:20.000Z,9.43,86.83,11.61,99.00
2025-09-06T22:16:20.000Z,9.42,86.50,11.51,99.00
2025-09-06T22:31:20.000Z,9.37,85.94,11.47,99.00
2025-09-06T22:46:20.000Z,9.40,86.10,11.42,99.00
2025-09-06T23:01:20.000Z,9.42,86.26,11.41,99.00
2025-09-06T23:16:20.000Z,9.41,86.19,11.40,99.00
2025-09-06T23:31:20.000Z,9.40,86.09,11.39,99.00
2025-09-06T23:46:20.000Z,9.40,86.02,11.37,99.00
2025-09-07T00:01:20.000Z,9.41,86.13,11.38,99.00
2025-09-07T00:16:20.000Z,9.42,86.28,11.42,99.00
2025-09-07T00:31:20.000Z,9.43,86.50,11.46,99.00
2025-09-07T00:46:20.000Z,9.40,86.12,11.42,99.00
2025-09-07T01:01:20.000Z,9.40,86.18,11.43,99.00
2025-09-07T01:16:20.000Z,9.38,85.94,11.43,99.00
2025-09-07T01:31:20.000Z,9.39,86.08,11.43,99.00
2025-09-07T01:46:20.000Z,9.38,85.99,11.43,99.00
2025-09-07T02:01:20.000Z,9.39,86.06,11.41,99.00
2025-09-07T02:16:20.000Z,9.39,86.03,11.43,99.00
2025-09-07T02:31:20.000Z,9.39,86.04,11.43,99.00
2025-09-07T02:46:20.000Z,9.39,86.08,11.44,99.00
2025-09-07T03:01:20.000Z,9.40,86.20,11.46,99.00
2025-09-07T03:16:20.000Z,9.39,86.11,11.46,99.00
2025-09-07T03:31:20.000Z,9.40,86.23,11.47,99.00
2025-09-07T03:46:20.000Z,9.40,86.27,11.49,99.00
2025-09-07T04:01:20.000Z,9.40,86.29,11.50,99.00
2025-09-07T04:16:20.000Z,9.41,86.43,11.51,99.00
2025-09-07T04:31:20.000Z,9.40,86.32,11.53,99.00
2025-09-07T04:46:20.000Z,9.39,86.27,11.52,99.00
2025-09-07T05:01:20.000Z,9.39,86.27,11.52,99.00
2025-09-07T05:16:20.000Z,9.36,85.94,11.50,99.00
2025-09-07T05:31:20.000Z,9.44,86.77,11.58,99.00
