ISO 8601 Time,Dissolved Oxygen (mg/l),Dissolved Oxygen (%),DO Temperature (C),Water Detect (%)
2025-08-27T14:11:33.000Z,10.48,105.03,15.48,90.00
2025-08-27T14:26:33.000Z,10.48,102.10,14.16,99.00
2025-08-27T14:41:33.000Z,10.54,102.77,14.21,99.00
2025-08-27T14:56:33.000Z,10.53,103.02,14.35,99.00
2025-08-27T15:11:33.000Z,10.54,103.11,14.36,99.00
2025-08-27T15:26:33.000Z,10.55,103.18,14.32,99.00
2025-08-27T15:41:33.000Z,10.56,103.12,14.27,99.00
2025-08-27T15:56:33.000Z,10.56,103.02,14.23,99.00
2025-08-27T16:11:33.000Z,10.56,103.01,14.22,99.00
2025-08-27T16:26:33.000Z,10.55,102.96,14.23,99.00
2025-08-27T16:41:33.000Z,10.56,102.96,14.21,99.00
2025-08-27T16:56:33.000Z,10.56,102.88,14.17,99.00
2025-08-27T17:11:33.000Z,10.59,103.19,14.17,99.00
2025-08-27T17:26:33.000Z,10.60,103.04,14.05,99.00
2025-08-27T17:41:33.000Z,10.59,102.84,14.01,99.00
2025-08-27T17:56:33.000Z,10.61,102.95,13.99,99.00
2025-08-27T18:11:33.000Z,10.63,103.13,13.98,99.00
2025-08-27T18:26:33.000Z,10.54,102.32,13.98,99.00
2025-08-27T18:41:33.000Z,10.57,102.61,14.01,99.00
2025-08-27T18:56:33.000Z,10.59,102.83,14.03,99.00
2025-08-27T19:11:33.000Z,10.53,102.32,14.04,99.00
2025-08-27T19:26:33.000Z,10.55,102.54,14.04,99.00
2025-08-27T19:41:33.000Z,10.61,103.23,14.10,99.00
2025-08-27T19:56:33.000Z,10.58,103.04,14.13,99.00
2025-08-27T20:11:33.000Z,10.61,103.39,14.16,99.00
2025-08-27T20:26:33.000Z,10.53,102.96,14.31,99.00
2025-08-27T20:41:33.000Z,10.57,103.57,14.43,99.00
2025-08-27T20:56:33.000Z,10.69,105.19,14.60,99.00
2025-08-27T21:11:33.000Z,10.55,102.67,14.09,99.00
2025-08-27T21:26:33.000Z,10.47,101.70,14.03,99.00
2025-08-27T21:41:33.000Z,10.47,101.64,14.00,99.00
2025-08-27T21:56:33.000Z,10.53,102.13,13.95,99.00
2025-08-27T22:11:33.000Z,10.55,102.28,13.96,99.00
2025-08-27T22:26:33.000Z,10.54,102.24,13.94,99.00
2025-08-27T22:41:33.000Z,10.46,101.37,13.93,99.00
2025-08-27T22:56:33.000Z,10.51,101.77,13.87,99.00
2025-08-27T23:11:33.000Z,10.49,101.58,13.86,99.00
2025-08-27T23:26:33.000Z,10.47,101.36,13.87,99.00
2025-08-27T23:41:33.000Z,10.51,101.73,13.88,99.00
2025-08-27T23:56:33.000Z,9.93,96.12,13.88,99.00
2025-08-28T00:11:33.000Z,10.05,97.34,13.89,99.00
2025-08-28T00:26:33.000Z,10.57,102.42,13.93,99.00
2025-08-28T00:41:33.000Z,10.45,101.31,13.95,99.00
2025-08-28T00:56:33.000Z,10.49,101.80,13.97,99.00
2025-08-28T01:11:33.000Z,10.38,100.73,13.97,99.00
2025-08-28T01:26:33.000Z,10.49,101.93,14.03,99.00
2025-08-28T01:41:33.000Z,10.32,99.98,13.90,99.00
2025-08-28T01:56:33.000Z,10.38,100.61,13.93,99.00
2025-08-28T02:11:33.000Z,10.46,101.74,14.08,99.00
2025-08-28T02:26:33.000Z,10.46,101.89,14.14,99.00
2025-08-28T02:41:33.000Z,10.44,101.74,14.18,99.00
2025-08-28T02:56:33.000Z,10.44,101.81,14.21,99.00
2025-08-28T03:11:33.000Z,10.43,101.73,14.20,99.00
2025-08-28T03:26:33.000Z,10.50,102.45,14.23,99.00
2025-08-28T03:41:33.000Z,10.50,102.56,14.30,99.00
2025-08-28T03:56:33.000Z,10.48,102.33,14.27,99.00
2025-08-28T04:11:33.000Z,10.49,102.39,14.26,99.00
2025-08-28T04:26:33.000Z,10.50,102.52,14.24,99.00
2025-08-28T04:41:33.000Z,10.51,102.43,14.19,99.00
2025-08-28T04:56:33.000Z,10.48,102.13,14.18,99.00
2025-08-28T05:11:33.000Z,10.54,102.51,14.10,99.00
2025-08-28T05:26:33.000Z,10.52,102.35,14.08,99.00
2025-08-28T05:41:33.000Z,10.38,100.92,14.08,99.00
2025-08-28T05:56:33.000Z,10.52,102.23,14.05,99.00
2025-08-28T06:11:33.000Z,10.50,101.97,14.02,99.00
2025-08-28T06:26:33.000Z,10.36,100.60,14.01,99.00
2025-08-28T06:41:33.000Z,10.45,101.39,13.97,99.00
2025-08-28T06:56:33.000Z,10.24,99.28,13.94,99.00
2025-08-28T07:11:33.000Z,10.33,100.16,13.94,99.00
2025-08-28T07:26:33.000Z,10.33,99.98,13.86,99.00
2025-08-28T07:41:33.000Z,10.40,100.68,13.87,99.00
2025-08-28T07:56:33.000Z,10.43,101.19,13.98,99.00
2025-08-28T08:11:33.000Z,10.48,101.87,14.05,99.00
2025-08-28T08:26:33.000Z,10.39,101.24,14.14,99.00
2025-08-28T08:41:33.000Z,10.44,101.94,14.25,99.00
2025-08-28T08:56:33.000Z,10.45,101.69,14.13,99.00
2025-08-28T09:11:33.000Z,10.48,101.75,14.00,99.00
2025-08-28T09:26:33.000Z,10.45,101.51,14.02,99.00
2025-08-28T09:41:33.000Z,10.51,101.81,13.90,99.00
2025-08-28T09:56:33.000Z,10.50,101.61,13.85,99.00
2025-08-28T10:11:33.000Z,10.49,101.39,13.81,99.00
2025-08-28T10:26:33.000Z,10.46,101.04,13.78,99.00
2025-08-28T10:41:33.000Z,10.49,101.30,13.78,99.00
2025-08-28T10:56:33.000Z,10.49,101.38,13.77,99.00
2025-08-28T11:11:33.000Z,10.44,100.85,13.77,99.00
2025-08-28T11:26:33.000Z,10.44,100.79,13.76,99.00
2025-08-28T11:41:33.000Z,10.43,100.70,13.75,99.00
2025-08-28T11:56:33.000Z,10.45,100.87,13.75,99.00
2025-08-28T12:11:33.000Z,10.41,100.47,13.75,99.00
