"tow","date","avg_temp","latitude","longitude","f_temp","f_lat","f_lon","diff_temp_F","scalecolor"
53616,"2026-03-07",12.4338665,39.24364,-72.6091,8.79229225063708,39.245,-72.571,-6.55483364885325,"#A72424FF"
53619,"2026-03-07",11.8522,39.329575,-72.5759,9.37629362764778,39.334,-72.558,-4.456631470234,"#C5684BFF"
53620,"2026-03-07",12.467,39.2456,-72.4896,7.96201080663861,39.235,-72.457,-8.1089805480505,"#7B0E29FF"
53626,"2026-03-09",3.691,42.6153,-70.3996,3.83446088115982,42.576,-70.402,0.258229586087666,"#E8E6E6FF"
53627,"2026-03-08",2.2846668,44.2715,-68.1077,2.76583505069606,44.289,-68.074,0.866102851252911,"#D3D9DCFF"
53628,"2026-03-09",4.3215,43.9058,-68.1246,5.49262144557311,43.891,-68.103,2.10801860203159,"#A6C0C9FF"
53629,"2026-03-08",3.7538333,43.9075,-68.1221,5.49791595915143,43.891,-68.103,3.13934878647258,"#7DADBFFF"
53630,"2026-03-07",3.2451668,43.9485,-68.1404,3.82967566113084,43.941,-68.153,1.05211595003551,"#CBD4D8FF"
53631,"2026-03-09",4.583133,43.7866,-68.1372,5.37799314430354,43.803,-68.122,1.43074825974637,"#C0CED3FF"
53644,"2026-03-09",3.2674167,44.4587,-67.0558,3.30413912925452,44.434,-67.039,0.0661003726581271,"#EEEAEAFF"
53646,"2026-03-10",2.12625,42.2311,-70.6435,2.2241541383283,42.199,-70.654,0.176227448990936,"#EAE8E8FF"
53648,"2026-03-09",2.2091668,42.2729,-70.6379,2.0880587809505,42.287,-70.638,-0.217994434289096,"#EEE7E5FF"
53635,"2026-03-09",1.8564,42.00545,-70.4818,1.92111020022733,42,-70.451,0.116478360409189,"#EEEAEAFF"
53637,"2026-03-09",1.8483334,42.00505,-70.47735,1.92111020022733,42,-70.451,0.130998240409191,"#EEEAEAFF"
53638,"2026-03-09",1.85875,42.0032,-70.49705,1.92111020022733,42,-70.451,0.11224836040919,"#EEEAEAFF"
53639,"2026-03-09",1.8625,42.00015,-70.5166,1.8795384545342,41.962,-70.518,0.0306692181615631,"#F1ECEBFF"
53641,"2026-03-09",1.879,42.0027,-70.4974,1.92111020022733,42,-70.451,0.0757983604091947,"#EEEAEAFF"
53643,"2026-03-09",1.917125,41.9997,-70.5111,1.8795384545342,41.962,-70.518,-0.0676557818384396,"#F0EAE9FF"
53650,"2026-03-09",4.3295,43.73565,-68.5127,4.87244098319914,43.758,-68.504,0.977293769758454,"#CFD6D9FF"
53651,"2026-03-07",4.0491667,42.7641,-70.365,3.86578242218172,42.751,-70.369,-0.330091700072906,"#EDE4E2FF"
53652,"2026-03-11",5.291167,41.295,-69.0042,5.71885236337973,41.308,-69.026,0.76983365408352,"#D5DADDFF"
53654,"2026-03-07",5.337,41.315,-69.0219,5.36077651521883,41.308,-69.026,0.0427977273938893,"#F1ECEBFF"
53659,"2026-03-08",5.2640834,41.29085,-69.0345,5.43577701447729,41.308,-69.026,0.309048506059113,"#E8E6E6FF"
53674,"2026-03-08",9.114417,41.0907,-66.4024,5.92731069942157,41.114,-66.376,-5.73679134104118,"#B7422AFF"
53663,"2026-03-10",1.9033333,42.00675,-70.48215,1.89492188608713,42,-70.451,-0.0151405450431668,"#F1ECEBFF"
53664,"2026-03-10",1.9224,42.004,-70.49745,1.89492188608713,42,-70.451,-0.0494606050431727,"#F1ECEBFF"
53667,"2026-03-10",1.8916,42.00505,-70.4966,1.89492188608713,42,-70.451,0.00597939495683164,"#F1ECEBFF"
53670,"2026-03-10",1.8916667,42.00395,-70.48095,1.89492188608713,42,-70.451,0.00585933495683122,"#F1ECEBFF"
53671,"2026-03-10",1.875,42.00245,-70.48355,1.89492188608713,42,-70.451,0.0358593949568302,"#F1ECEBFF"
53576,"2026-03-07",12.355833,39.6112,-72.03735,8.89685002048532,39.646,-72.044,-6.22616936312643,"#AF3124FF"
53580,"2026-03-07",1.705125,42.0023,-70.4831,1.80358326917865,42,-70.451,0.177224884521571,"#EAE8E8FF"
53577,"2026-03-07",12.370833,39.54565,-72.1333,7.81353729403238,39.519,-72.123,-8.20313227074172,"#770E28FF"
53581,"2026-03-07",1.7356666,42.0032,-70.4828,1.80358326917865,42,-70.451,0.122250004521575,"#EEEAEAFF"
53584,"2026-03-07",1.7716875,42.00205,-70.4957,1.80358326917865,42,-70.451,0.0574123845215766,"#EEEAEAFF"
53585,"2026-03-07",1.7885,42.0016,-70.4773,1.80358326917865,42,-70.451,0.0271498845215774,"#F1ECEBFF"
53586,"2026-03-07",1.798,42.0019,-70.47835,1.80358326917865,42,-70.451,0.0100498845215711,"#F1ECEBFF"
53589,"2026-03-07",1.79525,42.00335,-70.47755,1.80358326917865,42,-70.451,0.014999884521572,"#F1ECEBFF"
53590,"2026-03-07",1.8066666,41.99965,-70.48055,1.80358326917865,42,-70.451,-0.00554999547842527,"#F1ECEBFF"
53578,"2026-03-08",12.111,39.56005,-72.1132,8.00898008903175,39.519,-72.123,-7.38363583974286,"#921228FF"
53599,"2026-03-07",5.6064167,43.5602,-68.45145,5.21266495205657,43.57,-68.422,-0.708753146298179,"#E8D8D3FF"
