tow,date,avg_temp,latitude,longitude,Doppio_spatial_index,Doppio_temporal_index,forecast_temp,diff_temp
45479,2025-09-22,12.60988818181818,41.977399999999996,-70.11620000000002,19748,69131,16.510010709910976,-3.900122528092796
45480,2025-09-22,11.649488708333331,44.2699,-68.10839999999999,23660,69131,10.882282541690383,0.7672061666429482
45483,2025-09-22,7.585365346153846,42.5833,-70.46860000000001,22412,69131,8.367027270306082,-0.7816619241522353
45485,2025-09-22,11.070780692307693,44.23879999999998,-67.92269999999999,23178,69131,9.999601204460667,1.0711794878470258
45487,2025-09-22,13.581808214285713,41.976,-70.11159999999998,19748,69131,16.510010709910976,-2.9282024956252624
45488,2025-09-22,13.589190642857144,44.103600000000014,-68.67370000000003,24138,69131,nan,
45491,2025-09-22,10.367212033333335,43.53279999999999,-70.1942,24844,69131,12.232989317158186,-1.8657772838248512
45493,2025-09-22,11.9519571,42.192400000000006,-70.26,20717,69131,10.881290975750359,1.070666124249641
45497,2025-09-22,11.48524925,42.1519,-70.3133,20716,69131,11.489165364996394,-0.003916114996393105
45500,2025-09-22,11.705165,42.20770000000001,-70.23299999999999,20717,69131,10.881290975750359,0.8238740242496405
45503,2025-09-22,10.44010773076923,44.072800000000015,-68.1572,23174,69131,9.579038949392807,0.8610687813764226
45504,2025-09-22,8.724146000000001,43.6048,-69.6521,24124,69131,8.141073121593596,0.583072878406405
45506,2025-09-22,10.363207642857144,43.6294,-69.92060000000001,24606,69131,10.085108897106576,0.2780987457505688
45513,2025-09-22,10.3701718125,44.1811,-67.9087,22936,69131,8.52015612096805,1.8500156915319508
45515,2025-09-22,18.77315,41.319393,-71.4018,19971,69131,18.240163927391492,0.5329860726085087
45516,2025-09-22,19.11277,41.2527785,-71.4005,19729,69131,17.54705949222546,1.56571050777454
45517,2025-09-22,19.428324,41.274273,-71.5149,20212,69131,18.210255658970112,1.2180683410298876
45520,2025-09-22,12.4707,41.951107,-69.9722,19507,69131,nan,
45521,2025-09-22,12.5186955,41.97077,-69.9724,19507,69131,nan,
45523,2025-09-22,12.1393615,42.029325,-69.9981,19750,69131,10.05795215228276,2.081409347717239
45525,2025-09-22,14.028931,42.014988,-70.0104,19749,69131,nan,
45530,2025-09-22,12.60988818181818,41.977399999999996,-70.11620000000002,19748,69131,16.510010709910976,-3.900122528092796
45531,2025-09-22,13.589190642857144,44.1037,-68.67380000000001,24138,69131,nan,
45538,2025-09-22,12.052403588235293,41.8132,-70.4516,19985,69131,15.848073152646784,-3.79566956441149
45539,2025-09-22,11.767541041666666,41.80899999999999,-70.4303,19743,69131,16.138985019608985,-4.371443977942318
45544,2025-09-22,10.144857166666664,41.50675,-69.53334999999998,17329,69131,10.61179809890348,-0.466940932236815
45547,2025-09-22,7.695791633333333,42.4304,-70.6932,22167,69131,7.921178337364092,-0.22538670403075844
45547,2025-09-23,7.765015145454544,42.430400000000006,-70.69320000000002,22167,69131,7.921178337364092,-0.1561631919095472
45549,2025-09-22,10.6284001875,43.953,-68.5901,23411,69131,9.755093795801535,0.8733063916984651
45549,2025-09-23,10.870801499999999,43.952999999999996,-68.5901,23411,69131,9.755093795801535,1.1157077041984635
45552,2025-09-22,12.84753834375,40.8398,-71.2821,18274,69131,14.058467507361401,-1.210929163611402
45554,2025-09-22,7.1299305625,42.4648,-70.6351,22168,69131,7.347256216031686,-0.21732565353168543
45554,2025-09-23,7.322476250000001,42.46479999999998,-70.63509999999998,22168,69131,7.347256216031686,-0.02477996603168453
45555,2025-09-22,8.295553479166665,42.8706,-70.6415,23382,69131,6.981237069036705,1.31431641012996
45555,2025-09-23,8.544738892857143,42.8706,-70.64149999999998,23382,69131,6.981237069036705,1.5635018238204381
45557,2025-09-22,11.716048624999999,42.0369,-70.5774,20712,69131,12.894460506818938,-1.1784118818189384
45557,2025-09-23,11.448944366666668,42.03690000000002,-70.5774,20712,69131,12.894460506818938,-1.4455161401522698
45564,2025-09-22,12.0771180625,43.5736,-70.1102,24845,69131,11.946845943460268,0.13027211903973246
45564,2025-09-23,12.034958249999999,43.5736,-70.1102,24845,69131,11.946845943460268,0.08811230653973112
45565,2025-09-22,19.442879,41.5491,-70.09935,18534,69131,16.40498674510674,3.0378922548932614
45566,2025-09-22,19.424711000000002,41.66645,-70.06495,18777,69131,17.70489319067385,1.7198178093261518
45568,2025-09-22,18.443125062500002,41.66645,-70.06495,18777,69131,17.70489319067385,0.7382318718261516
45569,2025-09-22,18.0338675,41.6667,-70.06455,18777,69131,17.70489319067385,0.32897430932614924
45569,2025-09-23,19.37995025,41.6667,-70.06455,18777,69131,17.70489319067385,1.67505705932615
45570,2025-09-23,18.78237292307692,41.6667,-70.06449999999998,18777,69131,17.70489319067385,1.07747973240307
45572,2025-09-22,11.867958354166667,44.134800000000006,-68.2245,23416,69131,11.005472236239175,0.8624861179274923
45572,2025-09-23,11.981098088235294,44.1348,-68.2245,23416,69131,11.005472236239175,0.975625851996119
45573,2025-09-22,8.842824166666668,42.9007,-70.63,23624,69131,8.35607782122245,0.48674634544421913
45573,2025-09-23,9.100294833333333,42.9007,-70.63000000000001,23624,69131,8.35607782122245,0.7442170121108838
45574,2025-09-22,12.84753834375,40.8398,-71.28225,18274,69131,14.058467507361401,-1.210929163611402
45582,2025-09-22,19.878320000000002,40.8144425,-72.2866,19958,69131,20.31824702558323,-0.43992702558322705
45583,2025-09-22,19.876286,40.816663500000004,-72.3267,20200,69131,20.59629990497974,-0.7200139049797407
45584,2025-09-22,19.879659500000002,40.820036,-72.3251,20200,69131,20.59629990497974,-0.7166404049797386
45585,2025-09-22,19.847699333333335,40.815880666666665,-72.3325,20200,69131,20.59629990497974,-0.7486005716464064
45586,2025-09-22,19.8930355,40.8292115,-72.3129,20200,69131,20.59629990497974,-0.7032644049797412
