distance,forecast_temp,obs_temp,lat,lon,date,diff,color,scalecolor
2929.391425,6.483132813,6.951,39.54084927,-73.39844698,2024-04-08T04:52:54Z,-0.467867187,red,#FFFFFF
2998.382356,6.48696689,6.965,39.54084927,-73.39844698,2024-04-08T05:31:50Z,-0.47803311,red,#FFFFFF
3464.281777,6.48696689,6.964,39.54084927,-73.39844698,2024-04-08T05:57:32Z,-0.47703311,red,#FFFFFF
2601.101131,6.485815725,6.964,39.54084927,-73.39844698,2024-04-08T06:31:42Z,-0.478184275,red,#FFFFFF
3739.903737,6.426638403,6.98,39.45231805,-73.41100444,2024-04-08T07:44:23Z,-0.553361597,red,#FFF6F6
4605.582769,6.454959369,7.002,39.41275283,-73.47459155,2024-04-08T08:14:26Z,-0.547040631,red,#FFF7F7
3089.239879,6.484084317,6.941,39.50129493,-73.46211397,2024-04-08T09:27:35Z,-0.456915683,red,#FFFFFF
4116.173844,6.410385274,6.929,39.45231805,-73.41100444,2024-04-08T10:50:55Z,-0.518614726,red,#FFFCFC
4189.847356,6.441748644,6.951,39.41275283,-73.47459155,2024-04-08T12:05:01Z,-0.509251356,red,#FFFDFD
4032.625223,6.411215861,6.933,39.45231805,-73.41100444,2024-04-08T13:01:10Z,-0.521784139,red,#FFFBFB
3173.200978,6.489445094,6.964,39.50129493,-73.46211397,2024-04-08T13:41:38Z,-0.474554906,red,#FFFFFF
1873.322022,6.470051323,6.947,39.54084927,-73.39844698,2024-04-08T14:21:59Z,-0.476948677,red,#FFFFFF
2916.585253,6.470051323,6.982,39.54084927,-73.39844698,2024-04-08T14:49:54Z,-0.511948677,red,#FFFDFD
3271.735815,6.482679245,6.994,39.54084927,-73.39844698,2024-04-08T15:16:21Z,-0.511320755,red,#FFFDFD
2381.985164,6.482679245,6.957,39.54084927,-73.39844698,2024-04-08T15:46:43Z,-0.474320755,red,#FFFFFF
3692.023841,6.518282511,6.942,39.50129493,-73.46211397,2024-04-08T16:31:42Z,-0.423717489,red,#FFFFFF
2459.416052,6.448179468,6.933,39.45231805,-73.41100444,2024-04-08T17:28:43Z,-0.484820532,red,#FFFFFF
3396.585074,6.525185065,6.94,39.50129493,-73.46211397,2024-04-08T18:17:14Z,-0.414814935,red,#FFFFFF
3493.10402,6.447588239,6.945,39.45231805,-73.41100444,2024-04-08T19:16:57Z,-0.497411761,red,#FFFFFF
2674.022619,6.522242729,6.958,39.50129493,-73.46211397,2024-04-08T19:56:02Z,-0.435757271,red,#FFFFFF
3260.819314,6.489772415,6.983,39.54084927,-73.39844698,2024-04-08T20:34:47Z,-0.493227585,red,#FFFFFF
2798.116256,6.556629417,6.987,39.58982526,-73.44960755,2024-04-08T21:02:28Z,-0.430370583,red,#FFFFFF
3878.875772,6.556629417,6.98,39.58982526,-73.44960755,2024-04-08T21:43:20Z,-0.423370583,red,#FFFFFF
3099.764312,6.553968504,6.966,39.58982526,-73.44960755,2024-04-08T22:15:37Z,-0.412031496,red,#FFFFFF
2787.248633,6.553968504,6.982,39.58982526,-73.44960755,2024-04-08T22:53:00Z,-0.428031496,red,#FFFFFF
2559.212407,6.551821746,6.994,39.58982526,-73.44960755,2024-04-08T23:28:18Z,-0.442178254,red,#FFFFFF
2661.30983,6.551821746,6.996,39.58982526,-73.44960755,2024-04-08T23:52:26Z,-0.444178254,red,#FFFFFF
2542.073075,6.737113074,6.981,39.58982526,-73.44960755,2024-04-09T00:37:56Z,-0.243886926,red,#FFFFFF
2782.035843,6.742542929,6.952,39.58982526,-73.44960755,2024-04-09T00:59:28Z,-0.209457071,red,#FFFFFF
2643.318395,6.742542929,6.965,39.58982526,-73.44960755,2024-04-09T01:43:04Z,-0.222457071,red,#FFFFFF
2582.148171,6.750587731,6.97,39.58982526,-73.44960755,2024-04-09T02:04:57Z,-0.219412269,red,#FFFFFF
3039.727232,6.750587731,6.979,39.58982526,-73.44960755,2024-04-09T02:37:08Z,-0.228412269,red,#FFFFFF
2903.882659,6.759581274,7.014,39.58982526,-73.44960755,2024-04-09T03:44:07Z,-0.254418726,red,#FFFFFF
2662.350655,4.849242364,5.005,42.00013972,-70.4510164,2024-04-09T12:35:40Z,-0.155757636,red,#FFFFFF
2814.558906,4.849892482,4.989,42.00013972,-70.4510164,2024-04-09T13:37:59Z,-0.139107518,red,#FFFFFF
3009.90457,4.850677673,4.982,42.00013972,-70.4510164,2024-04-09T14:21:40Z,-0.131322327,red,#FFFFFF
2240.811985,4.851260721,4.945,42.00013972,-70.4510164,2024-04-09T15:14:23Z,-0.093739279,red,#FFFFFF
2601.521302,4.853416857,4.978,42.00013972,-70.4510164,2024-04-09T16:23:42Z,-0.124583143,red,#FFFFFF
2989.167029,4.853416857,4.978,42.00013972,-70.4510164,2024-04-09T17:11:17Z,-0.124583143,red,#FFFFFF
2903.398137,4.853500365,5,42.00013972,-70.4510164,2024-04-09T17:47:36Z,-0.146499635,red,#FFFFFF
2976.868026,4.853252876,4.985,42.00013972,-70.4510164,2024-04-09T18:27:22Z,-0.131747124,red,#FFFFFF
1087.519357,5.071335533,5.066,42.29920153,-70.75739935,2024-04-04T08:20:57Z,0.005335533,blue,#FFFFFF
3260.853551,4.853535134,5.003,42.00013972,-70.4510164,2024-04-09T19:06:54Z,-0.149464866,red,#FFFFFF
2975.077102,4.359990045,5.014,42.00013972,-70.4510164,2024-04-10T10:20:52Z,-0.654009955,red,#FFE4E4
3281.240323,4.358605028,5.016,42.00013972,-70.4510164,2024-04-10T11:20:45Z,-0.657394972,red,#FEE4E4
2990.906686,4.358605028,4.999,42.00013972,-70.4510164,2024-04-10T12:19:52Z,-0.640394972,red,#FFE6E7
3236.374345,4.357338927,4.992,42.00013972,-70.4510164,2024-04-10T13:02:20Z,-0.634661073,red,#FFE8E8
3263.677471,4.354724238,4.989,42.00013972,-70.4510164,2024-04-10T14:01:57Z,-0.634275762,red,#FFE8E8
2900.599698,4.354724238,4.965,42.00013972,-70.4510164,2024-04-10T15:05:59Z,-0.610275762,red,#FFECEC
1921.448434,4.352731592,4.964,42.00013972,-70.4510164,2024-04-10T15:49:08Z,-0.611268408,red,#FEECEC
1573.259412,4.352115197,4.944,42.00013972,-70.4510164,2024-04-10T16:21:25Z,-0.591884803,red,#FFEFEF
2687.449074,4.352115197,4.97,42.00013972,-70.4510164,2024-04-10T16:59:17Z,-0.617884803,red,#FFEBEB
2993.5824,4.35487235,4.947,42.00013972,-70.4510164,2024-04-10T17:42:50Z,-0.59212765,red,#FEEFEF
2303.413481,4.358302201,4.948,42.00013972,-70.4510164,2024-04-10T18:16:10Z,-0.589697799,red,#FFF0F0
2361.374462,4.361904683,4.964,42.00013972,-70.4510164,2024-04-10T19:06:05Z,-0.602095317,red,#FEEDEE
3258.781063,4.212739054,4.984,42.00013972,-70.4510164,2024-04-11T09:56:05Z,-0.771260946,red,#FFCFCF
2485.661265,4.210488133,4.969,42.00013972,-70.4510164,2024-04-11T11:17:58Z,-0.758511867,red,#FFD2D2
