"tow","date","avg_temp","latitude","longitude","f_temp","f_lat","f_lon","diff_temp_F","scalecolor"
53265,"2026-02-28",3.3007767,40.919292,-71.5285,3.84618899666778,40.898,-71.544,0.981742134002012,"#CFD6D9FF"
53266,"2026-02-28",3.3443382,40.924477,-71.5725,3.24184455797062,40.948,-71.595,-0.184488555652884,"#EEE7E5FF"
53267,"2026-02-28",3.3919091,40.919106,-71.6889,3.34947334849515,40.91,-71.66,-0.0763843527087289,"#F0EAE9FF"
53268,"2026-02-28",3.4676614,40.846107,-71.7539,3.27691100804172,40.832,-71.792,-0.343350705524905,"#EDE4E2FF"
53269,"2026-02-28",3.501889,40.7829,-71.7732,3.69735592406289,40.783,-71.741,0.351840463313202,"#E4E3E4FF"
53270,"2026-02-28",3.5679564,40.71247,-71.808,3.51579029287061,40.744,-71.806,-0.0938989928328979,"#F0EAE9FF"
53271,"2026-02-28",3.7269757,40.639805,-71.8072,4.12987797943321,40.656,-71.821,0.72522410297978,"#D9DDDFFF"
53272,"2026-02-28",3.8162591,40.596046,-71.8296,4.94906633963392,40.568,-71.836,2.03905303134106,"#AAC2CBFF"
53273,"2026-02-28",3.9653137,40.571938,-71.9063,4.57724689572441,40.578,-71.952,1.10147975230393,"#CBD4D8FF"
53274,"2026-02-28",3.731875,40.5925,-71.8127,4.94906633963392,40.568,-71.836,2.19094441134106,"#A2BEC8FF"
53284,"2026-02-28",2.1403334,42.2398,-70.6377,2.1184052708067,42.237,-70.587,-0.0394706325479461,"#F1ECEBFF"
53309,"2026-02-28",3.238846,40.88366,-71.6116,4.13477533131786,40.86,-71.609,1.61267279637216,"#B9CAD0FF"
53311,"2026-02-28",3.3007767,40.919296,-71.5285,3.84618899666778,40.898,-71.544,0.981742134002012,"#CFD6D9FF"
53312,"2026-02-28",3.501889,40.782906,-71.7733,3.69735592406289,40.783,-71.741,0.351840463313202,"#E4E3E4FF"
53313,"2026-02-28",3.5679564,40.71247,-71.808,3.51579029287061,40.744,-71.806,-0.0938989928328979,"#F0EAE9FF"
53314,"2026-02-28",3.8162591,40.596035,-71.8302,4.94906633963392,40.568,-71.836,2.03905303134106,"#AAC2CBFF"
53315,"2026-02-28",3.9653137,40.571945,-71.9064,4.57724689572441,40.578,-71.952,1.10147975230393,"#CBD4D8FF"
53321,"2026-02-28",1.7942857,42.002,-70.47345,1.85813104425482,42,-70.451,0.114921619658681,"#EEEAEAFF"
53324,"2026-02-28",1.88425,42.00655,-70.4733,1.85813104425482,42,-70.451,-0.0470141203413164,"#F1ECEBFF"
53325,"2026-02-28",1.8128889,42.0067,-70.47205,1.85813104425482,42,-70.451,0.0814358596586828,"#EEEAEAFF"
53326,"2026-02-28",1.7987273,42.0057,-70.4713,1.85813104425482,42,-70.451,0.106926739658682,"#EEEAEAFF"
53327,"2026-02-28",1.782,42.00735,-70.4717,1.85813104425482,42,-70.451,0.137035879658683,"#EEEAEAFF"
53329,"2026-02-28",1.7935,42.00595,-70.4912,1.85813104425482,42,-70.451,0.116335879658685,"#EEEAEAFF"
53333,"2026-02-28",1.8382,42.0026,-70.4813,1.85813104425482,42,-70.451,0.0358758796586827,"#F1ECEBFF"
53336,"2026-03-02",11.3576,39.797806,-72.1163,9.67899768682751,39.784,-72.08,-3.02148416371048,"#D3947FFF"
53357,"2026-02-28",1.858,40.5351,-72.9098,1.8826361227381,40.533,-72.961,0.0443450209285814,"#F1ECEBFF"
53358,"2026-02-28",1.48,40.52754,-72.9088,1.8826361227381,40.533,-72.961,0.72474502092858,"#D9DDDFFF"
53359,"2026-02-28",1.6187,40.53296,-72.9134,1.8826361227381,40.533,-72.961,0.475085020928582,"#E1E1E3FF"
53360,"2026-02-28",1.446,40.52807,-72.9133,1.8826361227381,40.533,-72.961,0.78594502092858,"#D5DADDFF"
53361,"2026-02-28",1.5943333,40.532917,-72.923,1.8826361227381,40.533,-72.961,0.518945080928582,"#E1E1E3FF"
53362,"2026-02-28",1.5711429,40.529743,-72.9155,1.8826361227381,40.533,-72.961,0.560687800928584,"#DDDFE0FF"
53363,"2026-02-28",1.6516666,40.53261,-72.9333,1.8826361227381,40.533,-72.961,0.415745140928578,"#E4E3E4FF"
53364,"2026-02-28",1.57,40.52828,-72.9303,1.8826361227381,40.533,-72.961,0.562745020928581,"#DDDFE0FF"
53365,"2026-02-28",1.5766667,40.530758,-72.9155,1.8826361227381,40.533,-72.961,0.550744960928583,"#DDDFE0FF"
53366,"2026-02-28",1.5257143,40.525284,-72.9148,1.8826361227381,40.533,-72.961,0.642459280928584,"#DDDFE0FF"
53367,"2026-02-28",1.6637273,40.531246,-72.9188,1.8826361227381,40.533,-72.961,0.394035880928584,"#E4E3E4FF"
53368,"2026-02-28",1.5315,40.5211,-72.9175,1.8826361227381,40.533,-72.961,0.63204502092858,"#DDDFE0FF"
53369,"2026-02-28",1.81325,40.5332,-72.9206,1.8826361227381,40.533,-72.961,0.124895020928584,"#EEEAEAFF"
53370,"2026-02-28",1.6806667,40.523518,-72.9175,1.8826361227381,40.533,-72.961,0.363544960928579,"#E4E3E4FF"
53371,"2026-02-28",1.7921112,40.5313,-72.9153,1.8826361227381,40.533,-72.961,0.162944860928583,"#EAE8E8FF"
53372,"2026-02-28",1.6816666,40.522682,-72.916,1.8826361227381,40.533,-72.961,0.361745140928583,"#E4E3E4FF"
53373,"2026-03-01",1.7553333,40.528965,-72.9168,2.00748767205795,40.533,-72.961,0.453877869704307,"#E1E1E3FF"
53374,"2026-03-01",1.7080834,40.526283,-72.9146,2.00748767205795,40.533,-72.961,0.538927689704309,"#E1E1E3FF"
