tow,date,avg_temp,latitude,longitude,NECOFS_spatial_index,NECOFS_temporal_index,forecast_temp,diff_temp
53334,2026-03-02,-10.6536135,44.7389,-67.1185,79516,0,3.3990545,-14.052668027282715
53335,2026-03-02,10.092053,39.79101,-72.2017,25598,0,10.595324,-0.5032705626220704
53336,2026-03-02,11.3576,39.797806,-72.1163,25597,0,10.734553,0.6230466629028317
53337,2026-03-02,8.303540000000002,39.797619,-72.1434,25597,0,10.734553,-2.4310133370971663
53338,2026-03-02,9.4260406,39.79317233333333,-72.1902,25598,0,10.595324,-1.16928296262207
53390,2026-03-02,4.476282008333333,43.1063,-70.2515,55269,0,3.8242824,0.6519996005727124
53390,2026-03-03,4.3231819541666665,43.1063,-70.2515,55269,0,3.8242824,0.4988995464060464
53390,2026-03-04,4.1251770937500005,43.1063,-70.2515,55269,24,3.714873,0.41030401826477103
53393,2026-03-02,3.9831805416666666,42.9597,-70.173,53150,0,4.764466,-0.7812852672017416
53393,2026-03-03,4.119770837499999,42.9597,-70.173,53150,0,4.764466,-0.6446949713684091
53393,2026-03-04,4.046764682352941,42.9597,-70.173,53150,24,4.7914853,-0.7447206272478892
53394,2026-03-02,4.384166625,43.1106,-70.2877,56430,0,3.7135842,0.6705824403533933
53394,2026-03-03,4.357805612499999,43.1106,-70.2877,56430,0,3.7135842,0.6442214278533926
53394,2026-03-04,4.368489452380952,43.11059999999999,-70.28770000000002,56430,24,3.606761,0.7617284736822212
53397,2026-03-03,1.8106667,42.00185,-70.474,89203,0,2.1267884,-0.31612167776184075
53398,2026-03-03,1.8184545,42.00215,-70.4723,89203,0,2.1267884,-0.30833387776184074
53401,2026-03-03,1.8738,42.0047,-70.47815,89203,0,2.1267884,-0.2529883777618409
53402,2026-03-03,1.859,42.00395,-70.4785,89203,0,2.1267884,-0.26778837776184083
53405,2026-03-03,1.86225,42.0047,-70.47745,89203,0,2.1267884,-0.26453837776184086
53406,2026-03-03,1.8635,42.0074,-70.47705,89203,0,2.1267884,-0.2632883777618409
53409,2026-03-02,4.2958869,43.1081,-70.27675,55269,0,3.8242824,0.47160449223938006
53409,2026-03-03,4.3107750000000005,43.1081,-70.27675,55269,0,3.8242824,0.48649259223938035
53409,2026-03-04,4.293517857142857,43.1081,-70.27675,55269,24,3.714873,0.5786447816576272
53411,2026-03-02,5.4383472,43.8448,-68.2222,44988,0,3.6759672,1.7623799835083007
53411,2026-03-03,4.8319999625,43.8448,-68.2222,44988,0,3.6759672,1.156032746008301
53411,2026-03-04,4.464104083333333,43.8448,-68.2222,44988,24,3.6895266,0.7745775254109697
53411,2026-03-05,4.222185929999999,43.844800000000006,-68.22220000000002,44988,48,3.7452059,0.47698005078857353
53416,2026-03-02,5.4383472,43.85434999999999,-68.2231,44988,0,3.6759672,1.7623799835083007
53416,2026-03-03,4.8319999625,43.85434999999999,-68.2231,44988,0,3.6759672,1.156032746008301
53416,2026-03-04,4.464104083333333,43.85434999999999,-68.2231,44988,24,3.6895266,0.7745775254109697
53416,2026-03-05,4.222185929999999,43.85435,-68.22310000000002,44988,48,3.7452059,0.47698005078857353
53418,2026-03-02,5.0425083375,43.7854,-68.13695,43470,0,4.0315857,1.0109226441406252
53418,2026-03-03,5.464497216666667,43.7854,-68.13695,43470,0,4.0315857,1.4329115233072924
53418,2026-03-04,5.409535650000001,43.785399999999996,-68.13694999999998,43470,24,3.9842443,1.425291303381349
53420,2026-03-04,4.074131444444444,43.0174,-69.6723,47952,24,7.1342297,-3.0600982155897354
53472,2026-03-02,4.23475,40.098988,-72.8147,27890,0,4.160397,0.07435294723510744
53473,2026-03-03,4.5564165,40.12833,-72.7238,28562,0,4.0430627,0.5133538130798341
53474,2026-03-03,4.695818,40.14119,-72.7237,28562,0,4.0430627,0.652755313079834
53475,2026-03-03,4.721316,40.138172,-72.7204,28562,0,4.0430627,0.6782533130798338
53476,2026-03-03,4.771333,40.139065,-72.7188,28562,0,4.0430627,0.7282703130798343
53477,2026-03-03,4.8156,40.1496,-72.7195,28562,0,4.0430627,0.7725373130798339
53478,2026-03-03,4.782,40.13049,-72.7232,28562,0,4.0430627,0.738937313079834
53479,2026-03-03,4.814,40.1508,-72.7236,28562,0,4.0430627,0.770937313079834
