tow,date,avg_temp,latitude,longitude,NECOFS_spatial_index,NECOFS_temporal_index,forecast_temp,diff_temp
56046,2026-04-27,4.695654518181818,43.843900000000005,-68.2223,44988,0,6.4838133,-1.788158767645819
56047,2026-04-27,4.96268749375,43.9044,-68.0658,44220,0,7.1732926,-2.210605143121338
56050,2026-04-27,4.054588270588235,43.0948,-70.1178,53146,0,4.884846,-0.8302579398915011
56051,2026-04-27,4.995273710526316,43.82039999999999,-68.0352,44221,0,8.284282,-3.2890080201255394
56054,2026-04-27,5.455404637499999,43.7857,-68.1382,43471,0,8.724894,-3.26948893244629
56060,2026-04-27,4.995273710526316,43.82039999999999,-68.0353,44221,0,8.284282,-3.2890080201255394
56067,2026-04-28,5.41906675,41.018977,-71.5377,41143,0,4.487942,0.9311245312194822
56068,2026-04-27,4.002354175,42.8734,-70.5988,66135,0,4.0477858,-0.04543158397216818
56068,2026-04-28,4.010552629411765,42.8734,-70.5988,66135,0,4.0477858,-0.03723312956040292
56070,2026-04-28,5.56162535,41.02483949999999,-71.5471,41143,0,4.487942,1.0736831312194823
56072,2026-04-28,6.5169806,41.075874,-71.6407,42568,0,5.429799,1.0871815201049806
56110,2026-04-27,5.47795665,40.224692000000005,-73.2636,29877,0,6.414984,-0.9370275762268063
56112,2026-04-27,5.597875,40.2305085,-73.2147,29876,0,6.2181716,-0.6202965965270995
56113,2026-04-27,5.5804615,40.22666,-73.2151,29876,0,6.2181716,-0.6377100965270994
56114,2026-04-27,5.6512916,40.230678499999996,-73.2201,29876,0,6.2181716,-0.5668799965270992
56115,2026-04-27,5.508,40.231426,-73.2561,29877,0,6.414984,-0.9069842262268066
56116,2026-04-27,5.5072835,40.232768,-73.2996,29877,0,6.414984,-0.9077007262268069
56117,2026-04-27,5.5229845,40.2336535,-73.3072,29877,0,6.414984,-0.8919997262268069
56118,2026-04-27,5.5186667,40.23291,-73.2752,29877,0,6.414984,-0.8963175262268068
56119,2026-04-27,5.6401153,40.240596999999994,-73.2762,29877,0,6.414984,-0.7748689262268069
56121,2026-04-27,4.130166666666667,42.6042,-70.4964,64643,0,4.5343647,-0.40419803365071605
56121,2026-04-28,4.144153846153847,42.6042,-70.4964,64643,0,4.5343647,-0.39021085416353607
56134,2026-04-27,4.244385,41.9989,-70.5098,92558,0,5.1454506,-0.9010655920410153
56136,2026-04-27,4.2385,42.00355,-70.5174,92557,0,5.0163894,-0.7778893699645995
56138,2026-04-27,4.2025714,42.00635,-70.51075,92557,0,5.0163894,-0.8138179699645995
56141,2026-04-27,4.3115,42.0023,-70.50945,92558,0,5.1454506,-0.833950592041016
56142,2026-04-27,4.299,42.00365,-70.5092,90863,0,4.884061,-0.5850608596801754
56145,2026-04-27,4.351,41.9962,-70.5028,90864,0,5.1849732,-0.8339732398986817
56150,2026-04-27,5.771931966666667,43.00725,-68.35435,41246,0,9.140531,-3.3685986195760087
56153,2026-04-27,5.6264977,41.009290500000006,-71.451,40484,0,3.9534254,1.6730722925903319
56154,2026-04-27,5.187400066666666,41.06044266666667,-71.5758,41845,0,5.373289,-0.185889041609701
56156,2026-04-27,5.08513125,41.0083425,-71.6655,39833,0,4.4782925,0.6068387847900389
56162,2026-04-29,5.468150866666666,41.029948,-71.6124,40488,24,4.859805,0.6083457595499668
56163,2026-04-27,6.462958333333333,41.3082,-71.0993,57355,0,6.1482763,0.3146820042928056
56163,2026-04-28,6.56734375,41.3082,-71.0993,57355,0,6.1482763,0.4190674209594727
56163,2026-04-29,6.721125,41.30819999999999,-71.09929999999999,57355,24,6.278212,0.4429129295349119
56348,2026-04-28,5.94775,40.208065,-73.433,29878,0,6.6569967,-0.709246726989746
56349,2026-04-29,5.5536923,40.193253,-73.3839,29878,24,6.5645413,-1.0108490398742678
56351,2026-04-29,5.6139092,40.223263,-73.2964,29877,24,6.3093557,-0.6954465357788084
56352,2026-04-29,5.6433751999999995,40.234753999999995,-73.2975,29877,24,6.3093557,-0.6659805357788091
56353,2026-04-29,5.652923,40.2318585,-73.2767,29877,24,6.3093557,-0.6564327357788082
56354,2026-04-29,5.6660355,40.253293,-73.2266,30548,24,6.067986,-0.4019505115051274
56355,2026-04-29,5.66925,40.3003,-73.162,30547,24,5.8342824,-0.16503239822387705
56356,2026-04-29,5.654333,40.31682,-73.1958,31241,24,5.8862987,-0.23196565646362277
56357,2026-04-29,5.640333,40.2875,-73.198,30548,24,6.067986,-0.4276530115051269
56358,2026-04-29,5.69225,40.2343405,-73.3027,29877,24,6.3093557,-0.617105735778809
56359,2026-04-29,5.568033,40.2151465,-73.3039,29877,24,6.3093557,-0.7413227357788088
56361,2026-04-29,5.636857,40.206963,-73.3578,29878,24,6.5645413,-0.9276843398742676
56362,2026-04-29,5.555846,40.198868,-73.3557,29878,24,6.5645413,-1.0086953398742677
56363,2026-04-30,5.585516500000001,40.200411,-73.3573,29878,48,6.468375,-0.8828587059936517
56364,2026-04-30,5.61085,40.20344,-73.3655,29878,48,6.468375,-0.8575252059936522
56365,2026-04-30,5.67538835,40.198108500000004,-73.2613,29877,48,6.218944,-0.5435557227233883
56366,2026-04-30,5.66310715,40.2727,-73.1697,30547,48,5.787349,-0.12424207409057608
56367,2026-04-30,5.7044445,40.289694,-73.1745,30547,48,5.787349,-0.08290472409057603
56368,2026-04-30,5.72338165,40.294525,-73.175,30547,48,5.787349,-0.06396757409057585
56369,2026-04-30,5.6825,40.293655,-73.1744,30547,48,5.787349,-0.10484922409057607
