tow,date,avg_temp,latitude,longitude,Doppio_spatial_index,Doppio_temporal_index,forecast_temp,diff_temp
45160,2025-09-15,14.112097375,42.6832,-70.712,23137,68975,nan,
45165,2025-09-15,10.98491657142857,44.23980000000001,-67.92020000000001,23178,68975,9.958654583257369,1.0262619881712016
45170,2025-09-15,8.158366352941174,43.4823,-70.1071,24360,68975,8.065096163567429,0.09327018937374554
45171,2025-09-15,8.665432411764705,41.8658,-70.383,19986,68975,11.692208411829329,-3.0267760000646238
45175,2025-09-15,8.699262047619046,43.519,-70.1033,24603,68975,10.426080253234606,-1.7268182056155599
45176,2025-09-15,10.623745928571427,44.0735,-68.15700000000001,23174,68975,9.681515694577742,0.9422302339936852
45177,2025-09-15,8.506036281250001,43.6043,-69.6521,24124,68975,7.913045949983414,0.592990331266587
45181,2025-09-15,11.66578128125,44.585,-67.1859,23188,68975,11.234756744805138,0.4310245364448626
45183,2025-09-15,8.699262047619046,43.51890000000001,-70.1033,24603,68975,10.426080253234606,-1.7268182056155599
45184,2025-09-15,19.7368335,41.2809325,-71.6676,20453,68975,18.85657379953041,0.8802597004695905
45185,2025-09-15,19.752,41.27882,-71.7899,20693,68975,19.177137653226502,0.5748623467734966
45186,2025-09-15,19.738500000000002,41.277542499999996,-71.7197,20452,68975,18.83023135211361,0.9082686478863913
45220,2025-09-15,10.373683979166666,43.9522,-68.5882,23411,68975,9.434536421409488,0.9391475577571775
45220,2025-09-16,10.504284666666665,43.9522,-68.58820000000001,23411,68999,9.522416793900442,0.9818678727662231
45221,2025-09-15,10.793881979166668,44.077,-68.1998,23174,68975,9.681515694577742,1.1123662845889264
45221,2025-09-16,10.411305846153844,44.077,-68.1998,23174,68999,9.635998832594227,0.7753070135596172
45224,2025-09-15,9.9958265,43.5328,-70.1941,24844,68975,12.032944869864897,-2.0371183698648974
45224,2025-09-16,10.026672666666665,43.53279999999999,-70.19410000000002,24844,68999,11.054614218272318,-1.0279415516056538
45226,2025-09-15,10.780864604166666,43.9789,-68.5359,23412,68975,9.71079621051453,1.0700683936521358
45226,2025-09-16,10.851438866666665,43.97889999999999,-68.5359,23412,68999,9.753273284253174,1.0981655824134915
45228,2025-09-15,19.342818291666667,41.6668,-70.0646,18777,68975,19.188720808295002,0.15409748337166462
45228,2025-09-16,19.3544872,41.6668,-70.06460000000001,18777,68999,19.197705320919848,0.15678187908015317
45232,2025-09-15,8.994868208333333,42.0151,-70.4907,20471,68975,7.9793126647484955,1.0155555435848376
45232,2025-09-16,9.198177666666668,42.0151,-70.49070000000003,20471,68999,7.973253845800103,1.2249238208665645
45233,2025-09-15,14.231488895833332,41.93,-70.1189,19747,68975,12.957329803756602,1.2741590920767294
45233,2025-09-16,13.310406266666666,41.92999999999999,-70.11889999999997,19747,68999,11.775800084614144,1.5346061820525225
45234,2025-09-15,12.830797229166668,41.9942,-70.1143,19990,68975,12.97837554406356,-0.14757831489689188
45234,2025-09-16,11.012675617647059,41.9942,-70.1143,19990,68999,11.665860504046142,-0.6531848863990835
45236,2025-09-15,12.570979571428571,36.81362357142858,-74.6374,12394,68975,6.211737380862497,6.359242190566074
45237,2025-09-15,10.133375083333334,42.2683,-70.2309,20960,68975,9.660775380903942,0.47259970242939175
45237,2025-09-16,10.350959736842107,42.268299999999996,-70.2309,20960,68999,9.471357965568343,0.879601771273764
45238,2025-09-15,16.310069395833334,42.0447,-70.1541,19990,68975,12.97837554406356,3.3316938517697743
45238,2025-09-16,15.266271894736843,42.044700000000006,-70.1541,19990,68999,11.665860504046142,3.6004113906907005
45239,2025-09-15,10.377631895833334,42.2689,-70.2507,20959,68975,9.276140108170246,1.1014917876630879
45239,2025-09-16,10.535039235294116,42.2689,-70.2507,20959,68999,9.729847631526217,0.8051916037678986
45242,2025-09-15,14.5491284375,41.8235,-70.2063,19504,68975,16.445539301694186,-1.896410864194186
45242,2025-09-16,12.7220935,41.82350000000001,-70.20630000000003,19504,68999,15.58347041465358,-2.8613769146535795
45245,2025-09-15,8.994868208333333,42.01535,-70.4903,20471,68975,7.9793126647484955,1.0155555435848376
45245,2025-09-16,9.198177666666668,42.015350000000005,-70.49030000000002,20471,68999,7.973253845800103,1.2249238208665645
45248,2025-09-15,11.471659687499999,42.2067,-70.2339,20717,68975,9.547881102378476,1.9237785851215232
