tow,date,avg_temp,latitude,longitude,Doppio_spatial_index,Doppio_temporal_index,forecast_temp,diff_temp
50820,2026-01-12,13.1423175,38.39851,-73.4881,15083,69131,8.531705581872993,4.610611918127008
50822,2026-01-12,12.068238,38.477448,-73.3307,14843,69131,6.12517039669654,5.943067603303459
50886,2026-01-12,5.5749583375,42.9145,-70.7088,23623,69131,9.431855577832978,-3.8568972403329784
50886,2026-01-13,5.570399973333333,42.91449999999999,-70.70880000000001,23623,69131,9.431855577832978,-3.8614556044996453
50888,2026-01-12,6.584569433333333,42.8627,-70.4845,23141,69131,5.917285723457977,0.6672837098753561
50888,2026-01-13,6.720811100000001,42.862700000000004,-70.48450000000001,23141,69131,5.917285723457977,0.8035253765420238
50889,2026-01-12,6.381951287500001,43.356,-70.1485,24117,69131,6.341337531796166,0.04061375570383419
50889,2026-01-13,7.14057761875,43.356,-70.1485,24117,69131,6.341337531796166,0.7992400869538336
50891,2026-01-12,6.309965291666667,43.9324,-68.1403,22689,69131,7.6065092287077345,-1.2965439370410676
50891,2026-01-13,6.245241411764705,43.9324,-68.1403,22689,69131,7.6065092287077345,-1.3612678169430295
50892,2026-01-12,6.990617379166667,43.2156,-70.0523,23632,69131,4.010415034680023,2.980202344486644
50892,2026-01-13,6.965267760000001,43.2156,-70.05230000000002,23632,69131,4.010415034680023,2.9548527253199772
51025,2026-01-12,6.465284725,43.73325,-68.5084,22684,69131,7.653885903385383,-1.1886011783853832
51025,2026-01-13,6.51537142142857,43.73325,-68.50839999999997,22684,69131,7.653885903385383,-1.138514481956813
51030,2026-01-14,0.95976925,41.9127,-70.0474,19506,69131,nan,
51033,2026-01-14,1.3144138,41.91269,-70.0472,19506,69131,nan,
51036,2026-01-12,6.201444404166666,42.7223,-70.4071,22656,69131,7.452607031320874,-1.2511626271542085
51036,2026-01-13,5.914937529166667,42.7223,-70.4071,22656,69131,7.452607031320874,-1.5376695021542073
51036,2026-01-14,5.886499929166668,42.7223,-70.4071,22656,69131,7.452607031320874,-1.5661071021542066
51036,2026-01-15,5.9213333,42.7223,-70.4071,22656,69131,7.452607031320874,-1.5312737313208746
51037,2026-01-12,6.998722175,43.0942,-70.1349,23388,69131,4.721400227284449,2.277321947715551
51037,2026-01-13,6.863930620833333,43.0942,-70.1349,23388,69131,4.721400227284449,2.142530393548884
51037,2026-01-14,6.541548608333334,43.0942,-70.1349,23388,69131,4.721400227284449,1.8201483810488845
51037,2026-01-15,6.884055450000001,43.0942,-70.1349,23388,69131,4.721400227284449,2.1626552227155518
51038,2026-01-12,5.964643770833334,42.701699999999995,-70.4852,22655,69131,8.044730885128097,-2.080087114294763
51038,2026-01-13,5.867828441666667,42.701699999999995,-70.4852,22655,69131,8.044730885128097,-2.1769024434614295
51038,2026-01-14,5.781260404166666,42.701699999999995,-70.4852,22655,69131,8.044730885128097,-2.2634704809614306
51038,2026-01-15,5.85325001,42.7017,-70.48519999999999,22655,69131,8.044730885128097,-2.1914808751280965
51039,2026-01-12,6.184996525,43.2677,-70.2625,24115,69131,7.17509947018296,-0.9901029451829597
51039,2026-01-13,5.811689570833333,43.2677,-70.2625,24115,69131,7.17509947018296,-1.3634098993496266
51039,2026-01-14,5.5974833166666675,43.2677,-70.2625,24115,69131,7.17509947018296,-1.577616153516292
51039,2026-01-15,5.031045207692308,43.2677,-70.26250000000002,24115,69131,7.17509947018296,-2.144054262490652
51041,2026-01-12,7.056236075,43.10580000000001,-70.2509,23630,69131,5.033108797768744,2.0231272772312563
51041,2026-01-13,7.075041266666666,43.10580000000001,-70.2509,23630,69131,5.033108797768744,2.0419324688979223
51041,2026-01-14,7.034963858333334,43.10580000000001,-70.2509,23630,69131,5.033108797768744,2.0018550605645897
51041,2026-01-15,6.986392942857143,43.1058,-70.2509,23630,69131,5.033108797768744,1.953284145088399
51215,2026-01-12,6.6751603875,43.1781,-70.2883,23872,69131,5.915499254709706,0.7596611327902938
51215,2026-01-13,6.902825750000001,43.1781,-70.2883,23872,69131,5.915499254709706,0.9873264952902945
51215,2026-01-14,6.892525012499999,43.1781,-70.2883,23872,69131,5.915499254709706,0.977025757790293
51215,2026-01-15,6.82510374,43.178099999999986,-70.28830000000002,23872,69131,5.915499254709706,0.909604485290294
51216,2026-01-12,6.2523750625000005,43.8526,-68.3093,22687,69131,7.576082328632165,-1.323707266132164
51216,2026-01-13,6.2899930541666675,43.8526,-68.3093,22687,69131,7.576082328632165,-1.286089274465497
51216,2026-01-14,6.428475691666667,43.8526,-68.3093,22687,69131,7.576082328632165,-1.1476066369654978
51216,2026-01-15,6.314609007692308,43.85260000000001,-68.3093,22687,69131,7.576082328632165,-1.2614733209398565
51218,2026-01-13,6.3580832,40.44623,-73.1421,20430,69131,19.71145766665365,-13.353374466653651
51219,2026-01-13,6.1718335,40.420933,-73.0386,20189,69131,18.937810187291763,-12.765976687291763
51220,2026-01-13,6.155143,40.431614,-73.0358,20189,69131,18.937810187291763,-12.782667187291764
51221,2026-01-13,6.1363683,40.437004,-73.0396,20189,69131,18.937810187291763,-12.801441887291762
51221,2026-01-14,6.1103334,40.4133,-73.0396,20189,69131,18.937810187291763,-12.827476787291763
51222,2026-01-14,6.1394286,40.433342,-73.0372,20189,69131,18.937810187291763,-12.798381587291765
51223,2026-01-14,6.0405,40.421364,-73.0483,20189,69131,18.937810187291763,-12.897310187291763
51224,2026-01-14,6.183,40.44195,-73.0619,20431,69131,19.922082020618944,-13.739082020618945
51225,2026-01-14,6.0643334,40.41345,-73.0337,20189,69131,18.937810187291763,-12.873476787291764
51226,2026-01-14,6.1015716,40.430458,-73.0337,20189,69131,18.937810187291763,-12.836238587291763
51227,2026-01-14,6.3575,40.45075,-73.1221,20431,69131,19.922082020618944,-13.564582020618944
51228,2026-01-14,6.2977333,40.48834,-73.1471,20673,69131,20.129755863577742,-13.832022563577741
51229,2026-01-14,6.2665,40.51464,-73.0787,20674,69131,20.351345965044843,-14.084845965044842
51230,2026-01-14,5.1973333,40.539665,-72.9854,20433,69131,20.23779402845946,-15.040460728459461
51231,2026-01-14,5.30425,40.57145,-72.8931,20434,69131,20.301310473456454,-14.997060473456454
51232,2026-01-14,5.648778,40.557568,-72.7999,20193,69131,19.765679887131327,-14.116901887131327
51233,2026-01-14,5.3959643,40.54809,-72.7975,20193,69131,19.765679887131327,-14.369715587131328
51234,2026-01-14,5.20775,40.534374,-72.9154,20433,69131,20.23779402845946,-15.03004402845946
51235,2026-01-14,5.18229165,40.5375785,-72.924,20433,69131,20.23779402845946,-15.055502378459462
51236,2026-01-14,5.2268333,40.53227,-72.9213,20433,69131,20.23779402845946,-15.010960728459462
51237,2026-01-14,5.232375,40.535441500000005,-72.9189,20433,69131,20.23779402845946,-15.00541902845946
51238,2026-01-14,5.1753335,40.533234,-72.9169,20433,69131,20.23779402845946,-15.06246052845946
51239,2026-01-15,5.1552500000000006,40.534594999999996,-72.9164,20433,69131,20.23779402845946,-15.082544028459461
51240,2026-01-15,5.0853333,40.53345,-72.9161,20433,69131,20.23779402845946,-15.152460728459461
51241,2026-01-15,5.252111,40.534344,-72.9162,20433,69131,20.23779402845946,-14.985683028459462
51242,2026-01-15,5.1232917,40.5336025,-72.9144,20433,69131,20.23779402845946,-15.114502328459462
51243,2026-01-15,5.2686,40.53481,-72.915,20433,69131,20.23779402845946,-14.969194028459462
51244,2026-01-15,5.13208315,40.533317499999995,-72.9152,20433,69131,20.23779402845946,-15.105710878459462
51245,2026-01-12,6.201444404166666,42.7223,-70.4071,22656,69131,7.452607031320874,-1.2511626271542085
51245,2026-01-13,5.914937529166667,42.7223,-70.4071,22656,69131,7.452607031320874,-1.5376695021542073
51245,2026-01-14,5.886499929166668,42.7223,-70.4071,22656,69131,7.452607031320874,-1.5661071021542066
51245,2026-01-15,5.9213333,42.7223,-70.4071,22656,69131,7.452607031320874,-1.5312737313208746
51246,2026-01-13,6.02986664,42.42745,-70.29765,21445,69131,9.094685507420047,-3.0648188674200476
51246,2026-01-14,6.055504888235295,42.42745,-70.29765,21445,69131,9.094685507420047,-3.0391806191847524
51247,2026-01-12,4.4725521375,44.045899999999996,-68.2252,23173,69131,9.385935514855483,-4.9133833773554825
51247,2026-01-13,4.574802091666666,44.045899999999996,-68.2252,23173,69131,9.385935514855483,-4.811133423188816
51247,2026-01-14,4.614618041666667,44.045899999999996,-68.2252,23173,69131,9.385935514855483,-4.771317473188816
51247,2026-01-15,5.0798222399999995,44.045899999999996,-68.22519999999999,23173,69131,9.385935514855483,-4.306113274855483
51322,2026-01-12,6.6751603875,43.1782,-70.2883,23872,69131,5.915499254709706,0.7596611327902938
51322,2026-01-13,6.902825750000001,43.1782,-70.2883,23872,69131,5.915499254709706,0.9873264952902945
51322,2026-01-14,6.892525012499999,43.1782,-70.2883,23872,69131,5.915499254709706,0.977025757790293
51322,2026-01-15,6.82510374,43.17819999999998,-70.28830000000002,23872,69131,5.915499254709706,0.909604485290294
51323,2026-01-13,13.275428,40.181145,-71.2047,16090,69131,9.692993410583131,3.5824345894168683
51324,2026-01-13,13.344937,40.11655,-71.2605,16089,69131,9.753003597301705,3.591933402698295
51325,2026-01-13,13.203289499999999,40.018810333333334,-71.3345,15845,69131,7.894407308611969,5.3088821913880295
51326,2026-01-13,12.371201666666666,40.05203733333333,-71.332,16088,69131,10.136965517657956,2.2342361490087104
51327,2026-01-13,12.4223,40.04616,-71.3369,16088,69131,10.136965517657956,2.2853344823420443
51327,2026-01-14,12.995323500000001,40.008744,-71.3369,15845,69131,7.894407308611969,5.100916191388032
51328,2026-01-14,13.269159,39.95934066666666,-71.5071,16085,69131,8.8997873150083,4.3693716849917
51329,2026-01-14,8.593925,39.999035,-72.4038,17771,69131,11.93169697145762,-3.33777197145762
51330,2026-01-14,8.553634500000001,40.0361415,-72.3107,17772,69131,12.005077870970151,-3.45144337097015
51331,2026-01-14,8.525965,40.004276,-72.3053,17530,69131,12.020062394144077,-3.4940973941440774
51333,2026-01-14,10.8559065,40.004498,-72.1986,17531,69131,12.043306975120348,-1.1874004751203486
