tow,date,avg_temp,latitude,longitude,NECOFS_spatial_index,NECOFS_temporal_index,forecast_temp,diff_temp
50820,2026-01-12,13.1423175,38.39851,-73.4881,11475,0,9.062277,4.08004065979004
50822,2026-01-12,12.068238,38.477448,-73.3307,11471,0,8.56444,3.503798226440429
50886,2026-01-12,5.5749583375,42.9145,-70.7088,77416,0,6.5697474,-0.9947891104675293
50886,2026-01-13,5.570399973333333,42.91449999999999,-70.70880000000001,77416,24,6.519222,-0.948821809350993
50888,2026-01-12,6.584569433333333,42.8627,-70.4845,60294,0,7.160689,-0.57611944377238
50888,2026-01-13,6.720811100000001,42.862700000000004,-70.48450000000001,60294,24,7.061437,-0.34062602997436464
50889,2026-01-12,6.381951287500001,43.356,-70.1485,57633,0,8.490826,-2.1088743655761713
50889,2026-01-13,7.14057761875,43.356,-70.1485,57633,24,8.5327,-1.3921219662109374
50891,2026-01-12,6.309965291666667,43.9324,-68.1403,44986,0,7.128059,-0.8180936187032062
50891,2026-01-13,6.245241411764705,43.9324,-68.1403,44986,24,7.5206165,-1.2753751196073653
50892,2026-01-12,6.990617379166667,43.2156,-70.0523,53143,0,8.50231,-1.5116924200276687
50892,2026-01-13,6.965267760000001,43.2156,-70.05230000000002,53143,24,8.422421,-1.4571536953833002
51025,2026-01-12,6.465284725,43.73325,-68.5084,46448,0,9.337666,-2.872380832861328
51025,2026-01-13,6.51537142142857,43.73325,-68.50839999999997,46448,24,9.3297615,-2.814390083698383
51030,2026-01-14,0.95976925,41.9127,-70.0474,107008,48,3.3627605,-2.4029912938232423
51033,2026-01-14,1.3144138,41.91269,-70.0472,107008,48,3.3627605,-2.048346743823242
51036,2026-01-12,6.201444404166666,42.7223,-70.4071,60301,0,6.8677473,-0.6663029026570646
51036,2026-01-13,5.914937529166667,42.7223,-70.4071,60301,24,6.905173,-0.9902352956929521
51036,2026-01-14,5.886499929166668,42.7223,-70.4071,60301,48,6.964357,-1.0778569700948069
51036,2026-01-15,5.9213333,42.7223,-70.4071,60301,72,7.020123,-1.0987897049133304
51037,2026-01-12,6.998722175,43.0942,-70.1349,53146,0,8.340314,-1.3415917364379881
51037,2026-01-13,6.863930620833333,43.0942,-70.1349,53146,24,8.249936,-1.3860054829874677
